method,scenario,true_state,day,n_paths,mean_q,median_q,q10,q25,q75,q90
ewma_gaussian,sv_rho090,invalid,126,5000,0.5740856988813281,0.5837065180911736,0.3035404599051593,0.432989883089942,0.7267275307751859,0.824873080915418
ewma_gaussian,sv_rho090,invalid,252,5000,0.6334187720088523,0.6765680074363893,0.2685157464439113,0.4535824901412256,0.8368673813572736,0.9219563473525374
ewma_gaussian,sv_rho090,invalid,504,5000,0.7213604860658667,0.8224541411180712,0.27826649854263097,0.5510431276431489,0.9441103076839475,0.9811915686724333
ewma_student_t,sv_rho090,valid,63,5000,0.4511799815741742,0.4477656363789569,0.25999586558623805,0.3465177713568641,0.5521715608629615,0.6472886389833397
ewma_student_t,sv_rho090,valid,126,5000,0.4093949042022052,0.3970007022242785,0.1584683714659937,0.2554230384368384,0.550614582705406,0.6811940388245551
ewma_student_t,sv_rho090,valid,252,5000,0.34222940171500443,0.29561894979926095,0.059571039348628625,0.1400109113076457,0.5139500676192685,0.7094840078510577
ewma_student_t,sv_rho090,valid,504,5000,0.24411585552911957,0.13823082923516916,0.011846923565018236,0.03974609562631481,0.3863099106721909,0.6717039573600396
ewma_student_t,sv_rho090,invalid,63,5000,0.5442227558715935,0.5454929217975184,0.3496442281777335,0.4374679701455639,0.6510015408037843,0.7382123177684106
ewma_student_t,sv_rho090,invalid,126,5000,0.5864207431565668,0.5993520227314455,0.3133944306493902,0.4435106833251931,0.7413276787058535,0.8383451691824462
ewma_student_t,sv_rho090,invalid,252,5000,0.6543202984429607,0.7075922828464544,0.2890521657208122,0.478436274265622,0.860951181707762,0.9357595759582431
ewma_student_t,sv_rho090,invalid,504,5000,0.7515911817342871,0.8565277313239181,0.32158207505449143,0.6105951518701495,0.9571945680198669,0.9883018900122735
binary_gaussian,sv_amp15,valid,63,5000,0.4657728928935166,0.46599103003833686,0.33945648768918774,0.4133963752069288,0.5202462478515651,0.5866189900206463
binary_gaussian,sv_amp15,valid,126,5000,0.4385109439129572,0.43656011554219576,0.25993014925489905,0.3576556918336652,0.5169155184921105,0.6077006906558761
binary_gaussian,sv_amp15,valid,252,5000,0.3902635560670751,0.3764075725290529,0.16566958904678158,0.26310629899119464,0.4979290757071313,0.6358496663303372
binary_gaussian,sv_amp15,valid,504,5000,0.3147882896458327,0.26770780158171603,0.06811760271707416,0.13880569400283807,0.44681998180196414,0.647290478116458
binary_gaussian,sv_amp15,invalid,63,5000,0.5285049487510082,0.5287304840545144,0.4124220284068265,0.47724254926322685,0.5817005155326908,0.6502856186688603
binary_gaussian,sv_amp15,invalid,126,5000,0.5549215700834573,0.5594158004056998,0.37897329360646337,0.4757843124098261,0.6408438909731143,0.7255619592317553
binary_gaussian,sv_amp15,invalid,252,5000,0.5992023672918244,0.6143838040478553,0.33900283160099476,0.48805183583291445,0.7338267105715666,0.8333185960504257
binary_gaussian,sv_amp15,invalid,504,5000,0.6761432039217634,0.7236094270580101,0.33207059414003487,0.5372158241455001,0.8565259182974091,0.9328581726597825
binary_student_t,sv_amp15,valid,63,5000,0.4535215367422583,0.4493181974772456,0.3133193492604061,0.3802059373029322,0.5247841830473143,0.5974647242874854
binary_student_t,sv_amp15,valid,126,5000,0.41463602160272683,0.4051672873316416,0.232192279397651,0.30905548720878845,0.5071008517874164,0.6114417082322696
binary_student_t,sv_amp15,valid,252,5000,0.3464921751215464,0.32010457764567257,0.12799036591397603,0.20455004292643136,0.46076079752013394,0.611238430587594
binary_student_t,sv_amp15,valid,504,5000,0.24628576441626632,0.1832989076380572,0.04106591876555084,0.08760312028068366,0.3549940227072545,0.5577718431282569
binary_student_t,sv_amp15,invalid,63,5000,0.5416388969306195,0.5455386857613789,0.400003586256547,0.47585168694304336,0.6115458638405569,0.6767097264741294
binary_student_t,sv_amp15,invalid,126,5000,0.5793075532199562,0.5905221835017885,0.3794765832732472,0.4850182799438586,0.6824147454268648,0.7629510104073111
binary_student_t,sv_amp15,invalid,252,5000,0.643127348041915,0.67331630509532,0.37317246886658273,0.5210916870990414,0.7902508787995082,0.8663790708810097
binary_student_t,sv_amp15,invalid,504,5000,0.7440258951305093,0.8059086520722087,0.4185646976213001,0.6285091839507317,0.9097726234573269,0.95562057658614
ewma_gaussian,sv_amp15,valid,63,5000,0.42816626965348525,0.42761582000788634,0.21948796203922408,0.3162907763074174,0.5397403214521255,0.6308431468851102
ewma_gaussian,sv_amp15,valid,126,5000,0.3501630456030915,0.33134389715286117,0.050622779491790115,0.16330382459828033,0.5136919994373862,0.67309375907086
ewma_gaussian,sv_amp15,valid,252,5000,0.24994787747489564,0.1523372856435725,0.0021973122964516665,0.0293782658887458,0.412872353117294,0.6639158647473599
ewma_gaussian,sv_amp15,valid,504,5000,0.13611861859285954,0.018649511138895535,1.894049947657217e-05,0.0007805751796134589,0.15172607167232907,0.5012382936972449
ewma_gaussian,sv_amp15,invalid,63,5000,0.5669156206366959,0.5686507884983873,0.364036080466015,0.4583899800998429,0.6788900383989827,0.7690866917737198
ewma_gaussian,sv_amp15,invalid,126,5000,0.641319642901683,0.6517137203773498,0.3222254215391819,0.47227401799433044,0.8322353546059901,0.9446111016112415
ewma_gaussian,sv_amp15,invalid,252,5000,0.7407544950001647,0.8339047302420661,0.3202325857500763,0.5730892852118663,0.9651346780762313,0.9968460387700704
ewma_gaussian,sv_amp15,invalid,504,5000,0.8554126825615864,0.9782868668824252,0.4640699130494949,0.8336252295896065,0.9989596679453574,0.9999797516887491
ewma_student_t,sv_amp15,valid,63,5000,0.40988297828631615,0.4150814455598153,0.1682786973851213,0.28226766250865937,0.5362876812656407,0.6379676701034058
ewma_student_t,sv_amp15,valid,126,5000,0.32627049579513767,0.30330541642224634,0.029687591277032147,0.12503817001768777,0.49328225814964416,0.6591649866560073
ewma_student_t,sv_amp15,valid,252,5000,0.22086268360092717,0.11920160345506062,0.0008529008103458051,0.017548846840151185,0.3626657559528888,0.6208932119143423
ewma_student_t,sv_amp15,valid,504,5000,0.10774573928789451,0.00872641173945108,2.9334803819133677e-06,0.00024816856733734914,0.09477261307867305,0.39546689298637255
ewma_student_t,sv_amp15,invalid,63,5000,0.5846802860739247,0.581864286002588,0.3592455783402638,0.46073863487705446,0.7119405016290702,0.8208091962912599
ewma_student_t,sv_amp15,invalid,126,5000,0.6635136182520939,0.6859337211331159,0.3382479320014643,0.48884153964265437,0.8657961272151387,0.9658909498229928
ewma_student_t,sv_amp15,invalid,252,5000,0.7679538987036071,0.8665782393230635,0.3620442493626439,0.6204569922492063,0.9800640750968834,0.9987588302999051
ewma_student_t,sv_amp15,invalid,504,5000,0.8825060952184133,0.9894898195284103,0.5431274215082631,0.8916208134350219,0.9996209147420919,0.9999959016432658
binary_gaussian,jump_k8,valid,63,5000,0.46862468355588005,0.46676723482030685,0.3222216258219507,0.39136891649366345,0.5442544812471383,0.6167753225460878
binary_gaussian,jump_k8,valid,126,5000,0.4456084813249866,0.4396781283200931,0.24588228091738243,0.334193278464007,0.549396008303377,0.6564541219474576
binary_gaussian,jump_k8,valid,252,5000,0.39640423970825805,0.3751094801630102,0.14585021130313727,0.2363865148693154,0.5361596640399076,0.6807657215281794
binary_gaussian,jump_k8,valid,504,5000,0.3211950385876898,0.264197013896587,0.05828902055986433,0.12742858797151152,0.4798008842229786,0.6757958266149703
binary_gaussian,jump_k8,invalid,63,5000,0.5285792031331605,0.5296435779332151,0.37605048776308597,0.4528969218498203,0.604473984873252,0.6750338656157874
binary_gaussian,jump_k8,invalid,126,5000,0.5530080018121704,0.5555531821819225,0.3417681491324152,0.446243950597672,0.6668639019705402,0.7534796398877265
binary_gaussian,jump_k8,invalid,252,5000,0.6001039717800082,0.6216278848365905,0.3183914205389691,0.4570736043139004,0.7578044772711071,0.8487457005230311
binary_gaussian,jump_k8,invalid,504,5000,0.6730626717345366,0.7316858506160184,0.3028533954173999,0.505139993101249,0.8736346115567061,0.9385248999602472
binary_student_t,jump_k8,valid,63,5000,0.45988693040322387,0.45376408252853545,0.29538218354610984,0.3699304834008461,0.5482801038543084,0.6331371335439462
binary_student_t,jump_k8,valid,126,5000,0.4293276219004667,0.4206330036707997,0.21379578527551338,0.3010767057280601,0.5439798525886088,0.6616641836442686
binary_student_t,jump_k8,valid,252,5000,0.36862721376679397,0.3357035316041904,0.11223041956208928,0.19876586129357307,0.5160300937376292,0.6801332150037204
binary_student_t,jump_k8,valid,504,5000,0.283068292364242,0.21518553895705006,0.03564679840158764,0.08741285856134945,0.4229536814541991,0.651789157350838
binary_student_t,jump_k8,invalid,63,5000,0.5357770217079146,0.5377780698939734,0.36630503102728024,0.4458518238220955,0.6274916772932442,0.7035184267226997
binary_student_t,jump_k8,invalid,126,5000,0.5673876038703721,0.576964583892967,0.33120812513839953,0.4473223992794,0.6950011269313378,0.7844381146435468
binary_student_t,jump_k8,invalid,252,5000,0.6245742143380532,0.6510425485544261,0.31953850954006613,0.47366015503773173,0.7988600908822568,0.8810258037518696
binary_student_t,jump_k8,invalid,504,5000,0.7101996404164557,0.785921640393374,0.3215764247309256,0.5566547053562153,0.9114619677101343,0.9630513636958935
ewma_gaussian,jump_k8,valid,63,5000,0.46122977960294936,0.4521715715739507,0.26757983324791795,0.3491834157209277,0.5691007511758659,0.6688049196372109
ewma_gaussian,jump_k8,valid,126,5000,0.4334824097116829,0.4172008573733835,0.17067696407640914,0.26686658764870963,0.5835681098887079,0.729648209757061
ewma_gaussian,jump_k8,valid,252,5000,0.37927261996311545,0.33262413218225473,0.07452343215093057,0.15993106908215987,0.5744173320933,0.7600413416594789
ewma_gaussian,jump_k8,valid,504,5000,0.3014590686967178,0.19717135523694496,0.017772484389899628,0.061070316158998245,0.4980023338198917,0.7618589050729704
ewma_gaussian,jump_k8,invalid,63,5000,0.5348450832683839,0.5412711826284826,0.3313193268206964,0.42850695404889727,0.6447594496836512,0.7294604441028185
ewma_gaussian,jump_k8,invalid,126,5000,0.5663435046811605,0.5803315029113361,0.2766398589472387,0.414209315468707,0.7307195327579616,0.830706672185243
ewma_gaussian,jump_k8,invalid,252,5000,0.6199110613539196,0.6705608901253611,0.22969133486766216,0.4236949809262737,0.839913107098426,0.9227135654954336
ewma_gaussian,jump_k8,invalid,504,5000,0.6922455168617844,0.800328451108616,0.20458858536043684,0.4874544337751324,0.9418052099803945,0.9805457560710531
ewma_student_t,jump_k8,valid,63,5000,0.45466799800980495,0.44847717554853395,0.25943596205797687,0.34724861328438666,0.558377718821774,0.6536744757199281
ewma_student_t,jump_k8,valid,126,5000,0.4211525766008923,0.407358081782243,0.16612847381669824,0.267081523853726,0.5623290511212506,0.701126487614428
ewma_student_t,jump_k8,valid,252,5000,0.35815518783942346,0.31185570358699777,0.07091711692312101,0.15131962051985245,0.5371419656671327,0.7319972241754079
ewma_student_t,jump_k8,valid,504,5000,0.2718879856938229,0.17355288859360374,0.016521239194570488,0.05274889835527487,0.4315239213031274,0.7138713404171105
ewma_student_t,jump_k8,invalid,63,5000,0.5399694187078978,0.5414716448240593,0.3375017650988501,0.4366237352279272,0.6485252837703971,0.7397124252293605
ewma_student_t,jump_k8,invalid,126,5000,0.5758887433407122,0.593476824893195,0.2960631158277753,0.4314450505195761,0.730020307497047,0.8315327171315784
ewma_student_t,jump_k8,invalid,252,5000,0.6365958704450057,0.6818555889278564,0.2663282360918264,0.45726809403651764,0.8400600962949091,0.9229651037464116
ewma_student_t,jump_k8,invalid,504,5000,0.719733506305499,0.8233786008954328,0.2688536308366542,0.5516778098335731,0.946884314443536,0.9830009583112563
