scenario,method,arm,far_target,threshold,first_eligible_day,far_d504,far_alarms,far_lo,far_hi,trunc_mean_valid_days,far_d63,detect_d63,detect_d63_lo,detect_d63_hi,far_d126,detect_d126,detect_d126_lo,detect_d126_hi,far_d252,detect_d252,detect_d252_lo,detect_d252_hi,detect_d504,detect_d504_lo,detect_d504_hi,trunc_mean_detect_days,trunc_mean_detect_se,median_detect_days,median_detect_note,undetected_at_H,n_test_valid,n_test_invalid,covered_by_guarantee
student_t,trailing_sharpe_252,B_buffered,0.05,-1.5730950048918757,252,0.0422,422,0.03843221799684181,0.046319370911349675,497.8324,0.0,0.0,0.0,0.00038399837067659573,0.0,0.0,0.0,0.00038399837067659573,0.0045,0.0574,0.05300868487210344,0.062131230485619464,0.2748,0.26613818642223264,0.28363476644392005,458.2427,0.8528363340361768,,not reached within 504d,0.7252000000000001,10000,10000,True
student_t,known_vol_rolling_252,B_buffered,0.05,-1.579122845734352,252,0.0421,421,0.03833671543427698,0.04621495027358863,497.7206,0.0,0.0,0.0,0.00038399837067659573,0.0,0.0,0.0,0.00038399837067659573,0.0048,0.0548,0.05050786586430546,0.059434046284944975,0.2684,0.25980501887542995,0.2771728491698674,459.5792,0.8433417903042204,,not reached within 504d,0.7316,10000,10000,True
student_t,ewma_gaussian,B_buffered,0.05,-2.4876994727971082,1,0.0424,424,0.03862324112699029,0.046528194181852923,496.396,0.0,0.0001,1.765267360112231e-05,0.0005662688974013381,0.0008,0.0055,0.004228233256266611,0.007151541132332541,0.0126,0.0828,0.07755760298166992,0.08836280525882262,0.3131,0.3040838068078911,0.3222597317830677,448.6848,0.9998191480107154,,not reached within 504d,0.6869000000000001,10000,10000,True
student_t,ewma_student_t,B_buffered,0.05,-2.413249147981984,1,0.046,460,0.04206559125734039,0.05028307926323395,495.4738,0.0,0.0003,0.00010203219941781012,0.0008817357722363795,0.0012,0.0128,0.010776367996168327,0.015197800016218947,0.0148,0.1202,0.11397168770431164,0.12671999745805432,0.3783,0.36884334273404085,0.3878501224693818,431.8932,1.1375751522860853,,not reached within 504d,0.6216999999999999,10000,10000,True
student_t,binary_gaussian,B_buffered,0.15,-1.3697195897517565,1,0.1378,1378,0.13118315079724846,0.14469501762246967,470.121,0.0022,0.0109,0.009044474829555114,0.01313115237664073,0.0222,0.085,0.07969210510681618,0.09062661354084539,0.0715,0.2911,0.28227804662881184,0.3000823878904568,0.5644,0.5546589118899705,0.5740916291198863,366.1789,1.513141853662746,430,,0.4356,10000,10000,True
student_t,binary_student_t,B_buffered,0.15,-1.4649085466561163,1,0.1375,1375,0.13088944509917524,0.1443889537195653,468.2225,0.0028,0.0159,0.013627631643843861,0.01854415557864522,0.0262,0.1113,0.10528448567954814,0.11761403465381583,0.0794,0.3373,0.3280975661868886,0.34662738688292943,0.6175,0.6079312227552964,0.6269785376275947,347.5818,1.5606811216364291,378,,0.38249999999999995,10000,10000,True
student_t,trailing_sharpe_252,B_buffered,0.15,-0.9901425276017027,252,0.1378,1378,0.13118315079724846,0.14469501762246967,482.0537,0.0,0.0,0.0,0.00038399837067659573,0.0,0.0,0.0,0.00038399837067659573,0.0228,0.1595,0.15245469253285007,0.1668068103575807,0.5337,0.5239113926780224,0.5434627258317938,407.5117,1.068990533347718,471,,0.46630000000000005,10000,10000,True
student_t,known_vol_rolling_252,B_buffered,0.15,-0.9872154583394673,252,0.1365,1365,0.12991050416292352,0.1433686626525584,482.2989,0.0,0.0,0.0,0.00038399837067659573,0.0,0.0,0.0,0.00038399837067659573,0.0241,0.157,0.150001499925265,0.16426192295701914,0.5317,0.5219095930183003,0.5414660614849988,408.3059,1.0672031975146432,475,,0.46830000000000005,10000,10000,True
student_t,ewma_gaussian,B_buffered,0.15,-1.6963261553668352,1,0.1348,1348,0.12824658273269673,0.14163388967724544,471.8529,0.0008,0.0039,0.0028543608687738773,0.0053266423146114406,0.0178,0.0668,0.062070914511738774,0.07186178167661544,0.0683,0.268,0.2594092718998606,0.2767689033441333,0.5366,0.5268142824779528,0.5463576088413137,376.6707,1.4660676183509265,460,,0.46340000000000003,10000,10000,True
student_t,ewma_student_t,B_buffered,0.15,-1.6532904930498513,1,0.1316,1316,0.12511546325626732,0.13836746674324718,470.1106,0.0025,0.0125,0.010502016506099209,0.014872381905310471,0.0235,0.097,0.09135313525265308,0.10295636743411225,0.0736,0.3136,0.30457967386800855,0.3227634807245796,0.5944,0.5847419545171534,0.603985546590463,356.5109,1.5330621566252973,400,,0.40559999999999996,10000,10000,True
student_t,binary_gaussian,C_unified,0.05,-2.2248819931017287,1,0.0302,302,0.027021969174996986,0.03373883569409074,498.902,0.0001,0.0001,1.765267360112231e-05,0.0005662688974013381,0.0005,0.0039,0.0028543608687738773,0.0053266423146114406,0.0077,0.0625,0.057921618740657516,0.0674143798336845,0.2791,0.2703945526358745,0.2879750978442904,457.9342,0.910966362171129,,not reached within 504d,0.7209,10000,10000,True
student_t,binary_student_t,C_unified,0.05,-2.52088337439814,1,0.0229,229,0.020146242156227716,0.026020169089071888,500.1991,0.0,0.0,0.0,0.00038399837067659573,0.0002,0.0037,0.002685648037750953,0.005095508744982636,0.005,0.0655,0.06081583891354745,0.07051785567057053,0.296,0.28713265218607825,0.3050240191491577,455.0427,0.9295487258634566,,not reached within 504d,0.704,10000,10000,True
student_t,trailing_sharpe_252,C_unified,0.05,-1.6112741416431058,252,0.0381,381,0.03452178876493106,0.04203294892989998,498.4232,0.0,0.0,0.0,0.00038399837067659573,0.0,0.0,0.0,0.00038399837067659573,0.0037,0.0526,0.0483939705288705,0.057149631213210914,0.2603,0.2517929153897764,0.2689911734291259,460.9422,0.8336634005295772,,not reached within 504d,0.7397,10000,10000,True
student_t,known_vol_rolling_252,C_unified,0.05,-1.7610918106628506,252,0.0275,275,0.024471692103030514,0.030891186357258866,500.1083,0.0,0.0,0.0,0.00038399837067659573,0.0,0.0,0.0,0.00038399837067659573,0.0028,0.0375,0.03395047130606028,0.04140472718681556,0.2048,0.1970045222109895,0.212822190427058,470.921,0.7472603935105694,,not reached within 504d,0.7952,10000,10000,True
student_t,ewma_gaussian,C_unified,0.05,-2.7169291756618286,1,0.0289,289,0.025793112248356998,0.03236869101649448,499.1316,0.0,0.0,0.0,0.00038399837067659573,0.0002,0.002,0.0012951117125432855,0.0030873506646506045,0.0069,0.0549,0.05060400056424119,0.0595378347853351,0.2623,0.25377086338597254,0.271011689439447,461.4868,0.8699601977392788,,not reached within 504d,0.7377,10000,10000,True
student_t,ewma_student_t,C_unified,0.05,-2.9295472492107932,1,0.0194,194,0.016875471300350647,0.022293627933543694,501.026,0.0,0.0,0.0,0.00038399837067659573,0.0002,0.0029,0.0020199966335610452,0.004161774546565626,0.0032,0.0536,0.049354575868798316,0.05818825787654174,0.2605,0.2519906997864387,0.2691932354331153,462.769,0.8595508400697811,,not reached within 504d,0.7395,10000,10000,True
student_t,binary_gaussian,C_unified,0.15,-1.401444376765194,1,0.1313,1313,0.12482198669575993,0.13806117370277698,472.0421,0.0015,0.0087,0.007059092062941591,0.010718224736085231,0.0197,0.0774,0.07232325434187925,0.0828013010810166,0.0674,0.2774,0.26871168250412253,0.28625927357050257,0.5534,0.5436375737959241,0.5631214151780876,371.0375,1.4928600244096055,443,,0.4466,10000,10000,True
student_t,binary_student_t,C_unified,0.15,-1.7093797208677137,1,0.0963,963,0.09067211494757596,0.10223792533690831,481.8789,0.0007,0.0042,0.0031088769681385277,0.005671895816224385,0.0102,0.0576,0.05320116648345306,0.06233859527492157,0.0455,0.2467,0.23834910862850422,0.25524542494608055,0.5365,0.526714177302969,0.5462577908159715,381.6115,1.427375443546891,466,,0.4635,10000,10000,True
student_t,trailing_sharpe_252,C_unified,0.15,-1.0216678503228327,252,0.1299,1299,0.12345258113100473,0.13663165446297001,483.3161,0.0,0.0,0.0,0.00038399837067659573,0.0,0.0,0.0,0.00038399837067659573,0.022,0.1516,0.14470478895641126,0.15876278110827619,0.5182,0.5084015636404686,0.5279844588188387,410.8913,1.0623390536252943,486,,0.4818,10000,10000,True
student_t,known_vol_rolling_252,C_unified,0.15,-1.0138173399256876,252,0.1314,1314,0.12491981094717501,0.1381632726516877,483.1166,0.0,0.0,0.0,0.00038399837067659573,0.0,0.0,0.0,0.00038399837067659573,0.0226,0.1509,0.14401840199935093,0.15804970566305546,0.5201,0.5103022605367249,0.529882302728774,410.64,1.0627285538640239,486,,0.4799,10000,10000,True
student_t,ewma_gaussian,C_unified,0.15,-1.7486128807272068,1,0.1255,1255,0.11915039490118574,0.13213721987845098,474.9207,0.0008,0.0024,0.0016133788093978356,0.0035687763690995114,0.0139,0.0583,0.05387497335175193,0.06306425080890377,0.0606,0.2521,0.24368577129429034,0.260704615097891,0.5203,0.5105023421402075,0.530082067525943,382.6887,1.4385341696625522,481,,0.4797,10000,10000,True
student_t,ewma_student_t,C_unified,0.15,-1.8676400867598089,1,0.1009,1009,0.09514905965901568,0.10695744784045838,480.5225,0.0005,0.0055,0.004228233256266611,0.007151541132332541,0.0114,0.0594,0.0549341876459215,0.0642041917183187,0.0481,0.2458,0.2374598370646854,0.2543353877069665,0.5306,0.5208086704142505,0.5403678288854641,382.2922,1.433299290658326,470,,0.46940000000000004,10000,10000,True
sv_amp15,binary_gaussian,C_unified,0.05,-2.2248819931017287,1,0.0402,201,0.03509903825222041,0.046006940456454135,494.2356,0.0032,0.005,0.0033891014531031933,0.00737092347250336,0.008,0.0142,0.011273607305690402,0.017872291904127105,0.0196,0.06,0.05374897325570842,0.06692660445594185,0.2252,0.21383525936724684,0.23698666962175663,464.719,1.3022410737504913,,not reached within 504d,0.7747999999999999,5000,5000,False
sv_amp15,binary_student_t,C_unified,0.05,-2.52088337439814,1,0.0082,41,0.006050485563239175,0.011104626069919014,502.5078,0.0,0.0,0.0,0.0007677019450571243,0.0002,0.0026,0.0015201269998326155,0.004443582895110212,0.0024,0.0404,0.035285968403331106,0.04621970322456541,0.2804,0.2681214139118864,0.2930157607823828,464.698,1.1384557679185878,,not reached within 504d,0.7196,5000,5000,False
sv_amp15,trailing_sharpe_252,C_unified,0.05,-1.6112741416431058,252,0.0282,141,0.023961128241689122,0.03316327531366678,500.1704,0.0,0.0,0.0,0.0007677019450571243,0.0,0.0,0.0,0.0007677019450571243,0.0032,0.0536,0.04769284678695339,0.060192557509593625,0.2806,0.26831855513217345,0.29321831248131774,459.0468,1.1898188331519823,,not reached within 504d,0.7194,5000,5000,False
sv_amp15,known_vol_rolling_252,C_unified,0.05,-1.7610918106628506,252,0.0428,214,0.03753187129513541,0.048770115363424835,497.386,0.0,0.0,0.0,0.0007677019450571243,0.0,0.0,0.0,0.0007677019450571243,0.0082,0.0378,0.032858784642278795,0.04345087903573202,0.159,0.1491264586186336,0.16939711410789543,478.0644,0.9639970065169884,,not reached within 504d,0.841,5000,5000,False
sv_amp15,ewma_gaussian,C_unified,0.05,-2.7169291756618286,1,0.052,260,0.04618252452365877,0.058505336419112416,491.5476,0.0,0.0018,0.0009472935076811986,0.003417644710373721,0.0064,0.1504,0.1407603684068508,0.16057640879313317,0.0256,0.4248,0.4111614749844162,0.4385539873881205,0.7518,0.7396363934340566,0.7635769918664126,310.125,2.159835394836041,297,,0.24819999999999998,5000,5000,False
sv_amp15,ewma_student_t,C_unified,0.05,-2.9295472492107932,1,0.0368,184,0.031927002221443804,0.04238419686045712,495.3958,0.0002,0.0124,0.009685385642423546,0.015863277294396162,0.005,0.173,0.16276777066156622,0.18373430641050115,0.0162,0.4496,0.4358554814644067,0.46342190289165514,0.7764,0.7646413610941877,0.7877342532705848,299.5782,2.176223657355412,281,,0.22360000000000002,5000,5000,False
sv_amp15,binary_gaussian,C_unified,0.15,-1.401444376765194,1,0.111,555,0.1025897185733455,0.12000755353990894,474.3008,0.0142,0.0206,0.017015274139237497,0.024920798485683283,0.0318,0.0668,0.06020671680947418,0.0740584201557233,0.0618,0.2128,0.20167803739067255,0.22436293060656828,0.511,0.49714118829277154,0.5248419222644373,390.5044,2.021814774682544,491,,0.489,5000,5000,False
sv_amp15,binary_student_t,C_unified,0.15,-1.7093797208677137,1,0.0406,203,0.03547293459896256,0.046432429948155926,493.9764,0.001,0.0024,0.0013734655564128324,0.004190551419308018,0.0064,0.0312,0.0267293173446752,0.03639047999901036,0.0202,0.201,0.19012347001089866,0.2123356157522456,0.5552,0.5413885247139663,0.5689267209912996,391.2346,1.8514148805656703,456,,0.4448,5000,5000,False
sv_amp15,trailing_sharpe_252,C_unified,0.15,-1.0216678503228327,252,0.099,495,0.09102696588909821,0.10758873107083762,488.7626,0.0,0.0,0.0,0.0007677019450571243,0.0,0.0,0.0,0.0007677019450571243,0.0146,0.153,0.14328850563601445,0.16324427951385526,0.542,0.5281629638840334,0.5557725491525819,408.078,1.5003896483978434,470,,0.45799999999999996,5000,5000,False
sv_amp15,known_vol_rolling_252,C_unified,0.15,-1.0138173399256876,252,0.1164,582,0.10780372738898672,0.1255852535432611,485.581,0.0,0.0,0.0,0.0007677019450571243,0.0,0.0,0.0,0.0007677019450571243,0.0218,0.1186,0.10992972623688407,0.12785587680680552,0.416,0.40240752024641563,0.429721453680354,431.4984,1.4276288678521685,,not reached within 504d,0.5840000000000001,5000,5000,False
sv_amp15,ewma_gaussian,C_unified,0.15,-1.7486128807272068,1,0.136,680,0.12677754169698657,0.1457813453190151,464.5484,0.004,0.0438,0.03846909782873126,0.04983135342593886,0.0398,0.3088,0.2961451513492108,0.3217484178745791,0.0916,0.619,0.6054527003564346,0.6323645865806419,0.8658,0.8560704483514718,0.8749679009055245,239.099,2.1275646420405683,194,,0.13419999999999999,5000,5000,False
sv_amp15,ewma_student_t,C_unified,0.15,-1.8676400867598089,1,0.1164,582,0.10780372738898672,0.1255852535432611,469.9552,0.006,0.0812,0.07394662267077708,0.08909640447840277,0.0354,0.3408,0.32778892861063763,0.3540555076886686,0.078,0.6428,0.629413224528217,0.6559675197962748,0.8838,0.8746212166623423,0.892389495324632,227.2114,2.1059342852640888,181,,0.11619999999999997,5000,5000,False
sv_rho0,binary_gaussian,A_nominal,0.05,-1.9669604500803524,1,0.0475,475,0.04350198283479496,0.05184553569066735,494.4516,0.0,0.0001,1.765267360112231e-05,0.0005662688974013381,0.0017,0.0126,0.010593432231852846,0.014980889379882699,0.0174,0.1105,0.10450420535399173,0.11679492937676535,0.3649,0.35551823933195104,0.37438551702780565,435.8781,1.1084842253125557,,not reached within 504d,0.6351,10000,10000,True
sv_rho0,binary_student_t,A_nominal,0.05,-1.95086522822316,1,0.0513,513,0.047145842042160484,0.05579875809568468,493.5313,0.0,0.0006,0.0002750134763309977,0.001308524096300786,0.0032,0.0252,0.02230561215682308,0.02845903269597141,0.019,0.1714,0.1641402388765275,0.17891212485268115,0.4736,0.46382586119463876,0.4833944139193329,408.2153,1.2661121034793317,,not reached within 504d,0.5264,10000,10000,True
sv_rho0,trailing_sharpe_252,A_nominal,0.05,-1.5082979953569131,252,0.0453,453,0.04139568097178173,0.04955352714651155,496.8533,0.0,0.0,0.0,0.00038399837067659573,0.0,0.0,0.0,0.00038399837067659573,0.0072,0.0652,0.0605262830136431,0.07020764196949725,0.3058,0.2968455538540679,0.3149035911131028,452.6224,0.8916305974652472,,not reached within 504d,0.6941999999999999,10000,10000,True
sv_rho0,known_vol_rolling_252,A_nominal,0.05,-1.5087457565810416,252,0.0463,463,0.04235277568717738,0.05059566443437455,496.7383,0.0,0.0,0.0,0.00038399837067659573,0.0,0.0,0.0,0.00038399837067659573,0.0074,0.0641,0.059464829641134136,0.06906994013842171,0.2954,0.2865381439255251,0.3044189882077556,454.6911,0.878976227209701,,not reached within 504d,0.7046,10000,10000,True
sv_rho0,ewma_gaussian,A_nominal,0.05,-2.464728703138993,1,0.0515,515,0.047337812436656745,0.05600663410184015,494.1648,0.0,0.0002,5.484892732085772e-05,0.0007289958440074673,0.0014,0.0091,0.0074181785377802605,0.01115883106255002,0.0158,0.1009,0.09514905965901568,0.10695744784045838,0.3523,0.3429958526237169,0.36171758049498093,440.1212,1.0687843566670059,,not reached within 504d,0.6476999999999999,10000,10000,True
sv_rho0,ewma_student_t,A_nominal,0.05,-2.197405530163669,1,0.0536,536,0.049354575868798316,0.05818825787654174,492.9744,0.0001,0.001,0.0005432859864972464,0.0018399443874379962,0.003,0.0259,0.022964183941872586,0.02919992331320296,0.0213,0.1635,0.15638109226058378,0.17087733864288157,0.4584,0.44865199381052295,0.4681799548539172,411.7476,1.249919301095045,,not reached within 504d,0.5416000000000001,10000,10000,True
sv_rho0,binary_gaussian,A_nominal,0.15,-1.3260313941294284,1,0.1478,1478,0.14097932105097147,0.1548911674013331,466.5481,0.0033,0.0125,0.010502016506099209,0.014872381905310471,0.0267,0.1016,0.09583067183565595,0.10767529806609914,0.0812,0.3183,0.3092414212342324,0.32749812377367143,0.5907,0.5810297239296377,0.6003006187659216,355.3258,1.5464525912544813,397,,0.4093,10000,10000,True
sv_rho0,binary_student_t,A_nominal,0.15,-1.3066756638276404,1,0.1491,1491,0.14225364780278335,0.15621584225375748,463.5315,0.0066,0.0268,0.023811791444583907,0.03015162461342442,0.0333,0.1543,0.14735276594004984,0.16151273053343593,0.0909,0.4101,0.40049619661317365,0.41977284629387396,0.6818,0.6726026021246946,0.6908577760677274,318.9258,1.6109951893118732,310,,0.31820000000000004,10000,10000,True
sv_rho0,trailing_sharpe_252,A_nominal,0.15,-0.9767421638251182,252,0.1443,1443,0.13754936679253196,0.15132380964836736,481.26,0.0,0.0,0.0,0.00038399837067659573,0.0,0.0,0.0,0.00038399837067659573,0.0261,0.1662,0.15903229029211297,0.1736240670201507,0.5453,0.5355249465459572,0.5550402632016594,404.5722,1.0766978622365024,463,,0.4547,10000,10000,True
sv_rho0,known_vol_rolling_252,A_nominal,0.15,-0.9727216738564567,252,0.145,1450,0.13823524841852597,0.15203739042465436,481.0108,0.0,0.0,0.0,0.00038399837067659573,0.0,0.0,0.0,0.00038399837067659573,0.025,0.1645,0.1573629359401046,0.1718947269666194,0.5409,0.5311191788493783,0.5506494100839003,405.3659,1.0762771385507066,467,,0.45909999999999995,10000,10000,True
sv_rho0,ewma_gaussian,A_nominal,0.15,-1.6836673861421598,1,0.1478,1478,0.14097932105097147,0.1548911674013331,467.271,0.0014,0.0067,0.00527963331754198,0.00849921947496755,0.0226,0.082,0.07678169869582978,0.08753932394205587,0.0789,0.2965,0.2876280898933979,0.3055281974434673,0.5646,0.5548593447263521,0.5742910426841565,365.6441,1.50719892793879,426,,0.4354,10000,10000,True
sv_rho0,ewma_student_t,A_nominal,0.15,-1.4742990675925318,1,0.1481,1481,0.1412733801049987,0.1551968779482835,464.2868,0.0064,0.0256,0.022681864551874903,0.028882473102223048,0.0332,0.1441,0.1373534107508981,0.1511199192893495,0.088,0.3963,0.38675484390112247,0.40592479736095577,0.6705,0.6612236135251599,0.6796454430304393,324.5677,1.6045735343990097,325,,0.3295,10000,10000,True
sv_rho0,binary_gaussian,B_buffered,0.05,-2.0540575068534133,1,0.0405,405,0.036809508627892576,0.0445433858747592,496.087,0.0,0.0001,1.765267360112231e-05,0.0005662688974013381,0.0012,0.0092,0.007508093306449299,0.011268839494206847,0.0138,0.0922,0.08668518704574357,0.09802800202538026,0.3381,0.32889188119814994,0.3474324574742751,443.4772,1.0445287607573115,,not reached within 504d,0.6618999999999999,10000,10000,True
sv_rho0,binary_student_t,B_buffered,0.05,-2.02958289996437,1,0.0459,459,0.04196987371736925,0.05017887360287923,495.12,0.0,0.0001,1.765267360112231e-05,0.0005662688974013381,0.0024,0.0185,0.016037871857846654,0.021331918573114905,0.0152,0.1516,0.14470478895641126,0.15876278110827619,0.4462,0.43647958323623653,0.4559617349884481,416.7032,1.2171279764376066,,not reached within 504d,0.5538000000000001,10000,10000,True
sv_rho0,trailing_sharpe_252,B_buffered,0.05,-1.5585540320741609,252,0.041,410,0.037286589733032234,0.04506592077124887,497.539,0.0,0.0,0.0,0.00038399837067659573,0.0,0.0,0.0,0.00038399837067659573,0.0062,0.0575,0.05310492374099383,0.06223491481705495,0.2842,0.2754441003224159,0.2931216333743681,456.7281,0.8634667767357657,,not reached within 504d,0.7158,10000,10000,True
sv_rho0,known_vol_rolling_252,B_buffered,0.05,-1.5656596609894189,252,0.0401,401,0.036427958323164145,0.04412524337818417,497.7176,0.0,0.0,0.0,0.00038399837067659573,0.0,0.0,0.0,0.00038399837067659573,0.0063,0.0565,0.05214271094253023,0.0611978956122599,0.2735,0.2648515776996968,0.2823223735622197,458.7723,0.8501022130592679,,not reached within 504d,0.7264999999999999,10000,10000,True
sv_rho0,ewma_gaussian,B_buffered,0.05,-2.5682886867405696,1,0.0441,441,0.04024788569805465,0.04830224401632825,495.8288,0.0,0.0,0.0,0.00038399837067659573,0.0004,0.007,0.005544619309554507,0.008834003083932618,0.0123,0.0845,0.07920689375256253,0.09011220889346973,0.3252,0.3160871984831014,0.33444704734728703,447.1291,1.0075120204573922,,not reached within 504d,0.6748000000000001,10000,10000,True
sv_rho0,ewma_student_t,B_buffered,0.05,-2.2944027765208688,1,0.0464,464,0.04244851437936254,0.050699848942515245,494.853,0.0001,0.0006,0.0002750134763309977,0.001308524096300786,0.0021,0.02,0.01743471167513658,0.022933926760712948,0.0159,0.1418,0.1351002431131236,0.1487748533196291,0.4319,0.42221948032334766,0.4416328202547384,420.3078,1.1973506131309561,,not reached within 504d,0.5681,10000,10000,True
sv_rho0,binary_gaussian,B_buffered,0.15,-1.3748115205828961,1,0.1358,1358,0.12922531740030382,0.14265438701289698,470.2085,0.0023,0.0099,0.00813900122178111,0.01203739398115609,0.0228,0.0898,0.0843529388240022,0.09556209343930087,0.0727,0.2973,0.2884208169448242,0.306334855994648,0.5749,0.5651838144478933,0.5845586625961792,362.973,1.5170517036960767,416,,0.42510000000000003,10000,10000,True
sv_rho0,binary_student_t,B_buffered,0.15,-1.3578703725947143,1,0.1377,1377,0.13108524770141053,0.1445929975179817,467.4528,0.0043,0.0217,0.01902260420448802,0.02474472863690121,0.0275,0.1383,0.1316726841799782,0.14520510024136926,0.0809,0.3859,0.37640430109620615,0.3954833273319822,0.6656,0.6562912429802823,0.6747815767593495,327.7235,1.5933127154817825,329,,0.33440000000000003,10000,10000,True
sv_rho0,trailing_sharpe_252,B_buffered,0.15,-1.0216678503228327,252,0.1342,1342,0.1276594008360816,0.14102153237190543,483.0305,0.0,0.0,0.0,0.00038399837067659573,0.0,0.0,0.0,0.00038399837067659573,0.0241,0.1561,0.14911850548040445,0.16334560859894687,0.5244,0.5146043613249272,0.5341768995545837,409.0375,1.0699977097568427,481,,0.4756,10000,10000,True
sv_rho0,known_vol_rolling_252,B_buffered,0.15,-1.0133016283898701,252,0.1363,1363,0.12971473045270238,0.14316458996212778,482.5512,0.0,0.0,0.0,0.00038399837067659573,0.0,0.0,0.0,0.00038399837067659573,0.0237,0.1549,0.14794130864258875,0.16212372703285222,0.5208,0.511002553021986,0.5305814726457939,409.7234,1.0686135984284846,484,,0.47919999999999996,10000,10000,True
sv_rho0,ewma_gaussian,B_buffered,0.15,-1.744697592208139,1,0.136,1360,0.12942107897738253,0.14285847183647005,470.7834,0.0011,0.0047,0.003536501767139378,0.006243887018852858,0.0185,0.0708,0.06593595516500315,0.07599366903638564,0.0713,0.2745,0.26584126844636474,0.2833319148188103,0.5471,0.5373275272809321,0.5568363000725502,373.3797,1.4736019690090356,448,,0.45289999999999997,10000,10000,True
sv_rho0,ewma_student_t,B_buffered,0.15,-1.5259201854898254,1,0.1379,1379,0.13128105508810847,0.1447970365319355,467.4564,0.0045,0.0208,0.018181353731422857,0.02378667030703359,0.0285,0.1311,0.12462634200534065,0.1378569719925445,0.0811,0.377,0.3675502684869297,0.3865441951122566,0.6566,0.6472346951580967,0.6658450365522073,331.7104,1.5887431647904475,341,,0.34340000000000004,10000,10000,True
sv_rho0,binary_gaussian,C_unified,0.05,-2.2248819931017287,1,0.0299,299,0.02673823704797818,0.03342279822013196,498.4277,0.0,0.0001,1.765267360112231e-05,0.0005662688974013381,0.0003,0.0041,0.0030238546563457033,0.005556994927691345,0.0087,0.0624,0.0578251970299051,0.06731087834411104,0.2828,0.2740578107960792,0.29170899809614265,457.1,0.9179788279218922,,not reached within 504d,0.7172000000000001,10000,10000,True
sv_rho0,binary_student_t,C_unified,0.05,-2.52088337439814,1,0.0164,164,0.014089949587910894,0.019081453636207512,501.1633,0.0,0.0,0.0,0.00038399837067659573,0.0003,0.0032,0.0022677138537914978,0.004513826927312767,0.0046,0.0629,0.058307339969230446,0.06782835140641504,0.3059,0.2969446901015281,0.31500437806596854,454.8348,0.918186439417264,,not reached within 504d,0.6940999999999999,10000,10000,True
sv_rho0,trailing_sharpe_252,C_unified,0.05,-1.6112741416431058,252,0.0368,368,0.033284258546591346,0.040671477544003444,498.2474,0.0,0.0,0.0,0.00038399837067659573,0.0,0.0,0.0,0.00038399837067659573,0.0053,0.0523,0.04810587403933279,0.05683795810177102,0.2643,0.25574904148038735,0.27303197535154944,460.794,0.8324916099445464,,not reached within 504d,0.7357,10000,10000,True
sv_rho0,known_vol_rolling_252,C_unified,0.05,-1.7610918106628506,252,0.0248,248,0.021929562215162172,0.02803538983632886,500.0685,0.0,0.0,0.0,0.00038399837067659573,0.0,0.0,0.0,0.00038399837067659573,0.0037,0.0365,0.03299884792033432,0.04035711856928287,0.2072,0.19936942853126058,0.2152554409146076,470.7687,0.7480651443403962,,not reached within 504d,0.7928,10000,10000,True
sv_rho0,ewma_gaussian,C_unified,0.05,-2.7169291756618286,1,0.0361,361,0.032618404148997034,0.039937869539316696,497.6754,0.0,0.0,0.0,0.00038399837067659573,0.0002,0.0036,0.0026016036387784434,0.004979629943629281,0.0088,0.0649,0.06023675635244411,0.06989739902971867,0.288,0.2792074120999482,0.2969554032092186,456.2649,0.9240385584621197,,not reached within 504d,0.712,10000,10000,True
sv_rho0,ewma_student_t,C_unified,0.05,-2.9295472492107932,1,0.0164,164,0.014089949587910894,0.019081453636207512,501.4978,0.0,0.0001,1.765267360112231e-05,0.0005662688974013381,0.0003,0.0024,0.0016133788093978356,0.0035687763690995114,0.0029,0.051,0.046857920608897666,0.055486909927969896,0.2747,0.26603921321298135,0.2835338164528454,461.0025,0.8625887637295836,,not reached within 504d,0.7253000000000001,10000,10000,True
sv_rho0,binary_gaussian,C_unified,0.15,-1.401444376765194,1,0.1299,1299,0.12345258113100473,0.13663165446297001,471.9721,0.0021,0.0083,0.006700968940935741,0.010276655056787622,0.0209,0.0843,0.07901282509666104,0.08990643114871948,0.0687,0.2868,0.27801891516310095,0.29574482174215544,0.5638,0.5540576230210528,0.5734933787868488,367.3357,1.5022181154804541,430,,0.43620000000000003,10000,10000,True
sv_rho0,binary_student_t,C_unified,0.15,-1.7093797208677137,1,0.0767,767,0.07164526022105336,0.08207983279956146,486.4088,0.0002,0.0029,0.0020199966335610452,0.004161774546565626,0.0076,0.0545,0.05021948667736562,0.05912265587090721,0.0357,0.2482,0.23983133781881116,0.25676204376066153,0.5558,0.5460418168036314,0.5655153289782011,379.3011,1.4160307264253902,451,,0.44420000000000004,10000,10000,True
sv_rho0,trailing_sharpe_252,C_unified,0.15,-1.0216678503228327,252,0.1342,1342,0.1276594008360816,0.14102153237190543,483.0305,0.0,0.0,0.0,0.00038399837067659573,0.0,0.0,0.0,0.00038399837067659573,0.0241,0.1561,0.14911850548040445,0.16334560859894687,0.5244,0.5146043613249272,0.5341768995545837,409.0375,1.0699977097568427,481,,0.4756,10000,10000,True
