n_paths,n_days,qlike_mean,qlike_se,mean_forecast_bias_in_sigma0sq,mean_forecast_bias_se,n_variance_floor_hits,ratio_vhat_over_v_q10,ratio_vhat_over_v_q25,ratio_vhat_over_v_q50,ratio_vhat_over_v_q75,ratio_vhat_over_v_q90
5000,504,0.181224053029378,0.0006446426035372219,0.002423888718387555,0.0015206941665873229,0,0.5236891184415812,0.7442832273872324,1.1021199315375276,1.6516577748057601,2.4218076646929427
