scenario,method,true_state,day,n_paths,mean_q,median_q,q10,q90
sv_jump_big,ewma_gaussian,valid,63,10000,0.45243212203139427,0.44579580850797995,0.22324388894367975,0.6874271206202959
sv_jump_big,ewma_gaussian,valid,126,10000,0.4117590166951061,0.3897238480003758,0.08530696622639654,0.7722696976486373
sv_jump_big,ewma_gaussian,valid,252,10000,0.34694845416717146,0.26145983736808515,0.013284341188978721,0.8420270331830227
sv_jump_big,ewma_gaussian,valid,504,10000,0.2699066198383814,0.09297622101865913,0.000693940613890609,0.8791744009943236
sv_jump_big,ewma_gaussian,invalid,63,10000,0.5518075131644152,0.5552842176613437,0.3207472511582622,0.7819678271699521
sv_jump_big,ewma_gaussian,invalid,126,10000,0.5960695556592542,0.6203709176021011,0.237524611949282,0.916663602978504
sv_jump_big,ewma_gaussian,invalid,252,10000,0.6544460955792414,0.7389019681030828,0.16057309024588548,0.985790997209554
sv_jump_big,ewma_gaussian,invalid,504,10000,0.7364708984625613,0.9134707897198868,0.1251434628105351,0.9992914926412949
sv_jump_big,ewma_student_t,valid,63,10000,0.43570659396305145,0.4356317960180761,0.22114982422583399,0.6464218615902493
sv_jump_big,ewma_student_t,valid,126,10000,0.37782193757880705,0.362500142189646,0.09367769547938953,0.683432755454818
sv_jump_big,ewma_student_t,valid,252,10000,0.28954945131172466,0.2156660483209174,0.019008193493707526,0.6842294112584328
sv_jump_big,ewma_student_t,valid,504,10000,0.1801335604084802,0.06073976171910704,0.0011538621554732537,0.5901395351381633
sv_jump_big,ewma_student_t,invalid,63,10000,0.563047713165688,0.5612228875769454,0.3514459230827868,0.7834348708219604
sv_jump_big,ewma_student_t,invalid,126,10000,0.6210087619362925,0.6349201093428998,0.3165468515758402,0.9063152115661541
sv_jump_big,ewma_student_t,invalid,252,10000,0.7055854381776969,0.7734195787925162,0.31488656589454983,0.98032076158304
sv_jump_big,ewma_student_t,invalid,504,10000,0.8158588126785438,0.936474104153425,0.3977382223434214,0.9986935122754846
