day,n_reps,brier_a,brier_b,diff,lo,hi,excludes_zero
252,2000,0.1676186165946046,0.17221504941529023,-0.004596432820685614,-0.006497024437589669,-0.002687997861252272,True
504,2000,0.11431569685365134,0.12059717912958404,-0.006281482275932698,-0.00846714828285553,-0.004111741370789199,True
