scenario,method,arm,far_target,threshold,first_eligible_day,far_alarms,far_lo,far_hi,far_d63,detect_d63,far_d126,detect_d126,far_d252,detect_d252,far_d504,detect_d504,trunc_mean_detect_days,trunc_mean_detect_se,median_detect_days,median_detect_note,undetected_at_H,n_test_valid,n_test_invalid
sv_jump_big,ewma_trunc_gaussian,legacy_threshold,0.15,-1.7486128807272068,1,2802,0.27148355220885045,0.2890852534748989,0.0255,0.0611,0.0934,0.2761,0.1866,0.5529,0.2802,0.7828,264.5538,1.6401125776856746,220,,0.21719999999999995,10000,10000
sv_jump_big,ewma_trunc_student_t,legacy_threshold,0.15,-1.8676400867598089,1,1344,0.12785512320476278,0.1412256564038759,0.0047,0.0482,0.038,0.2574,0.0873,0.5628,0.1344,0.8177,260.8911,1.567333467229852,219,,0.18230000000000002,10000,10000
sv_jump_big,binary_gaussian,per_scenario,0.05,-2.1249758871816606,1,382,0.03461703284432172,0.04213762805083516,0.0005,0.0017,0.0043,0.013,0.0154,0.0756,0.0382,0.2942,452.9039,0.9935086876470899,,not reached within 504d,0.7058,10000,10000
sv_jump_big,binary_student_t,per_scenario,0.05,-1.8279482874448258,1,369,0.03337941008580056,0.0407762492051201,0.0002,0.0009,0.0036,0.0266,0.0167,0.1848,0.0369,0.5272,398.0615,1.2805963862534708,479,,0.4728,10000,10000
sv_jump_big,trailing_sharpe_252,per_scenario,0.05,-1.450841103309128,252,442,0.0403435047015169,0.048406548213191875,0.0,0.0,0.0,0.0,0.0061,0.0763,0.0442,0.3374,447.945,0.9200745791636255,,not reached within 504d,0.6626000000000001,10000,10000
sv_jump_big,known_vol_rolling_252,per_scenario,0.05,-1.6589993444197035,252,436,0.03976987567795129,0.0477806380348023,0.0,0.0,0.0,0.0,0.007,0.048,0.0436,0.2161,468.6534,0.7774389287736995,,not reached within 504d,0.7839,10000,10000
sv_jump_big,ewma_gaussian,per_scenario,0.05,-4.950305960927168,1,422,0.03843221799684181,0.046319370911349675,0.001,0.0012,0.0043,0.0164,0.0166,0.0882,0.0422,0.3126,448.0816,1.0410229714212376,,not reached within 504d,0.6874,10000,10000
sv_jump_big,ewma_student_t,per_scenario,0.05,-2.8172424155717324,1,409,0.03719116090032693,0.0449614264036283,0.0002,0.0045,0.0046,0.0797,0.0175,0.2935,0.0409,0.623,358.5939,1.4630530033761828,389,,0.377,10000,10000
sv_jump_big,ewma_trunc_gaussian,per_scenario,0.05,-5.488821771737441,1,430,0.03919645311021771,0.04715452140058068,0.0008,0.0011,0.005,0.0186,0.0187,0.0872,0.043,0.3052,448.5425,1.048672623272907,,not reached within 504d,0.6948,10000,10000
sv_jump_big,ewma_trunc_student_t,per_scenario,0.05,-2.9453008247653787,1,416,0.03785929346729353,0.04569275623894275,0.0001,0.0035,0.0041,0.0883,0.0181,0.3264,0.0416,0.6562,347.2846,1.4784693528939803,364,,0.3438,10000,10000
sv_jump_big,binary_gaussian,per_scenario,0.15,-1.359087204248918,1,1334,0.1268765608809337,0.14020498672444637,0.0091,0.0194,0.0282,0.0855,0.071,0.2718,0.1334,0.5595,369.8284,1.5055923539184228,438,,0.4405,10000,10000
sv_jump_big,binary_student_t,per_scenario,0.15,-1.1647318220953173,1,1311,0.12462634200534065,0.1378569719925445,0.0105,0.0371,0.0402,0.1731,0.0837,0.4636,0.1311,0.7454,298.4996,1.587268856314589,274,,0.25460000000000005,10000,10000
sv_jump_big,trailing_sharpe_252,per_scenario,0.15,-0.9195665502807233,252,1403,0.13363111376762415,0.14724513466024058,0.0,0.0,0.0,0.0,0.0224,0.1911,0.1403,0.5886,396.6341,1.0842633833287199,429,,0.4114,10000,10000
sv_jump_big,known_vol_rolling_252,per_scenario,0.15,-0.9666671287529057,252,1409,0.1342187341570657,0.14785705347275424,0.0,0.0,0.0,0.0,0.0267,0.1575,0.1409,0.5036,412.8163,1.0664876628562105,502,,0.49639999999999995,10000,10000
sv_jump_big,ewma_gaussian,per_scenario,0.15,-2.8727740847919985,1,1301,0.12364819512347855,0.13683588687114798,0.0053,0.0074,0.0218,0.0866,0.0673,0.2942,0.1301,0.579,363.9275,1.502430875025012,418,,0.42100000000000004,10000,10000
sv_jump_big,ewma_student_t,per_scenario,0.15,-1.7642670426765874,1,1361,0.12951896158898943,0.142960512425189,0.007,0.055,0.0402,0.2458,0.0875,0.5453,0.1361,0.806,267.0364,1.5828760207779116,228,,0.19399999999999995,10000,10000
sv_jump_big,ewma_trunc_gaussian,per_scenario,0.15,-3.0812062837278456,1,1332,0.1266808633190313,0.1400008378856971,0.0061,0.0091,0.0255,0.0886,0.071,0.2969,0.1332,0.59,361.5198,1.5033959361159899,406,,0.41000000000000003,10000,10000
sv_jump_big,ewma_trunc_student_t,per_scenario,0.15,-1.8602199595007352,1,1353,0.12873593477957124,0.14214415363200028,0.0047,0.0492,0.0381,0.2598,0.088,0.5642,0.1353,0.8184,260.2936,1.5683671181983332,219,,0.18159999999999998,10000,10000
