day,path_index,return,true_variance,forecast_variance,ratio_forecast_over_true,qlike
280,0,-0.003847992513230168,6.681795997588553e-06,2.2288530340284587e-05,3.335709493125572,0.5044716962639568
281,0,0.0016507714842168156,6.2794829594557125e-06,2.1933622228076147e-05,3.492902579669918,0.5370279195176766
282,0,0.0013835369842040014,7.425185808879027e-06,2.074416565695372e-05,2.7937571113907853,0.3853282481668383
283,0,0.0012543458009123107,6.374487382761368e-06,1.9583786891902836e-05,3.0722136096564556,0.4478965472748493
284,0,-0.0033509135586007877,5.88537133328593e-06,1.847565936140593e-05,3.139251257930495,0.4625316146998326
285,0,-0.0006759616166339122,7.56283158143798e-06,1.8122982812445095e-05,2.396322411426651,0.29124135031827914
286,0,0.0007797568124289044,4.907287274668627e-06,1.7081475670267184e-05,3.48083874331988,0.5345603633669356
287,0,0.0003599474244443957,5.645584950789879e-06,1.607686478878523e-05,2.847688048080102,0.39766951344892654
288,0,-0.00121681091475144,6.33786033925894e-06,1.5113818509520962e-05,2.3846878442398998,0.2884103293134912
289,0,-0.0008068742247139298,5.3128172692973535e-06,1.4327160871465146e-05,2.696716289163844,0.36285620295560284
290,0,0.00106543032927706,4.4427334949710974e-06,1.3528167327045801e-05,3.0450098666415304,0.44191030226520334
291,0,0.0022282472445590636,3.0284068687251513e-06,1.2761580461756832e-05,4.213958366541743,0.6757090040932439
292,0,0.0015890210291255016,3.8658667474229865e-06,1.2243099331135175e-05,3.1669739623841173,0.4685353781925199
293,0,-0.0002860002917617148,3.527773905011904e-06,1.1624540863033935e-05,3.2951490588778847,0.4959278127658817
294,0,0.0015167270034017449,3.2928246167837303e-06,1.0941147767954881e-05,3.3227241172175326,0.50174284187367
295,0,-0.0005104867584343911,4.414014887104573e-06,1.0388956058281912e-05,2.3536295921051313,0.2808343352060352
296,0,0.0005736098298020532,5.306771329351676e-06,9.795771001180082e-06,1.8459003400051957,0.1547082039169454
297,0,-0.0015295802194168215,5.894949914399992e-06,9.216471114353444e-06,1.5634519797767488,0.08650649066856775
298,0,-0.0005002917897917557,6.903324200206211e-06,8.842640418936377e-06,1.2809249808479566,0.02826830241595668
299,0,0.0017054910883703002,5.647145249982728e-06,8.341373271510417e-06,1.47709557701494,0.06708197299830876
300,0,8.935209039203446e-05,5.857595168956112e-06,7.977167991628422e-06,1.361850343278339,0.04313939660342103
301,0,0.0002396642313025392,6.831430337555964e-06,7.4992515651040265e-06,1.0977571598551914,0.0042174358106790155
302,0,0.000830356522338754,8.508566323050298e-06,7.049398572535731e-06,0.8285060379018754,0.018860652853433635
303,0,0.0013124017785428018,1.0240585599311425e-05,6.650395837979484e-06,0.6494155801428637,0.10816359752508187
304,0,0.005057302902101961,1.2321321853912802e-05,6.325830387939662e-06,0.5134051738069653,0.28108942526807956
305,0,0.001603006576719341,9.645255893899828e-06,7.362809405353732e-06,0.7633607118718709,0.03997207770096822
306,0,-0.0021412732448150363,6.153057723671418e-06,7.039413878811098e-06,1.1440513310528164,0.008662415783689648
307,0,0.001713554551657115,7.385402928000956e-06,6.94549686485868e-06,0.9404357396027209,0.0019249161250252111
308,0,0.0006449751795793127,1.0221659123503713e-05,6.666506343094334e-06,0.6521941558161874,0.1058727654122038
309,0,0.00017943039507551655,1.0596070407384528e-05,6.278481045483815e-06,0.5925291928136177,0.16432542347935342
310,0,0.0022191391796817853,1.1903615358123287e-05,5.901793802425185e-06,0.4957984297096489,0.3153628769284529
311,0,-0.0005911394182728885,1.269368842685877e-05,5.792686305005802e-06,0.4563438230253839,0.40682144213608296
312,0,-0.005119106958573523,1.3945004131368407e-05,5.482528679403215e-06,0.3931536073962583,0.6099802147719506
313,0,-0.001573140468387125,1.174289451258826e-05,6.850137876785115e-06,0.5833432182705753,0.1752771098969208
314,0,9.112379237756934e-05,1.2166409013300097e-05,6.627433641545918e-06,0.5447321090636463,0.22830359446630855
