sharpe_valid,day,mean_U_theory,mean_U_measured,var_U_theory,var_U_measured,n_paths,model,mean_z,var_z,mean_rel_err,var_rel_err
1.0,63,0.125,0.12766362632367895,0.25,0.2483117525001231,40000,"pure Gaussian binary detector, invalid state, prior odds 1",1.0654505294715788,0.9550050666001828,0.021309010589431576,0.006752989999507575
1.0,252,0.5,0.500172216251857,1.0,1.001871230441302,40000,"pure Gaussian binary detector, invalid state, prior odds 1",0.03444325037140761,0.2646286389214573,0.0003444325037140761,0.0018712304413019964
1.0,504,1.0,0.9900626691428707,2.0,2.005984534606436,40000,"pure Gaussian binary detector, invalid state, prior odds 1",1.4053508071940957,0.4231652105813481,0.009937330857129334,0.00299226730321811
0.6,63,0.045,0.04656272981905817,0.09,0.09088711161704142,40000,"pure Gaussian binary detector, invalid state, prior odds 1",1.041819879372116,1.3939439977718873,0.034727329312403875,0.009856795744904754
0.6,252,0.18,0.18128666686947975,0.36,0.359868173068819,40000,"pure Gaussian binary detector, invalid state, prior odds 1",0.4288889564932526,0.05178586209851634,0.007148149274887544,0.00036618591994713116
0.6,504,0.36,0.36262565658084456,0.72,0.7195078133010006,40000,"pure Gaussian binary detector, invalid state, prior odds 1",0.6188731911274269,0.0966733894689488,0.007293490502346031,0.0006835926374991937
