detector,detector_label,role,statistic,far_target,threshold,first_eligible_day,n_calibration_paths,calibration_far,n_test_valid_paths,n_test_invalid_paths,far_d126,far_d126_lo,far_d126_hi,detect_d126,detect_d126_lo,detect_d126_hi,far_d252,far_d252_lo,far_d252_hi,detect_d252,detect_d252_lo,detect_d252_hi,far_d504,far_d504_lo,far_d504_hi,detect_d504,detect_d504_lo,detect_d504_hi,undetected_at_H,undetected_at_H_lo,undetected_at_H_hi,trunc_mean_detect_days,trunc_mean_detect_days_se,trunc_mean_detect_years,trunc_mean_detect_years_se,median_detect_days,median_detect_note,trunc_mean_valid_days,trunc_mean_valid_days_se,scenario,arm
trailing_sharpe_252,Trailing 12m Sharpe,fixed scale,calibrated here,0.15,-0.9607864307608568,252,5000,0.15,5000,5000,0.0,0.0,0.0007677019450571243,0.0,0.0,0.0007677019450571243,0.0222,0.018468128073239217,0.02666548790545738,0.1694,0.15925751091980492,0.18005009360626686,0.1476,0.13803890413732042,0.1577021721935559,0.558,0.5441952073177637,0.5717157392566098,0.442,0.42828426074339027,0.45580479268223645,402.2872,1.521537603402464,1.5963777777777777,0.00603784763254946,448,,481.2618,0.893022771314381,jump,per_scenario
known_vol_rolling_252,Rolling / fixed sigma_0,fixed scale,calibrated here,0.15,-0.9548894511108283,252,5000,0.15,5000,5000,0.0,0.0,0.0007677019450571243,0.0,0.0,0.0007677019450571243,0.0246,0.02065752018768066,0.02927241082167966,0.1678,0.15769793803341903,0.178412123138877,0.1482,0.13862197376386604,0.15831818132467618,0.5484,0.5345741348374085,0.5621515516143101,0.4516,0.43784844838569004,0.46542586516259155,403.6336,1.5227083760089037,1.601720634920635,0.006042493555590888,453,,480.9862,0.8984930160284889,jump,per_scenario
ewma_gaussian,EWMA Gaussian,forecast scale,calibrated here,0.15,-1.6110822310503081,1,5000,0.15,5000,5000,0.022,0.018286209661005734,0.02644771339846888,0.0834,0.07605243700016218,0.09138721226045943,0.0772,0.07012211422576302,0.0849270545389773,0.2952,0.28271798279053617,0.3079964679261593,0.1484,0.1388163426515406,0.1585235053562236,0.5726,0.5588372513067117,0.586251278370866,0.4274,0.413748721629134,0.4411627486932884,362.6622,2.136683219681442,1.4391357142857142,0.008478901665402548,414,,467.6364,1.3867219182459434,jump,per_scenario
ewma_student_t,EWMA Student-t (nu=5),forecast scale,calibrated here,0.15,-1.745148727924151,1,5000,0.15,5000,5000,0.0228,0.019014392098388816,0.02731830263797371,0.088,0.08046054825312766,0.09617203814959939,0.0712,0.06439638427486137,0.07866199691321961,0.3004,0.2878503360643899,0.3132561305520769,0.1426,0.13318218677190888,0.15256656657841802,0.5868,0.5730898347491438,0.6003768921931942,0.4132,0.3996231078068057,0.4269101652508563,360.5208,2.1386073042315044,1.4306380952380953,0.008486536921553588,406,,468.9832,1.3711425126185761,jump,per_scenario
binary_gaussian,Fixed Gaussian,fixed scale,Gaussian-calibrated,0.05,-1.9602589794329301,1,0,0.05,5000,5000,0.0104,0.007939964636342375,0.013611769108257562,0.0198,0.016291095598378512,0.024046205349654355,0.0262,0.022123116236859242,0.031004358126276898,0.1026,0.09449212557428169,0.11131804393164971,0.0554,0.04939380209328447,0.06208883847626034,0.3418,0.32877889454529247,0.35506400635012364,0.6582,0.6449359936498764,0.6712211054547075,440.3388,1.5609101482821495,1.7473761904761904,0.00619408789000853,,not reached within the 504-day horizon,490.8112,0.8901157520920661,stoch_vol,gaussian_transfer
binary_student_t,Fixed Student-t (nu=5),fixed scale,Gaussian-calibrated,0.05,-2.387299393589915,1,0,0.05,5000,5000,0.002,0.0010867468609438852,0.0036778842763330113,0.0038,0.002434138850885676,0.005927728559389015,0.0078,0.005711256209150136,0.010644469585564097,0.0802,0.07298997275947985,0.0880545897935901,0.0252,0.021206588938665706,0.029922420828360545,0.3376,0.32462147506380656,0.35082787452794806,0.6624,0.6491721254720519,0.6753785249361934,447.6988,1.3878459997477395,1.7765825396825397,0.005507325395824363,,not reached within the 504-day horizon,499.4046,0.4803167294610089,stoch_vol,gaussian_transfer
trailing_sharpe_252,Trailing 12m Sharpe,fixed scale,Gaussian-calibrated,0.05,-1.5187780290418438,252,0,0.05,5000,5000,0.0,0.0,0.0007677019450571243,0.0,0.0,0.0007677019450571243,0.0048,0.003227780878929331,0.007132551127455243,0.066,0.05944585882604755,0.07322050646226204,0.0394,0.03435168327487957,0.045155523756907054,0.316,0.30325893893495093,0.32902357538083016,0.684,0.67097642461917,0.6967410610650492,451.6206,1.2657913321978997,1.7921452380952383,0.005022981476975792,,not reached within the 504-day horizon,497.9532,0.4824317879638608,stoch_vol,gaussian_transfer
known_vol_rolling_252,Rolling / fixed sigma_0,fixed scale,Gaussian-calibrated,0.05,-1.5212128432379501,252,0,0.05,5000,5000,0.0,0.0,0.0007677019450571243,0.0,0.0,0.0007677019450571243,0.0098,0.007421083157823486,0.012931571829110523,0.0588,0.052611741775343814,0.06566567842097461,0.0558,0.049772048527119625,0.06250997788086914,0.265,0.2529508680972673,0.27740995181690964,0.735,0.7225900481830904,0.7470491319027327,459.4674,1.2049372772955627,1.8232833333333334,0.004781497132125248,,not reached within the 504-day horizon,495.2432,0.5807811568072956,stoch_vol,gaussian_transfer
ewma_gaussian,EWMA Gaussian,forecast scale,Gaussian-calibrated,0.05,-2.1652822221606454,1,0,0.05,5000,5000,0.011,0.008461172335733187,0.014289640166532683,0.0812,0.07394662267077708,0.08909640447840277,0.0386,0.03360492613069616,0.04430350922420257,0.3128,0.30009681083913897,0.3257906167690905,0.0764,0.06935789665313093,0.08409250043472145,0.6126,0.5990154291136075,0.6260116844083657,0.3874,0.3739883155916344,0.40098457088639256,355.6564,2.117727815850848,1.4113349206349206,0.008403681808931937,388,,485.751,1.0134466807064528,stoch_vol,gaussian_transfer
ewma_student_t,EWMA Student-t (nu=5),forecast scale,Gaussian-calibrated,0.05,-2.5468626259433758,1,0,0.05,5000,5000,0.0078,0.005711256209150136,0.010644469585564097,0.0764,0.06935789665313093,0.08409250043472145,0.0312,0.0267293173446752,0.03639047999901036,0.2892,0.2767984888316569,0.3019251743083793,0.06,0.05374897325570842,0.06692660445594185,0.5926,0.5789146653192063,0.6061431562805693,0.4074,0.39385684371943086,0.4210853346807938,364.3146,2.0937586227648306,1.4456928571428571,0.008308565963352502,412,,489.7216,0.8983463385113691,stoch_vol,gaussian_transfer
binary_gaussian,Fixed Gaussian,fixed scale,Gaussian-calibrated,0.15,-1.3197624794941698,1,0,0.15,5000,5000,0.0424,0.03715721151196373,0.04834538930815256,0.089,0.08141969987165351,0.09721135112718343,0.0888,0.08122784547465063,0.09700351260496436,0.2862,0.2738397411672365,0.29888852818447004,0.1468,0.13726156477427967,0.15688073987970877,0.57,0.5562288764692809,0.583663645258411,0.43,0.41633635474158903,0.443771123530719,365.7948,2.1551410221043614,1.4515666666666667,0.008552146913112546,431,,463.0396,1.5669996758023892,stoch_vol,gaussian_transfer
binary_student_t,Fixed Student-t (nu=5),fixed scale,Gaussian-calibrated,0.15,-1.5973386285518323,1,0,0.15,5000,5000,0.0156,0.01251823713404905,0.01942551251032229,0.072,0.0651590063175528,0.07949814654741609,0.0544,0.04844859105944088,0.06103558491399404,0.2908,0.2783767612098144,0.30354444528399754,0.0966,0.08871871668658597,0.10510066524268614,0.5898,0.576102433884852,0.6033596868458156,0.4102,0.39664031315418435,0.42389756611514806,364.4602,2.0780058192480997,1.446270634920635,0.00824605483828611,408,,479.503,1.1878669806812372,stoch_vol,gaussian_transfer
trailing_sharpe_252,Trailing 12m Sharpe,fixed scale,Gaussian-calibrated,0.15,-0.9618405333857858,252,0,0.15,5000,5000,0.0,0.0,0.0007677019450571243,0.0,0.0,0.0007677019450571243,0.024,0.020109114739861697,0.02862173751183269,0.1694,0.15925751091980492,0.18005009360626686,0.1342,0.12503209909447566,0.14392955164852822,0.5776,0.5638544437767627,0.5912264088813644,0.4224,0.40877359111863565,0.43614555622323736,399.1406,1.5244545511965033,1.58389126984127,0.006049422822208346,437,,482.7966,0.8771237739971377,stoch_vol,gaussian_transfer
known_vol_rolling_252,Rolling / fixed sigma_0,fixed scale,Gaussian-calibrated,0.15,-0.955738645532081,252,0,0.15,5000,5000,0.0,0.0,0.0007677019450571243,0.0,0.0,0.0007677019450571243,0.0282,0.023961128241689122,0.03316327531366678,0.155,0.1452339094802774,0.16529580486181208,0.137,0.1277474728981889,0.14680987871392262,0.5166,0.5027411700320592,0.5304333422633647,0.4834,0.46956665773663525,0.49725882996794074,410.9094,1.5107320280513403,1.6305928571428572,0.005994968365283096,489,,482.141,0.8925038579341187,stoch_vol,gaussian_transfer
ewma_gaussian,EWMA Gaussian,forecast scale,Gaussian-calibrated,0.15,-1.4535707722600968,1,0,0.15,5000,5000,0.0556,0.049582913854809285,0.06229941963395749,0.235,0.22345375993809138,0.24695312209278894,0.119,0.11031637850955725,0.12826861037257628,0.5162,0.5023411136749364,0.5300340127820437,0.1814,0.17096474960085867,0.19232443007853178,0.7628,0.7508107229188387,0.7743857729388394,0.2372,0.22561422706116063,0.24918927708116145,280.8786,2.3029916731367717,1.114597619047619,0.00913885584578084,243,,451.5492,1.7356531030741258,stoch_vol,gaussian_transfer
ewma_student_t,EWMA Student-t (nu=5),forecast scale,Gaussian-calibrated,0.15,-1.706496621992804,1,0,0.15,5000,5000,0.046,0.04053378733537788,0.052163286030734,0.2232,0.21187340675394398,0.23495159304283972,0.1026,0.09449212557428169,0.11131804393164971,0.498,0.4841479287321976,0.5118551420755828,0.1588,0.14893177684223954,0.16919210296506745,0.7564,0.7443080038491816,0.7680983185933932,0.2436,0.23190168140660686,0.2556919961508185,284.8404,2.304278743050227,1.1303190476190477,0.00914396326607233,254,,458.3102,1.638533073611474,stoch_vol,gaussian_transfer
binary_gaussian,Fixed Gaussian,fixed scale,calibrated here,0.05,-2.036818299530035,1,5000,0.05,5000,5000,0.009,0.00673322861097761,0.01202065469906849,0.0164,0.01323266415044011,0.020309857170819144,0.0226,0.018832220387268353,0.02710078142987219,0.0902,0.08257107622794864,0.09845813228622018,0.0494,0.04373172063796704,0.055760132354918446,0.318,0.30523562747331767,0.33104381603468325,0.682,0.668956183965317,0.6947643725266824,446.4158,1.4953524125902788,1.7714912698412697,0.00593393814519952,,not reached within the 504-day horizon,492.4992,0.8292284629948299,stoch_vol,per_scenario
binary_student_t,Fixed Student-t (nu=5),fixed scale,calibrated here,0.05,-2.002071371838771,1,5000,0.05,5000,5000,0.0052,0.003551168641804525,0.0076085492030240065,0.0196,0.016110299881331586,0.023827308147479305,0.0218,0.018104377913406702,0.026229852226845936,0.1608,0.15087884811343222,0.17124196088609456,0.0516,0.045805193052696626,0.05808328205163061,0.4578,0.44402807228309166,0.47163672176107124,0.5422,0.5283632782389289,0.5559719277169084,414.2524,1.734684906602072,1.6438587301587302,0.006883670264293936,,not reached within the 504-day horizon,492.6924,0.7814707260973691,stoch_vol,per_scenario
trailing_sharpe_252,Trailing 12m Sharpe,fixed scale,calibrated here,0.05,-1.4786079943615238,252,5000,0.05,5000,5000,0.0,0.0,0.0007677019450571243,0.0,0.0,0.0007677019450571243,0.006,0.004206136160498105,0.008552353361218335,0.0724,0.0655404134654297,0.07991612523798315,0.0438,0.03846909782873126,0.04983135342593886,0.3368,0.3238297162042462,0.35002086171062047,0.6632,0.6499791382893795,0.6761702837957538,447.7936,1.2981403442920552,1.7769587301587302,0.005151350572587521,,not reached within the 504-day horizon,497.4064,0.5044295963279021,stoch_vol,per_scenario
known_vol_rolling_252,Rolling / fixed sigma_0,fixed scale,calibrated here,0.05,-1.612613530860908,252,5000,0.05,5000,5000,0.0,0.0,0.0007677019450571243,0.0,0.0,0.0007677019450571243,0.0086,0.0063911756315949385,0.011563321840007208,0.0494,0.04373172063796704,0.055760132354918446,0.049,0.04335507170094735,0.055337395453494184,0.232,0.22050837722073155,0.24390311102181914,0.768,0.756096888978181,0.7794916227792685,465.4776,1.1362399869347946,1.8471333333333333,0.004508888837042835,,not reached within the 504-day horizon,496.2808,0.5493616931730726,stoch_vol,per_scenario
ewma_gaussian,EWMA Gaussian,forecast scale,calibrated here,0.05,-2.577890574521266,1,5000,0.05,5000,5000,0.0042,0.002748774410314672,0.006412478838403972,0.0472,0.041661525804974855,0.053433705076468885,0.021,0.017377941132514303,0.02535751733085043,0.2266,0.21520878231829602,0.23841099710526129,0.0466,0.04109752422905179,0.05279862789472603,0.5238,0.5099437027139967,0.5376197546734186,0.4762,0.4623802453265814,0.4900562972860034,388.2862,1.9544033965482375,1.540818253968254,0.007755569033921577,476,,493.7884,0.7474349583016427,stoch_vol,per_scenario
ewma_student_t,EWMA Student-t (nu=5),forecast scale,calibrated here,0.05,-2.804030214875305,1,5000,0.05,5000,5000,0.0048,0.003227780878929331,0.007132551127455243,0.056,0.0499612059948101,0.06272051333240064,0.0222,0.018468128073239217,0.02666548790545738,0.2396,0.22797159635998812,0.2516282228129977,0.0474,0.04184958432057469,0.05364533948009102,0.54,0.5261599434169919,0.5537786404274037,0.46,0.44622135957259645,0.4738400565830082,383.2256,1.9978161664214658,1.5207365079365078,0.007927841930243911,464,,493.5562,0.76065680044657,stoch_vol,per_scenario
gaussian_oracle_vol,Gaussian oracle (true current var),ideal-information control,calibrated here,0.05,-2.4552066740541223,1,5000,0.05,5000,5000,0.0076,0.0055422231900968295,0.010413809685395427,0.1076,0.0993101339918606,0.11649235849462024,0.021,0.017377941132514303,0.02535751733085043,0.311,0.29831842588011226,0.3239717654551194,0.0458,0.04034593470149568,0.05195144574539422,0.6292,0.6157172277332972,0.6424843980841,0.3708,0.35751560191590004,0.3842827722667028,350.9678,2.1781135572705277,1.392729365079365,0.008643307766946539,382,,493.4466,0.7879545698635383,stoch_vol,per_scenario
binary_gaussian,Fixed Gaussian,fixed scale,calibrated here,0.15,-1.2984869331878868,1,5000,0.15,5000,5000,0.0454,0.039970320043562504,0.051527674564883455,0.0934,0.08564346098790364,0.10178083423381683,0.093,0.08525925317287317,0.10136565621040333,0.2952,0.28271798279053617,0.3079964679261593,0.1516,0.14192707512979888,0.161807859585517,0.5784,0.5646573276426834,0.5920222966923316,0.4216,0.40797770330766836,0.4353426723573166,361.979,2.1735444073812182,1.436424603174603,0.00862517621976674,420,,461.3572,1.599619579209894,stoch_vol,per_scenario
binary_student_t,Fixed Student-t (nu=5),fixed scale,calibrated here,0.15,-1.3482801666591744,1,5000,0.15,5000,5000,0.0364,0.03155457545035066,0.04195723779310631,0.1344,0.12522600941058246,0.14413533425164335,0.0888,0.08122784547465063,0.09700351260496436,0.3952,0.3817342284520588,0.40882668187562526,0.137,0.1277474728981889,0.14680987871392262,0.6714,0.65825345205227,0.6842833797209644,0.3286,0.31571662027903563,0.34174654794773,325.9684,2.240650919620618,1.2935253968253968,0.00889147190325642,321,,465.55,1.5116890357306128,stoch_vol,per_scenario
trailing_sharpe_252,Trailing 12m Sharpe,fixed scale,calibrated here,0.15,-0.8744806884162497,252,5000,0.15,5000,5000,0.0,0.0,0.0007677019450571243,0.0,0.0,0.0007677019450571243,0.029,0.024698062696600596,0.03402511253564323,0.1946,0.1838627862730449,0.20580612607499602,0.1516,0.14192707512979888,0.161807859585517,0.6194,0.6058551117490107,0.6327615610265096,0.3806,0.36723843897349046,0.3941448882509893,390.1882,1.534142260237599,1.548365873015873,0.006087866112053964,404,,479.8288,0.930150855633024,stoch_vol,per_scenario
known_vol_rolling_252,Rolling / fixed sigma_0,fixed scale,calibrated here,0.15,-0.8925189608231203,252,5000,0.15,5000,5000,0.0,0.0,0.0007677019450571243,0.0,0.0,0.0007677019450571243,0.0326,0.028025269888894675,0.03789237788934472,0.172,0.1617925306135036,0.1827110818624539,0.15,0.1403715144980469,0.1601658768634931,0.5458,0.5319693196798916,0.5595603588219411,0.4542,0.4404396411780589,0.4680306803201084,404.3446,1.526802579049131,1.6045420634920635,0.006058740393052107,459,,479.997,0.9307972254443923,stoch_vol,per_scenario
ewma_gaussian,EWMA Gaussian,forecast scale,calibrated here,0.15,-1.608609816943812,1,5000,0.15,5000,5000,0.0378,0.032858784642278795,0.04345087903573202,0.1896,0.17897479613190218,0.20070179323558932,0.0926,0.08487509046113609,0.10095043308369647,0.4636,0.449810958688873,0.47744493001272725,0.1504,0.1407603684068508,0.16057640879313317,0.7348,0.7223872552019851,0.7468522319646161,0.2652,0.25314776803538386,0.277612744798015,298.4334,2.27496342929044,1.184259523809524,0.009027632655914445,273,,462.4814,1.5445796956114692,stoch_vol,per_scenario
ewma_student_t,EWMA Student-t (nu=5),forecast scale,calibrated here,0.15,-1.7911419438991594,1,5000,0.15,5000,5000,0.038,0.03304526128739777,0.04366409530983501,0.2016,0.190710637295328,0.21294752722548216,0.0912,0.0835308799658389,0.09949679314443981,0.4728,0.45898766257271223,0.48665410041309903,0.1444,0.13493014833825648,0.15441584128506822,0.7396,0.7272551801669267,0.7515769370610021,0.2604,0.248423062938998,0.27274481983307347,294.3186,2.297666536534538,1.1679309523809525,0.009117724351327532,271,,463.254,1.5473208901800033,stoch_vol,per_scenario
gaussian_oracle_vol,Gaussian oracle (true current var),ideal-information control,calibrated here,0.15,-1.588741650593456,1,5000,0.15,5000,5000,0.0502,0.04448534215006972,0.05660528251970369,0.2524,0.2405527632577092,0.2646274027454832,0.1006,0.09256663145562494,0.10924660885808668,0.5298,0.5159480133419003,0.5436062316221744,0.1474,0.13784455997511877,0.15749682343653557,0.7856,0.7740073482445888,0.7967541404043945,0.2144,0.20324585959560554,0.22599265175541117,269.7392,2.3431301902561237,1.0703936507936507,0.009298135675619539,235,,459.3276,1.6679448143235214,stoch_vol,per_scenario
binary_gaussian,Fixed Gaussian,fixed scale,Gaussian-calibrated,0.05,-1.9602589794329301,1,0,0.05,5000,5000,0.002,0.0010867468609438852,0.0036778842763330113,0.0152,0.012161871202107252,0.01898249260382014,0.0136,0.010742591831619502,0.017204228620532072,0.1126,0.10413395055837733,0.12166086490865295,0.0474,0.04184958432057469,0.05364533948009102,0.362,0.3487899151456328,0.375421970591203,0.638,0.6245780294087969,0.6512100848543673,436.0236,1.5859446814799507,1.7302523809523809,0.00629343127571409,,not reached within the 504-day horizon,495.359,0.6474334080070017,student_t,gaussian_transfer
binary_student_t,Fixed Student-t (nu=5),fixed scale,Gaussian-calibrated,0.05,-2.387299393589915,1,0,0.05,5000,5000,0.0002,3.530578343936526e-05,0.0011320890808397363,0.0074,0.005373597756871216,0.010182742199399067,0.0066,0.0047035107132362645,0.009254057566146109,0.0848,0.07739332746358839,0.09284417223158704,0.0288,0.024513740513153515,0.03380974179986833,0.3392,0.3262051183599577,0.3524417745855728,0.6608,0.6475582254144273,0.6737948816400424,445.9,1.4287216695780267,1.7694444444444444,0.005669530434833439,,not reached within the 504-day horizon,499.1978,0.4631137116238071,student_t,gaussian_transfer
trailing_sharpe_252,Trailing 12m Sharpe,fixed scale,Gaussian-calibrated,0.05,-1.5187780290418438,252,0,0.05,5000,5000,0.0,0.0,0.0007677019450571243,0.0,0.0,0.0007677019450571243,0.0066,0.0047035107132362645,0.009254057566146109,0.0672,0.060587252460472134,0.07447727034316931,0.0496,0.04392008579235035,0.05597146011975712,0.2988,0.286270942228864,0.31163798103382706,0.7012,0.688362018966173,0.7137290577711362,453.5278,1.2614615739262527,1.799713492063492,0.005005799896532749,,not reached within the 504-day horizon,496.947,0.510202253491587,student_t,gaussian_transfer
known_vol_rolling_252,Rolling / fixed sigma_0,fixed scale,Gaussian-calibrated,0.05,-1.5212128432379501,252,0,0.05,5000,5000,0.0,0.0,0.0007677019450571243,0.0,0.0,0.0007677019450571243,0.007,0.005037635094103144,0.009719319023723182,0.0648,0.058305114190252964,0.07196309358272475,0.0498,0.04410847786419272,0.05618276096713672,0.2944,0.281928564232457,0.30718711480735056,0.7056,0.6928128851926494,0.7180714357675431,454.8836,1.2444827349800929,1.8050936507936508,0.004938423551508305,,not reached within the 504-day horizon,496.8218,0.5160203720366778,student_t,gaussian_transfer
ewma_gaussian,EWMA Gaussian,forecast scale,Gaussian-calibrated,0.05,-2.1652822221606454,1,0,0.05,5000,5000,0.0028,0.0016686770757911354,0.00469472573837367,0.0238,0.01992646446433773,0.028404694868134687,0.0202,0.01665298861444311,0.02448369817203371,0.1504,0.1407603684068508,0.16057640879313317,0.0682,0.06153889799219846,0.07552408940755286,0.404,0.39047753166422966,0.41766986710922144,0.596,0.5823301328907786,0.6095224683357703,422.3038,1.7305673733775173,1.6758087301587303,0.00686733084673618,,not reached within the 504-day horizon,491.287,0.7750018398496574,student_t,gaussian_transfer
ewma_student_t,EWMA Student-t (nu=5),forecast scale,Gaussian-calibrated,0.05,-2.5468626259433758,1,0,0.05,5000,5000,0.0008,0.00031114697610156274,0.00205532664584347,0.0124,0.009685385642423546,0.015863277294396162,0.0088,0.006562037439973316,0.011792152950850806,0.1048,0.09661131057076798,0.11359548104660518,0.0382,0.033231777279803,0.04387727223665177,0.3632,0.3499794988461716,0.37663054440599614,0.6368,0.6233694555940039,0.6500205011538285,438.1326,1.536127696875563,1.7386214285714288,0.006095744828871282,,not reached within the 504-day horizon,497.4756,0.5401079746243805,student_t,gaussian_transfer
binary_gaussian,Fixed Gaussian,fixed scale,Gaussian-calibrated,0.15,-1.3197624794941698,1,0,0.15,5000,5000,0.0224,0.018650132017796136,0.02688317688012243,0.1026,0.09449212557428169,0.11131804393164971,0.0712,0.06439638427486137,0.07866199691321961,0.3114,0.2987136030406166,0.324375974133059,0.141,0.131628882757097,0.15092232723945403,0.5874,0.5736923127827801,0.600973492917224,0.4126,0.3990265070827761,0.42630768721722,356.7742,2.1902756777129393,1.415770634920635,0.00869157014965452,405,,469.734,1.359813041230823,student_t,gaussian_transfer
binary_student_t,Fixed Student-t (nu=5),fixed scale,Gaussian-calibrated,0.15,-1.5973386285518323,1,0,0.15,5000,5000,0.014,0.011096433554600585,0.017649772735994947,0.0848,0.07739332746358839,0.09284417223158704,0.0542,0.04825961924472352,0.06082486380948941,0.295,0.2825206237716868,0.30779413402578665,0.1118,0.10336176390622993,0.12083427988391242,0.5808,0.5670662000681206,0.5944097392975582,0.4192,0.4055902607024418,0.4329337999318796,363.3452,2.1319437150621114,1.4418460317460318,0.008460094107389331,418,,477.444,1.1936043528197333,student_t,gaussian_transfer
trailing_sharpe_252,Trailing 12m Sharpe,fixed scale,Gaussian-calibrated,0.15,-0.9618405333857858,252,0,0.15,5000,5000,0.0,0.0,0.0007677019450571243,0.0,0.0,0.0007677019450571243,0.0234,0.01956139679590935,0.027970376698119106,0.171,0.16081741923937043,0.18168772864047722,0.1542,0.14445567740468332,0.16447526526051823,0.543,0.529164558048338,0.5567694195843873,0.457,0.4432305804156128,0.47083544195166227,405.8576,1.5224593265267174,1.6105460317460316,0.00604150526399491,466,,480.2822,0.9018090954081757,student_t,gaussian_transfer
known_vol_rolling_252,Rolling / fixed sigma_0,fixed scale,Gaussian-calibrated,0.15,-0.955738645532081,252,0,0.15,5000,5000,0.0,0.0,0.0007677019450571243,0.0,0.0,0.0007677019450571243,0.022,0.018286209661005734,0.02644771339846888,0.1684,0.15828273831653666,0.17902640161342526,0.1562,0.14640143245551734,0.16652643940190398,0.5408,0.5269611247558135,0.5545762307654698,0.4592,0.4454237692345302,0.47303887524418653,405.8694,1.523557335356574,1.6105928571428572,0.006045862441891166,468,,480.103,0.9034066343067124,student_t,gaussian_transfer
ewma_gaussian,EWMA Gaussian,forecast scale,Gaussian-calibrated,0.15,-1.4535707722600968,1,0,0.15,5000,5000,0.0332,0.028581422740299713,0.03853530379560562,0.1358,0.1265835760000674,0.14557561809671224,0.099,0.09102696588909821,0.10758873107083762,0.3594,0.3462127920854697,0.3728030857014805,0.1824,0.17194115777088842,0.19334648650461195,0.617,0.6034407883081395,0.630379569436717,0.383,0.3696204305632829,0.39655921169186054,341.0414,2.271746100090557,1.3533388888888889,0.00901486547654983,367,,457.7938,1.5649204361584332,student_t,gaussian_transfer
ewma_student_t,EWMA Student-t (nu=5),forecast scale,Gaussian-calibrated,0.15,-1.706496621992804,1,0,0.15,5000,5000,0.0148,0.011806099315891449,0.01853887865159199,0.0996,0.09160426345312381,0.10821051226447792,0.0634,0.0569750881353032,0.07049526920312069,0.3092,0.29654026696771063,0.32215268809452324,0.1278,0.11883072909474562,0.13734074823315495,0.5882,0.5744956493147979,0.6017689280620939,0.4118,0.3982310719379061,0.4255043506852021,358.4732,2.1737240836017633,1.4225126984126986,0.008625889220641917,411,,473.775,1.2649041352981256,student_t,gaussian_transfer
binary_gaussian,Fixed Gaussian,fixed scale,calibrated here,0.05,-1.9987012158704056,1,5000,0.05,5000,5000,0.0014,0.0006783326019524562,0.0028872197776585087,0.0116,0.008984523450010988,0.014965367809920811,0.0124,0.009685385642423546,0.015863277294396162,0.1042,0.09603323425328443,0.1129744786064228,0.0444,0.03903182088142633,0.05046770913090974,0.3502,0.33709715588633016,0.363532847616409,0.6498,0.6364671523835911,0.6629028441136698,439.926,1.5365598419943187,1.7457380952380952,0.006097459690453646,,not reached within the 504-day horizon,496.0184,0.6163060107672013,student_t,per_scenario
binary_student_t,Fixed Student-t (nu=5),fixed scale,calibrated here,0.05,-2.117428151549289,1,5000,0.05,5000,5000,0.0016,0.0008109751397282834,0.0031542701591046594,0.0186,0.015207890540775303,0.0227312528919257,0.0146,0.01162844344183671,0.018316841606424748,0.1396,0.13027008595729586,0.14948327360470134,0.0488,0.043166788231898734,0.05512598600332083,0.4192,0.4055902607024418,0.4329337999318796,0.5808,0.5670662000681206,0.5944097392975582,422.8562,1.6894966303857542,1.6780007936507937,0.006704351707879977,,not reached within the 504-day horizon,495.1864,0.6491491430557279,student_t,per_scenario
trailing_sharpe_252,Trailing 12m Sharpe,fixed scale,calibrated here,0.05,-1.5314758399637414,252,5000,0.05,5000,5000,0.0,0.0,0.0007677019450571243,0.0,0.0,0.0007677019450571243,0.0066,0.0047035107132362645,0.009254057566146109,0.0652,0.05868528927131244,0.07238230434010924,0.048,0.042413931418707994,0.05428007113962365,0.2932,0.2807445241379658,0.30597299738650996,0.7068,0.6940270026134902,0.7192554758620343,454.6768,1.2500669589395468,1.804273015873016,0.004960583170395027,,not reached within the 504-day horizon,497.1552,0.5024713306046584,student_t,per_scenario
known_vol_rolling_252,Rolling / fixed sigma_0,fixed scale,calibrated here,0.05,-1.5326197085615674,252,5000,0.05,5000,5000,0.0,0.0,0.0007677019450571243,0.0,0.0,0.0007677019450571243,0.007,0.005037635094103144,0.009719319023723182,0.0636,0.05716503532950287,0.07070501492814299,0.0476,0.04203767154178206,0.053856945178105645,0.2894,0.27699576250350555,0.3021275935557526,0.7106,0.6978724064442475,0.7230042374964946,455.6742,1.2379300242828768,1.8082309523809523,0.004912420731281257,,not reached within the 504-day horizon,497.1144,0.5055951224186827,student_t,per_scenario
ewma_gaussian,EWMA Gaussian,forecast scale,calibrated here,0.05,-2.4302198542672406,1,5000,0.05,5000,5000,0.001,0.00042721349110879964,0.002338953050058211,0.0096,0.007248675096817013,0.012704286970895016,0.0098,0.007421083157823486,0.012931571829110523,0.0954,0.08756516763547541,0.10385605677846481,0.0454,0.039970320043562504,0.051527674564883455,0.3318,0.31888217685826237,0.3449760780760549,0.6682,0.6550239219239452,0.6811178231417377,443.1884,1.490165406817624,1.758684126984127,0.005913354788958825,,not reached within the 504-day horizon,496.4016,0.5837548607382101,student_t,per_scenario
