scenario,method,arm,far_target,threshold,first_eligible_day,far_alarms,far_lo,far_hi,in_stage2c_coverage,far_d63,detect_d63,detect_d63_lo,detect_d63_hi,far_d126,detect_d126,detect_d126_lo,detect_d126_hi,far_d252,detect_d252,detect_d252_lo,detect_d252_hi,far_d504,detect_d504,detect_d504_lo,detect_d504_hi,trunc_mean_detect_days,trunc_mean_detect_se,median_detect_days,median_detect_note,undetected_at_H,n_test_valid,n_test_invalid
gaussian_ctrl,ewma_gaussian,diagnostic,0.15,-1.5308351519920633,1,1390,0.1323580808483827,0.14591916597524585,True,0.0016,0.0068,0.005367876155841787,0.008610899836993606,0.0224,0.0782,0.07309825843498588,0.08362568259051689,0.0731,0.2802,0.27148355220885045,0.2890852534748989,0.139,0.5484,0.5386294711408608,0.5581333578168577,370.6898,1.5016326939936968,445,,0.4516,10000,10000
gaussian_ctrl,ewma_student_t,diagnostic,0.15,-1.7872861324693337,1,1390,0.1323580808483827,0.14591916597524585,True,0.0021,0.0064,0.005015442801028862,0.008163640390503074,0.02,0.0733,0.0683539844864231,0.0785737197231123,0.0726,0.2666,0.258024228571699,0.2753550218677328,0.139,0.5298,0.5200080293729129,0.5395690843241948,376.2644,1.482365687024294,467,,0.47019999999999995,10000,10000
gaussian_ctrl,binary_gaussian,transfer,0.05,-2.2248819931017287,1,290,0.02588757891009469,0.03247414755508266,True,0.0,0.0,0.0,0.00038399837067659573,0.0008,0.0044,0.0032794410394017762,0.0059011781456128655,0.0079,0.0694,0.06458264430323601,0.07454805509359066,0.029,0.2898,0.2809902997942909,0.29877113312074144,455.4128,0.9364535728723634,,not reached within 504d,0.7101999999999999,10000,10000
gaussian_ctrl,binary_student_t,transfer,0.05,-2.52088337439814,1,393,0.03566516949826361,0.043288646600477806,True,0.0,0.0,0.0,0.00038399837067659573,0.001,0.0056,0.004315267073552004,0.007264430515373014,0.0108,0.0841,0.07881876556228841,0.08970064428244036,0.0393,0.315,0.30596816679648997,0.3241739126006603,449.0185,1.0003737054371495,,not reached within 504d,0.685,10000,10000
gaussian_ctrl,trailing_sharpe_252,transfer,0.05,-1.6112741416431058,252,359,0.03242822725070218,0.039728200036959836,True,0.0,0.0,0.0,0.00038399837067659573,0.0,0.0,0.0,0.00038399837067659573,0.004,0.0557,0.05137322611668911,0.0603679948354941,0.0359,0.2652,0.2566392962441319,0.2739410293907378,460.15,0.8401083193248475,,not reached within 504d,0.7348,10000,10000
gaussian_ctrl,known_vol_rolling_252,transfer,0.05,-1.7610918106628506,252,248,0.021929562215162172,0.02803538983632886,True,0.0,0.0,0.0,0.00038399837067659573,0.0,0.0,0.0,0.00038399837067659573,0.003,0.0411,0.03738202482749099,0.04517040887711597,0.0248,0.2101,0.20222758828178897,0.2181950539735293,469.4843,0.7625572140511623,,not reached within 504d,0.7899,10000,10000
gaussian_ctrl,ewma_gaussian,transfer,0.05,-2.716929175661829,1,172,0.014830880567997445,0.01993990825872787,True,0.0,0.0,0.0,0.00038399837067659573,0.0001,0.0007,0.0003391263316879597,0.0014443344412696886,0.0033,0.0341,0.030718029353498766,0.03783978032829767,0.0172,0.2159,0.2079457257436349,0.22407246213058352,472.6015,0.7369520334492337,,not reached within 504d,0.7841,10000,10000
gaussian_ctrl,ewma_student_t,transfer,0.05,-2.9295472492107932,1,248,0.021929562215162172,0.02803538983632886,True,0.0,0.0,0.0,0.00038399837067659573,0.0004,0.0018,0.0011389279915130562,0.0028436879850291027,0.0062,0.0497,0.04561074273117131,0.05413508620146002,0.0248,0.2424,0.23410081666426108,0.2508970192963115,466.0203,0.8255374491802294,,not reached within 504d,0.7576,10000,10000
gaussian_ctrl,binary_gaussian,transfer,0.15,-1.401444376765194,1,1347,0.1281487160047896,0.14153183320482665,True,0.0029,0.0079,0.006343878268779697,0.00983405292764021,0.0216,0.0811,0.07590898762851074,0.08661272620644213,0.0682,0.2846,0.2758402022760963,0.2935252242219911,0.1347,0.5522,0.5424355384046319,0.5619243721654695,369.2087,1.5063551457121596,440,,0.4478,10000,10000
gaussian_ctrl,binary_student_t,transfer,0.15,-1.7093797208677135,1,1359,0.12932319758077757,0.1427564300327491,True,0.002,0.0064,0.005015442801028862,0.008163640390503074,0.0189,0.0746,0.0696120472226823,0.07991465859108934,0.0699,0.2697,0.26109125865985083,0.2784856109896827,0.1359,0.534,0.5242116762324504,0.5437622118783437,375.4046,1.4881011841932792,465,,0.46599999999999997,10000,10000
gaussian_ctrl,trailing_sharpe_252,transfer,0.15,-1.0216678503228327,252,1360,0.12942107897738253,0.14285847183647005,True,0.0,0.0,0.0,0.00038399837067659573,0.0,0.0,0.0,0.00038399837067659573,0.0206,0.1531,0.14617579285404272,0.1602906252155327,0.136,0.5168,0.507001140819807,0.5265859568349385,411.4009,1.0638468662991367,489,,0.48319999999999996,10000,10000
gaussian_ctrl,known_vol_rolling_252,transfer,0.15,-1.0138173399256876,252,1370,0.13039995958322761,0.1438788232338836,True,0.0,0.0,0.0,0.00038399837067659573,0.0,0.0,0.0,0.00038399837067659573,0.0209,0.1532,0.1462738681987124,0.16039247307118887,0.137,0.5199,0.5101021805041154,0.5296825363607317,410.8638,1.0654226567422667,487,,0.48009999999999997,10000,10000
gaussian_ctrl,ewma_gaussian,transfer,0.15,-1.7486128807272068,1,980,0.09232618158514345,0.10398255310488054,True,0.0004,0.0014,0.000834162028874972,0.002348761146363729,0.0087,0.0398,0.03614186338857826,0.04381156871179247,0.0423,0.208,0.20015782502977134,0.21606643001870376,0.098,0.4815,0.4717158721937645,0.49129833574595044,397.9168,1.3613708608744657,,not reached within 504d,0.5185,10000,10000
