detector,day,bin_low,bin_high,n,mean_predicted_q,observed_invalid_frac,gap,scenario,sharpe_valid
ewma_trunc_student_t,126,0.8,0.9,1633,0.8478115369883742,0.8083282302510717,0.03948330673730249,sv_jump,1.0
ewma_trunc_student_t,126,0.9,1.0,1037,0.9452452617724191,0.9373191899710704,0.007926071801348633,sv_jump,1.0
ewma_trunc_student_t,252,0.0,0.1,2988,0.04335998414255075,0.06091030789825971,-0.017550323755708953,sv_jump,1.0
ewma_trunc_student_t,252,0.1,0.2,2001,0.14874231009785235,0.18190904547726136,-0.03316673537940901,sv_jump,1.0
ewma_trunc_student_t,252,0.2,0.30000000000000004,1762,0.24960841735158007,0.26503972758229283,-0.015431310230712758,sv_jump,1.0
ewma_trunc_student_t,252,0.30000000000000004,0.4,1621,0.3484982777263493,0.3621221468229488,-0.013623869096599517,sv_jump,1.0
ewma_trunc_student_t,252,0.4,0.5,1613,0.44958396890302366,0.47055176689398637,-0.02096779799096271,sv_jump,1.0
ewma_trunc_student_t,252,0.5,0.6000000000000001,1631,0.5512458910176621,0.5499693439607602,0.0012765470569018333,sv_jump,1.0
ewma_trunc_student_t,252,0.6000000000000001,0.7000000000000001,1639,0.6503740422402653,0.6241610738255033,0.02621296841476195,sv_jump,1.0
ewma_trunc_student_t,252,0.7000000000000001,0.8,1774,0.7514000083778292,0.7198421645997746,0.031557843778054595,sv_jump,1.0
ewma_trunc_student_t,252,0.8,0.9,1915,0.8516566932215297,0.8255874673629243,0.026069225858605383,sv_jump,1.0
ewma_trunc_student_t,252,0.9,1.0,3056,0.9568653762212945,0.9368455497382199,0.020019826483074654,sv_jump,1.0
ewma_trunc_student_t,504,0.0,0.1,5711,0.027577730979136156,0.03834704955349326,-0.010769318574357103,sv_jump,1.0
ewma_trunc_student_t,504,0.1,0.2,1545,0.14578500747451514,0.1831715210355987,-0.03738651356108355,sv_jump,1.0
ewma_trunc_student_t,504,0.2,0.30000000000000004,1039,0.24835419573122533,0.28392685274302215,-0.03557265701179682,sv_jump,1.0
ewma_trunc_student_t,504,0.30000000000000004,0.4,925,0.35011493018254997,0.3643243243243243,-0.014209394141774356,sv_jump,1.0
ewma_trunc_student_t,504,0.4,0.5,787,0.44997801887803635,0.44218551461245237,0.007792504265583977,sv_jump,1.0
ewma_trunc_student_t,504,0.5,0.6000000000000001,825,0.5505108045472407,0.5636363636363636,-0.01312555908912294,sv_jump,1.0
