detector,day,bin_low,bin_high,n,mean_predicted_q,observed_invalid_frac,gap,scenario,brier
ewma_student_t,504,0.4,0.5,849,0.44776356279804996,0.4534746760895171,-0.005711113291467118,sv_jump,0.11008634479814491
ewma_student_t,504,0.5,0.6000000000000001,822,0.5483810567988949,0.5437956204379562,0.004585436360938777,sv_jump,0.11008634479814491
ewma_student_t,504,0.6000000000000001,0.7000000000000001,950,0.650300358763229,0.6347368421052632,0.015563516657965848,sv_jump,0.11008634479814491
ewma_student_t,504,0.7000000000000001,0.8,1092,0.7525743185020443,0.6968864468864469,0.055687871615597406,sv_jump,0.11008634479814491
ewma_student_t,504,0.8,0.9,1612,0.8540832191531668,0.8281637717121588,0.025919447441007937,sv_jump,0.11008634479814491
ewma_student_t,504,0.9,1.0,5480,0.9710258810195681,0.9616788321167883,0.00934704890277982,sv_jump,0.11008634479814491
ewma_trunc_gaussian,63,0.0,0.1,144,0.0609927550873407,0.2638888888888889,-0.2028961338015482,sv_jump,0.22995705416643306
ewma_trunc_gaussian,63,0.1,0.2,591,0.1618334258860534,0.21996615905245348,-0.05813273316640008,sv_jump,0.22995705416643306
ewma_trunc_gaussian,63,0.2,0.30000000000000004,1668,0.2566804397166841,0.2643884892086331,-0.007708049491949032,sv_jump,0.22995705416643306
ewma_trunc_gaussian,63,0.30000000000000004,0.4,3219,0.35434140251022517,0.37247592420006215,-0.01813452168983698,sv_jump,0.22995705416643306
ewma_trunc_gaussian,63,0.4,0.5,4373,0.4515576543672708,0.45620855248113423,-0.004650898113863433,sv_jump,0.22995705416643306
ewma_trunc_gaussian,63,0.5,0.6000000000000001,4372,0.5482831801268676,0.5468892955169259,0.0013938846099417201,sv_jump,0.22995705416643306
ewma_trunc_gaussian,63,0.6000000000000001,0.7000000000000001,3232,0.6461143416106073,0.6311881188118812,0.01492622279872613,sv_jump,0.22995705416643306
ewma_trunc_gaussian,63,0.7000000000000001,0.8,1646,0.7435250210615987,0.7138517618469016,0.0296732592146971,sv_jump,0.22995705416643306
ewma_trunc_gaussian,63,0.8,0.9,626,0.8411816164696425,0.8003194888178914,0.04086212765175112,sv_jump,0.22995705416643306
ewma_trunc_gaussian,63,0.9,1.0,129,0.9367447234789822,0.6976744186046512,0.239070304874331,sv_jump,0.22995705416643306
ewma_trunc_gaussian,126,0.0,0.1,1023,0.05411980704826095,0.15933528836754643,-0.10521548131928549,sv_jump,0.21552075187371475
ewma_trunc_gaussian,126,0.1,0.2,1559,0.15183570070812452,0.22322001282873638,-0.07138431212061186,sv_jump,0.21552075187371475
ewma_trunc_gaussian,126,0.2,0.30000000000000004,2067,0.2530784309558222,0.3081761006289308,-0.055097669673108585,sv_jump,0.21552075187371475
ewma_trunc_gaussian,126,0.30000000000000004,0.4,2540,0.35110582129376194,0.36141732283464567,-0.010311501540883727,sv_jump,0.21552075187371475
ewma_trunc_gaussian,126,0.4,0.5,2823,0.44959137384554293,0.45518951470067304,-0.005598140855130107,sv_jump,0.21552075187371475
ewma_trunc_gaussian,126,0.5,0.6000000000000001,2754,0.5497125058258476,0.5548293391430646,-0.005116833317217018,sv_jump,0.21552075187371475
ewma_trunc_gaussian,126,0.6000000000000001,0.7000000000000001,2498,0.6484199900874432,0.6208967173738991,0.027523272713544156,sv_jump,0.21552075187371475
ewma_trunc_gaussian,126,0.7000000000000001,0.8,2076,0.74835694151535,0.6830443159922929,0.06531262552305717,sv_jump,0.21552075187371475
ewma_trunc_gaussian,126,0.8,0.9,1567,0.8469757387199658,0.7766432673899171,0.07033247133004872,sv_jump,0.21552075187371475
ewma_trunc_gaussian,126,0.9,1.0,1093,0.9481398225364815,0.8554437328453797,0.09269608969110188,sv_jump,0.21552075187371475
ewma_trunc_gaussian,252,0.0,0.1,2897,0.040626244569247905,0.1301346220227822,-0.0895083774535343,sv_jump,0.18958019321561306
ewma_trunc_gaussian,252,0.1,0.2,1941,0.148002941931593,0.22565687789799072,-0.07765393596639772,sv_jump,0.18958019321561306
ewma_trunc_gaussian,252,0.2,0.30000000000000004,1833,0.24991779113496154,0.3251500272776868,-0.07523223614272528,sv_jump,0.18958019321561306
