detector,day,bin_low,bin_high,n,mean_predicted_q,observed_invalid_frac,gap,scenario
ewma_student_t,252,0.0,0.1,580,0.06455672867249417,0.11379310344827587,-0.0492363747757817,gaussian
ewma_student_t,252,0.1,0.2,1030,0.15089832253693253,0.21650485436893205,-0.06560653183199952,gaussian
ewma_student_t,252,0.2,0.30000000000000004,1120,0.2504731983069534,0.31607142857142856,-0.06559823026447514,gaussian
ewma_student_t,252,0.30000000000000004,0.4,1141,0.3489518638711417,0.37773882559158634,-0.028786961720444648,gaussian
ewma_student_t,252,0.4,0.5,1128,0.4494869643277094,0.4725177304964539,-0.0230307661687445,gaussian
ewma_student_t,252,0.5,0.6000000000000001,1221,0.5502614925896164,0.5331695331695332,0.017091959420083236,gaussian
ewma_student_t,252,0.6000000000000001,0.7000000000000001,1115,0.6497019317033422,0.6125560538116592,0.037145877891683,gaussian
ewma_student_t,252,0.7000000000000001,0.8,1110,0.7498643600644251,0.6945945945945946,0.055269765469830534,gaussian
ewma_student_t,252,0.8,0.9,1027,0.8472435437626936,0.8003894839337877,0.04685405982890589,gaussian
ewma_student_t,252,0.9,1.0,528,0.9361231233818564,0.8825757575757576,0.05354736580609887,gaussian
ewma_student_t,504,0.0,0.1,1538,0.0465651887893624,0.08647594278283485,-0.03991075399347245,gaussian
ewma_student_t,504,0.1,0.2,1102,0.1482247207128398,0.20961887477313976,-0.061394154060299966,gaussian
ewma_student_t,504,0.2,0.30000000000000004,872,0.24970324131174426,0.33256880733944955,-0.08286556602770528,gaussian
ewma_student_t,504,0.30000000000000004,0.4,801,0.3489038644419579,0.3882646691635456,-0.03936080472158765,gaussian
ewma_student_t,504,0.4,0.5,711,0.4507759209006004,0.48241912798874825,-0.03164320708814783,gaussian
ewma_student_t,504,0.5,0.6000000000000001,769,0.5498657016669185,0.5448634590377113,0.005002242629207232,gaussian
ewma_student_t,504,0.6000000000000001,0.7000000000000001,754,0.6513567795855129,0.6312997347480106,0.020057044837502258,gaussian
ewma_student_t,504,0.7000000000000001,0.8,853,0.7519383655736436,0.7057444314185228,0.04619393415512074,gaussian
ewma_student_t,504,0.8,0.9,1091,0.8522037431608139,0.7534372135655362,0.09876652959527776,gaussian
ewma_student_t,504,0.9,1.0,1509,0.9530990390137819,0.9098740888005301,0.04322495021325179,gaussian
binary_gaussian,126,0.0,0.1,18,0.08221162586932002,0.1111111111111111,-0.02889948524179109,student_t
binary_gaussian,126,0.1,0.2,321,0.16254879875588202,0.1308411214953271,0.03170767726055493,student_t
binary_gaussian,126,0.2,0.30000000000000004,1009,0.25614904423965323,0.2398414271555996,0.01630761708405362,student_t
binary_gaussian,126,0.30000000000000004,0.4,1697,0.3535698245717879,0.3688862698880377,-0.01531644531624976,student_t
binary_gaussian,126,0.4,0.5,2010,0.4511655954120569,0.4462686567164179,0.004896938695639008,student_t
binary_gaussian,126,0.5,0.6000000000000001,2012,0.5491664162025223,0.5482107355864811,0.0009556806160411213,student_t
binary_gaussian,126,0.6000000000000001,0.7000000000000001,1637,0.6465894963086851,0.6487477092241906,-0.002158212915505442,student_t
binary_gaussian,126,0.7000000000000001,0.8,963,0.7426927479938471,0.7777777777777778,-0.03508502978393069,student_t
binary_gaussian,126,0.8,0.9,311,0.8348754287658676,0.819935691318328,0.014939737447539625,student_t
binary_gaussian,126,0.9,1.0,22,0.9169306700976697,1.0,-0.08306932990233029,student_t
binary_gaussian,252,0.0,0.1,242,0.0720404730388548,0.05785123966942149,0.014189233369433313,student_t
binary_gaussian,252,0.1,0.2,854,0.15637071919522025,0.1557377049180328,0.0006330142771874547,student_t
binary_gaussian,252,0.2,0.30000000000000004,1219,0.2510134768384018,0.24856439704675964,0.0024490797916421614,student_t
binary_gaussian,252,0.30000000000000004,0.4,1330,0.3495001893550735,0.3398496240601504,0.009650565294923086,student_t
binary_gaussian,252,0.4,0.5,1384,0.45157096842412914,0.4523121387283237,-0.0007411703041945716,student_t
binary_gaussian,252,0.5,0.6000000000000001,1438,0.5510108501043948,0.5605006954102921,-0.00948984530589736,student_t
binary_gaussian,252,0.6000000000000001,0.7000000000000001,1285,0.6487081926375906,0.6575875486381323,-0.008879356000541683,student_t
binary_gaussian,252,0.7000000000000001,0.8,1187,0.7475183632008943,0.7615838247683235,-0.014065461567429272,student_t
binary_gaussian,252,0.8,0.9,827,0.8472912227067224,0.848851269649335,-0.0015600469426125807,student_t
binary_gaussian,252,0.9,1.0,234,0.9273951379896039,0.9188034188034188,0.008591719186185176,student_t
binary_gaussian,504,0.0,0.1,1045,0.05779295311712203,0.05550239234449761,0.00229056077262442,student_t
binary_gaussian,504,0.1,0.2,1142,0.14828329360563355,0.14185639229422067,0.00642690131141288,student_t
binary_gaussian,504,0.2,0.30000000000000004,1060,0.24865697531265032,0.24150943396226415,0.007147541350386172,student_t
binary_gaussian,504,0.30000000000000004,0.4,930,0.35006087720759405,0.3602150537634409,-0.010154176555846828,student_t
binary_gaussian,504,0.4,0.5,849,0.4501833391651148,0.45229681978798586,-0.0021134806228710334,student_t
binary_gaussian,504,0.5,0.6000000000000001,805,0.5516482018900105,0.5515527950310559,9.540685895459422e-05,student_t
binary_gaussian,504,0.6000000000000001,0.7000000000000001,956,0.6501680758109477,0.6506276150627615,-0.00045953925181374533,student_t
binary_gaussian,504,0.7000000000000001,0.8,1024,0.7515067397043773,0.7724609375,-0.020954197795622687,student_t
binary_gaussian,504,0.8,0.9,1164,0.8515990591460985,0.8359106529209622,0.01568840622513623,student_t
binary_gaussian,504,0.9,1.0,1025,0.9430601423626755,0.9512195121951219,-0.008159369832446361,student_t
binary_student_t,126,0.0,0.1,47,0.0842818175022069,0.06382978723404255,0.020452030268164348,student_t
binary_student_t,126,0.1,0.2,489,0.16107999553694335,0.14314928425357873,0.017930711283364625,student_t
