scenario,far_target,kind,sharpe_valid,method_a,method_b,point,lo,hi,excludes_zero,n_reps,interval_type,resampling,note
sv_jump,0.15,far_diff,1.0,ewma_trunc_student_t,trailing_sharpe_252,0.001899999999999985,-0.0093999999999999,0.0131,False,2000,per-comparison; delta/J does NOT cover these,"calibration + test, shared across methods and both s",companion false-alarm difference at the same budget
sv_jump,0.15,far_diff,0.6,ewma_student_t,binary_student_t,0.006200000000000011,-0.0038999999999999,0.0168,False,2000,per-comparison; delta/J does NOT cover these,"calibration + test, shared across methods and both s",companion false-alarm difference at the same budget
sv_jump,0.15,far_diff,0.6,ewma_trunc_student_t,ewma_student_t,0.0008999999999999841,-0.0034,0.0048999999999999,False,2000,per-comparison; delta/J does NOT cover these,"calibration + test, shared across methods and both s",companion false-alarm difference at the same budget
sv_jump,0.15,far_diff,0.6,ewma_trunc_student_t,trailing_sharpe_252,0.005099999999999993,-0.0067024999999999,0.0147025,False,2000,per-comparison; delta/J does NOT cover these,"calibration + test, shared across methods and both s",companion false-alarm difference at the same budget
sv_jump_big,0.05,detection_diff,1.0,ewma_student_t,binary_student_t,0.0899999999999999,0.0740974999999999,0.1119,True,2000,per-comparison; delta/J does NOT cover these,"calibration + test, shared across methods and both s",pre-specified
sv_jump_big,0.05,detection_diff,0.6,ewma_student_t,binary_student_t,0.072,0.0502975,0.0915024999999999,True,2000,per-comparison; delta/J does NOT cover these,"calibration + test, shared across methods and both s",pre-specified
sv_jump_big,0.05,gain_change_with_s,0.6-1,ewma_student_t,binary_student_t,-0.0179999999999999,-0.0387,-0.0059,True,2000,per-comparison; delta/J does NOT cover these,"calibration + test, shared across methods and both s","pre-specified secondary: how the gain changes with s, paired"
sv_jump_big,0.05,detection_diff,1.0,ewma_trunc_student_t,ewma_student_t,0.0278999999999999,0.0188974999999999,0.036,True,2000,per-comparison; delta/J does NOT cover these,"calibration + test, shared across methods and both s",pre-specified
sv_jump_big,0.05,detection_diff,0.6,ewma_trunc_student_t,ewma_student_t,0.0169999999999999,0.0077,0.0309025,True,2000,per-comparison; delta/J does NOT cover these,"calibration + test, shared across methods and both s",pre-specified
sv_jump_big,0.05,gain_change_with_s,0.6-1,ewma_trunc_student_t,ewma_student_t,-0.0108999999999999,-0.0201999999999999,0.0038025,False,2000,per-comparison; delta/J does NOT cover these,"calibration + test, shared across methods and both s","pre-specified secondary: how the gain changes with s, paired"
sv_jump_big,0.05,detection_diff,1.0,ewma_trunc_student_t,trailing_sharpe_252,0.3168999999999999,0.2977925,0.3373999999999999,True,2000,per-comparison; delta/J does NOT cover these,"calibration + test, shared across methods and both s",pre-specified
sv_jump_big,0.05,detection_diff,0.6,ewma_trunc_student_t,trailing_sharpe_252,0.1770999999999999,0.1587,0.1969024999999999,True,2000,per-comparison; delta/J does NOT cover these,"calibration + test, shared across methods and both s",pre-specified
sv_jump_big,0.05,gain_change_with_s,0.6-1,ewma_trunc_student_t,trailing_sharpe_252,-0.1397999999999999,-0.1558024999999999,-0.1244975,True,2000,per-comparison; delta/J does NOT cover these,"calibration + test, shared across methods and both s","pre-specified secondary: how the gain changes with s, paired"
sv_jump_big,0.05,far_diff,1.0,ewma_student_t,binary_student_t,-0.0006000000000000033,-0.0073,0.0056,False,2000,per-comparison; delta/J does NOT cover these,"calibration + test, shared across methods and both s",companion false-alarm difference at the same budget
sv_jump_big,0.05,far_diff,1.0,ewma_trunc_student_t,ewma_student_t,0.0013999999999999985,-0.0018025,0.0051,False,2000,per-comparison; delta/J does NOT cover these,"calibration + test, shared across methods and both s",companion false-alarm difference at the same budget
sv_jump_big,0.05,far_diff,1.0,ewma_trunc_student_t,trailing_sharpe_252,0.003799999999999998,-0.0027,0.0112024999999999,False,2000,per-comparison; delta/J does NOT cover these,"calibration + test, shared across methods and both s",companion false-alarm difference at the same budget
sv_jump_big,0.05,far_diff,0.6,ewma_student_t,binary_student_t,0.0017000000000000001,-0.0066,0.0076999999999999,False,2000,per-comparison; delta/J does NOT cover these,"calibration + test, shared across methods and both s",companion false-alarm difference at the same budget
sv_jump_big,0.05,far_diff,0.6,ewma_trunc_student_t,ewma_student_t,-0.0017000000000000001,-0.0047999999999999,0.0039,False,2000,per-comparison; delta/J does NOT cover these,"calibration + test, shared across methods and both s",companion false-alarm difference at the same budget
sv_jump_big,0.05,far_diff,0.6,ewma_trunc_student_t,trailing_sharpe_252,0.0015000000000000013,-0.0045025,0.0094999999999999,False,2000,per-comparison; delta/J does NOT cover these,"calibration + test, shared across methods and both s",companion false-alarm difference at the same budget
sv_jump_big,0.15,detection_diff,1.0,ewma_student_t,binary_student_t,0.0408,0.0308975,0.0521999999999999,True,2000,per-comparison; delta/J does NOT cover these,"calibration + test, shared across methods and both s",pre-specified
sv_jump_big,0.15,detection_diff,0.6,ewma_student_t,binary_student_t,0.0483,0.032295,0.0636999999999999,True,2000,per-comparison; delta/J does NOT cover these,"calibration + test, shared across methods and both s",pre-specified
sv_jump_big,0.15,gain_change_with_s,0.6-1,ewma_student_t,binary_student_t,0.0074999999999999,-0.0073999999999999,0.0211,False,2000,per-comparison; delta/J does NOT cover these,"calibration + test, shared across methods and both s","pre-specified secondary: how the gain changes with s, paired"
sv_jump_big,0.15,detection_diff,1.0,ewma_trunc_student_t,ewma_student_t,0.0152999999999999,0.0093,0.0212999999999999,True,2000,per-comparison; delta/J does NOT cover these,"calibration + test, shared across methods and both s",pre-specified
sv_jump_big,0.15,detection_diff,0.6,ewma_trunc_student_t,ewma_student_t,0.013,0.0056,0.0216025,True,2000,per-comparison; delta/J does NOT cover these,"calibration + test, shared across methods and both s",pre-specified
sv_jump_big,0.15,gain_change_with_s,0.6-1,ewma_trunc_student_t,ewma_student_t,-0.0022999999999999,-0.0106999999999999,0.007205,False,2000,per-comparison; delta/J does NOT cover these,"calibration + test, shared across methods and both s","pre-specified secondary: how the gain changes with s, paired"
sv_jump_big,0.15,detection_diff,1.0,ewma_trunc_student_t,trailing_sharpe_252,0.2256,0.2071974999999999,0.2421999999999999,True,2000,per-comparison; delta/J does NOT cover these,"calibration + test, shared across methods and both s",pre-specified
sv_jump_big,0.15,detection_diff,0.6,ewma_trunc_student_t,trailing_sharpe_252,0.1748,0.1574,0.1941,True,2000,per-comparison; delta/J does NOT cover these,"calibration + test, shared across methods and both s",pre-specified
sv_jump_big,0.15,gain_change_with_s,0.6-1,ewma_trunc_student_t,trailing_sharpe_252,-0.0508,-0.0638025000000001,-0.035895,True,2000,per-comparison; delta/J does NOT cover these,"calibration + test, shared across methods and both s","pre-specified secondary: how the gain changes with s, paired"
sv_jump_big,0.15,far_diff,1.0,ewma_student_t,binary_student_t,-0.0032000000000000084,-0.0121999999999999,0.0071999999999999,False,2000,per-comparison; delta/J does NOT cover these,"calibration + test, shared across methods and both s",companion false-alarm difference at the same budget
sv_jump_big,0.15,far_diff,1.0,ewma_trunc_student_t,ewma_student_t,-0.0013999999999999846,-0.0066999999999999,0.0032,False,2000,per-comparison; delta/J does NOT cover these,"calibration + test, shared across methods and both s",companion false-alarm difference at the same budget
sv_jump_big,0.15,far_diff,1.0,ewma_trunc_student_t,trailing_sharpe_252,-0.0040000000000000036,-0.0166,0.0071999999999999,False,2000,per-comparison; delta/J does NOT cover these,"calibration + test, shared across methods and both s",companion false-alarm difference at the same budget
sv_jump_big,0.15,far_diff,0.6,ewma_student_t,binary_student_t,-0.005500000000000005,-0.0153025,0.0048025,False,2000,per-comparison; delta/J does NOT cover these,"calibration + test, shared across methods and both s",companion false-alarm difference at the same budget
sv_jump_big,0.15,far_diff,0.6,ewma_trunc_student_t,ewma_student_t,-0.0002999999999999947,-0.0056024999999999,0.0045999999999999,False,2000,per-comparison; delta/J does NOT cover these,"calibration + test, shared across methods and both s",companion false-alarm difference at the same budget
sv_jump_big,0.15,far_diff,0.6,ewma_trunc_student_t,trailing_sharpe_252,-0.003700000000000009,-0.0151999999999999,0.0081999999999999,False,2000,per-comparison; delta/J does NOT cover these,"calibration + test, shared across methods and both s",companion false-alarm difference at the same budget
