detector,detector_label,role,statistic,far_target,threshold,first_eligible_day,n_calibration_paths,calibration_far,n_test_valid_paths,n_test_invalid_paths,far_d126,far_d126_lo,far_d126_hi,detect_d126,detect_d126_lo,detect_d126_hi,far_d252,far_d252_lo,far_d252_hi,detect_d252,detect_d252_lo,detect_d252_hi,far_d504,far_d504_lo,far_d504_hi,detect_d504,detect_d504_lo,detect_d504_hi,undetected_at_H,undetected_at_H_lo,undetected_at_H_hi,trunc_mean_detect_days,trunc_mean_detect_days_se,trunc_mean_detect_years,trunc_mean_detect_years_se,median_detect_days,median_detect_note,trunc_mean_valid_days,trunc_mean_valid_days_se,scenario,arm
binary_student_t,Binary Student-t (nu=5),baseline,posterior log-odds L_t,0.05,-1.997571172891913,1,5000,0.05,5000,5000,0.0036,0.002278440754413015,0.005683733736639698,0.0208,0.017196560621745918,0.02513920492239683,0.0196,0.016110299881331586,0.023827308147479305,0.1614,0.15146307868425457,0.17185680907293815,0.052,0.04618252452365877,0.058505336419112416,0.4542,0.4404396411780589,0.4680306803201084,0.5458,0.5319693196798916,0.5595603588219411,414.3564,1.7511443964297833,1.6442714285714286,0.006948985700118188,,not reached within the 504-day horizon,493.0336,0.7546321939578456,stoch_vol,recalibrated
trailing_sharpe_252,Trailing 12m Sharpe,baseline,annualised trailing statistic,0.05,-1.455628804137884,252,5000,0.05,5000,5000,0.0,0.0,0.0007677019450571243,0.0,0.0,0.0007677019450571243,0.006,0.004206136160498105,0.008552353361218335,0.0768,0.0697399761946566,0.08450980673163974,0.0448,0.03940712743434635,0.05089178841643366,0.3338,0.320860994760081,0.346994189366456,0.6662,0.653005810633544,0.679139005239919,447.0512,1.3138413266137976,1.7740126984126985,0.00521365605799126,,not reached within the 504-day horizon,496.9886,0.519577064614302,stoch_vol,recalibrated
known_vol_rolling_252,Rolling / fixed sigma_0,diagnostic control,annualised trailing statistic,0.05,-1.6287773171046267,252,5000,0.05,5000,5000,0.0,0.0,0.0007677019450571243,0.0,0.0,0.0007677019450571243,0.0086,0.0063911756315949385,0.011563321840007208,0.0532,0.04731511889160377,0.05977089956649927,0.0444,0.03903182088142633,0.05046770913090974,0.2302,0.21874154426995504,0.2420727076995978,0.7698,0.7579272923004023,0.781258455730045,465.1004,1.1444006966787954,1.8456365079365078,0.004541272605868236,,not reached within the 504-day horizon,496.7364,0.5352016733664375,stoch_vol,recalibrated
gaussian_oracle_vol,Gaussian oracle (true current vol),oracle (not deployable),posterior log-odds L_t,0.05,-2.489817413231512,1,5000,0.05,5000,5000,0.007,0.005037635094103144,0.009719319023723182,0.1066,0.0983460562167133,0.11545797167365765,0.0216,0.01792263398844897,0.026011903232581693,0.3006,0.2880477732398053,0.31345838629588346,0.0472,0.041661525804974855,0.053433705076468885,0.6086,0.5949933812427308,0.6220398738948028,0.3914,0.3779601261051973,0.40500661875726923,356.5632,2.1743988601985254,1.4149333333333334,0.008628566905549704,400,,492.8676,0.7983917709570825,stoch_vol,recalibrated
binary_gaussian,Binary Gaussian,baseline,posterior log-odds L_t,0.15,-1.3074123772801216,1,5000,0.15,5000,5000,0.0374,0.032485950592838445,0.04302432724672842,0.0968,0.08891101254321587,0.1053080623052782,0.084,0.07662702679404382,0.09201170122424374,0.2908,0.2783767612098144,0.30354444528399754,0.1446,0.13512439827697628,0.1546212842655704,0.5756,0.5618473948644462,0.5892365286014611,0.4244,0.41076347139853897,0.43815260513555376,362.8604,2.1746241377295705,1.4399222222222223,0.008629460864006231,419,,465.4444,1.511320151208171,stoch_vol,recalibrated
binary_student_t,Binary Student-t (nu=5),baseline,posterior log-odds L_t,0.15,-1.341196711049186,1,5000,0.15,5000,5000,0.037,0.032113277569115785,0.04259761443200712,0.1318,0.12270572364500049,0.14145961206733965,0.088,0.08046054825312766,0.09617203814959939,0.3802,0.36684147420221436,0.39374246718382133,0.1464,0.136872932483479,0.15646998633206546,0.6628,0.6495756266407493,0.6757744096059399,0.3372,0.32422559039406,0.35042437335925064,329.0968,2.241160584631369,1.3059396825396825,0.008893494383457812,332,,464.0812,1.5212026731591572,stoch_vol,recalibrated
trailing_sharpe_252,Trailing 12m Sharpe,baseline,annualised trailing statistic,0.15,-0.8692946662766131,252,5000,0.15,5000,5000,0.0,0.0,0.0007677019450571243,0.0,0.0,0.0007677019450571243,0.0294,0.02506688068481259,0.03445568038587518,0.1968,0.18601438972713444,0.2080511447323483,0.147,0.13745589028312957,0.1570861072900808,0.6048,0.5911733181243747,0.6182657715479413,0.3952,0.3817342284520588,0.40882668187562526,393.0694,1.5322128481286121,1.5597992063492063,0.00608020971479608,411,,480.2766,0.9243927081407407,stoch_vol,recalibrated
known_vol_rolling_252,Rolling / fixed sigma_0,diagnostic control,annualised trailing statistic,0.15,-0.9020643351898029,252,5000,0.15,5000,5000,0.0,0.0,0.0007677019450571243,0.0,0.0,0.0007677019450571243,0.0316,0.027099335309559294,0.036819847872570234,0.1642,0.15419014541886372,0.17472544320743671,0.1428,0.13337637900061197,0.1527720672689369,0.5306,0.5167487394212692,0.5444042772196932,0.4694,0.4555957227803068,0.4832512605787308,407.3024,1.518025938974127,1.616279365079365,0.006023912456246536,474,,481.0698,0.9124476410904606,stoch_vol,recalibrated
gaussian_oracle_vol,Gaussian oracle (true current vol),oracle (not deployable),posterior log-odds L_t,0.15,-1.5683704288461415,1,5000,0.15,5000,5000,0.0512,0.045427963397957266,0.05766112586792603,0.2708,0.25866226420356225,0.2832896503680519,0.1032,0.09506996784785657,0.11193928041574078,0.529,0.5151473228903636,0.5428081503968232,0.15,0.1403715144980469,0.1601658768634931,0.7904,0.77889728872218,0.801456829988131,0.2096,0.19854317001186916,0.2211027112778201,268.1122,2.3515333091438024,1.0639373015873015,0.009331481385491279,239,,458.6768,1.670548908318166,stoch_vol,recalibrated
binary_gaussian,Binary Gaussian,baseline,posterior log-odds L_t,0.05,-1.9580427014642785,1,0,,5000,5000,0.002,0.0010867468609438852,0.0036778842763330113,0.0116,0.008984523450010988,0.014965367809920811,0.0182,0.014847689638538625,0.022292067955718423,0.1122,0.10374783964992389,0.1212475899786624,0.0512,0.045427963397957266,0.05766112586792603,0.3634,0.3501777715124059,0.3768319646589837,0.6366,0.6231680353410164,0.6498222284875942,435.0962,1.5800542469790964,1.7265722222222222,0.006270056535631335,,not reached within the 504-day horizon,494.156,0.6964233582374875,student_t,frozen_stage1
binary_student_t,Binary Student-t (nu=5),baseline,posterior log-odds L_t,0.05,-2.4118742355913088,1,0,,5000,5000,0.0004,0.00010970128207763504,0.0014573865014234437,0.005,0.0033891014531031933,0.00737092347250336,0.0072,0.005205395997454866,0.009951251039593437,0.088,0.08046054825312766,0.09617203814959939,0.029,0.024698062696600596,0.03402511253564323,0.3402,0.3271949802380219,0.35345037730361845,0.6598,0.6465496226963817,0.6728050197619783,445.0448,1.440747177362432,1.7660507936507936,0.005717250703819175,,not reached within the 504-day horizon,498.9884,0.47119768520198385,student_t,frozen_stage1
trailing_sharpe_252,Trailing 12m Sharpe,baseline,annualised trailing statistic,0.05,-1.4864721900694782,252,0,,5000,5000,0.0,0.0,0.0007677019450571243,0.0,0.0,0.0007677019450571243,0.0068,0.0048703334305700095,0.009486927768034338,0.0672,0.060587252460472134,0.07447727034316931,0.055,0.049015647769374275,0.06166760696172658,0.3124,0.2997015947015856,0.3253864470681999,0.6876,0.6746135529318001,0.7002984052984144,450.3374,1.2872371452617533,1.7870531746031746,0.005108083909768862,,not reached within the 504-day horizon,495.5948,0.5602511748026714,student_t,frozen_stage1
known_vol_rolling_252,Rolling / fixed sigma_0,diagnostic control,annualised trailing statistic,0.05,-1.4701193512564792,252,0,,5000,5000,0.0,0.0,0.0007677019450571243,0.0,0.0,0.0007677019450571243,0.0078,0.005711256209150136,0.010644469585564097,0.0666,0.06001647553764848,0.07384896850832705,0.057,0.050907331295262766,0.06377285262805786,0.314,0.3012825258659153,0.32700305925764606,0.686,0.672996940742354,0.6987174741340848,450.0558,1.2909702158034548,1.7859357142857142,0.005122897681759741,,not reached within the 504-day horizon,495.0922,0.5792997302498022,student_t,frozen_stage1
binary_gaussian,Binary Gaussian,baseline,posterior log-odds L_t,0.15,-1.3326385255852278,1,0,,5000,5000,0.0292,0.024882442945122003,0.034240425206343794,0.1018,0.09372180779356479,0.11048959003547873,0.0858,0.07835149039041377,0.09388447390087155,0.31,0.29733053184164876,0.32296119489747305,0.1492,0.13959387965587444,0.1593447400287777,0.5832,0.5694754043444222,0.5967968500519204,0.4168,0.4032031499480797,0.4305245956555779,358.3058,2.175980164249445,1.4218484126984126,0.008634841921624782,406,,465.6052,1.4586195737080183,student_t,frozen_stage1
binary_student_t,Binary Student-t (nu=5),baseline,posterior log-odds L_t,0.15,-1.6298647958352264,1,0,,5000,5000,0.0164,0.01323266415044011,0.020309857170819144,0.0754,0.06840295646431328,0.08304897602742921,0.0558,0.049772048527119625,0.06250997788086914,0.2846,0.27226201779823683,0.2972687081996939,0.1052,0.0969967429047616,0.11400943455105553,0.5672,0.5534202886132344,0.58087653224535,0.4328,0.4191234677546502,0.4465797113867656,367.8828,2.0933518570062333,1.459852380952381,0.008306951813516799,426,,478.0724,1.2066242414521646,student_t,frozen_stage1
trailing_sharpe_252,Trailing 12m Sharpe,baseline,annualised trailing statistic,0.15,-0.9563196100975437,252,0,,5000,5000,0.0,0.0,0.0007677019450571243,0.0,0.0,0.0007677019450571243,0.03,0.025620533254951595,0.035101106573402104,0.1754,0.165108866518422,0.18618952558430912,0.154,0.14426113404221919,0.16427011570376038,0.5554,0.5415889873689796,0.569125951255508,0.4446,0.4308740487444921,0.45841101263102035,401.2664,1.5422657627479737,1.592326984126984,0.0061201022331268794,452,,478.4374,0.9527894929162278,student_t,frozen_stage1
known_vol_rolling_252,Rolling / fixed sigma_0,diagnostic control,annualised trailing statistic,0.15,-0.9526744379801403,252,0,,5000,5000,0.0,0.0,0.0007677019450571243,0.0,0.0,0.0007677019450571243,0.0304,0.025989912325785784,0.035531113341011875,0.1738,0.16354805475248238,0.18455279399647298,0.1542,0.14445567740468332,0.16447526526051823,0.5512,0.5373797449751534,0.5649416423456728,0.4488,0.4350583576543272,0.4626202550248467,402.0606,1.5416269290089768,1.5954785714285715,0.006117567178607051,458,,478.5614,0.9502011484167394,student_t,frozen_stage1
binary_gaussian,Binary Gaussian,baseline,posterior log-odds L_t,0.05,-1.9923433706597897,1,5000,0.05,5000,5000,0.002,0.0010867468609438852,0.0036778842763330113,0.0096,0.007248675096817013,0.012704286970895016,0.0168,0.013590685009144723,0.020751222150558482,0.1026,0.09449212557428169,0.11131804393164971,0.0486,0.042978532307529155,0.05491454900846843,0.3534,0.3402672047829543,0.3667578854273365,0.6466,0.6332421145726636,0.6597327952170456,438.8064,1.535814132249656,1.741295238095238,0.006094500524800222,,not reached within the 504-day horizon,494.7308,0.674447508825136,student_t,recalibrated
binary_student_t,Binary Student-t (nu=5),baseline,posterior log-odds L_t,0.05,-2.144651923056392,1,5000,0.05,5000,5000,0.0026,0.0015201269998326155,0.004443582895110212,0.0158,0.01269663591166846,0.019646806651924864,0.016,0.01287517502756183,0.01986796045525347,0.1368,0.12755347300455458,0.14660418568833497,0.045,0.03959482746331551,0.05110378130668648,0.4146,0.4010152572993485,0.42831586619286743,0.5854,0.5716841338071328,0.5989847427006516,424.3434,1.6699256347553693,1.6839023809523808,0.006626689026807021,,not reached within the 504-day horizon,495.0286,0.6689848612314866,student_t,recalibrated
trailing_sharpe_252,Trailing 12m Sharpe,baseline,annualised trailing statistic,0.05,-1.4910786042492723,252,5000,0.05,5000,5000,0.0,0.0,0.0007677019450571243,0.0,0.0,0.0007677019450571243,0.0066,0.0047035107132362645,0.009254057566146109,0.0658,0.05925568920703122,0.07301098316205637,0.0544,0.04844859105944088,0.06103558491399404,0.3108,0.29812084148514306,0.3237696569308667,0.6892,0.6762303430691335,0.701879158514857,450.7102,1.2839048428606785,1.7885325396825396,0.005094860487542375,,not reached within the 504-day horizon,495.6894,0.5574704478158798,student_t,recalibrated
known_vol_rolling_252,Rolling / fixed sigma_0,diagnostic control,annualised trailing statistic,0.05,-1.4956156572501647,252,5000,0.05,5000,5000,0.0,0.0,0.0007677019450571243,0.0,0.0,0.0007677019450571243,0.0076,0.0055422231900968295,0.010413809685395427,0.0642,0.05773499045940661,0.07133413855590517,0.0534,0.047503970713696914,0.05998174066362813,0.3054,0.2927871231637081,0.31831166643330827,0.6946,0.6816883335666919,0.707212876836292,451.888,1.2733986492940867,1.793206349206349,0.005053169243230503,,not reached within the 504-day horizon,495.714,0.5593073267329397,student_t,recalibrated
binary_gaussian,Binary Gaussian,baseline,posterior log-odds L_t,0.15,-1.3372647460402554,1,5000,0.15,5000,5000,0.0286,0.024329476978548193,0.03359431241525167,0.1002,0.09218165360924936,0.10883220086601832,0.0842,0.07681858265802284,0.09221983827948667,0.3074,0.29476233518708433,0.32033338360215174,0.1472,0.1376502220202381,0.15729146847219425,0.5812,0.5674677110475443,0.5948076141565786,0.4188,0.4051923858434216,0.4325322889524558,359.3088,2.1699997207994413,1.4258285714285714,0.008611110003172386,408,,466.2094,1.4467419821103418,student_t,recalibrated
binary_student_t,Binary Student-t (nu=5),baseline,posterior log-odds L_t,0.15,-1.4602926054181202,1,5000,0.15,5000,5000,0.0276,0.02340906019120257,0.032516264606487405,0.117,0.1083834457341636,0.1262046139557502,0.079,0.07184244816595686,0.08680395687178125,0.3448,0.3317491809450028,0.358089113738743,0.1388,0.12949377652231042,0.1486608113627989,0.62,0.6064587469795735,0.6333570045536128,0.38,0.3666429954463873,0.3935412530204265,344.6854,2.218203112967357,1.3677992063492064,0.00880239330542602,370,,468.264,1.4212125069101944,student_t,recalibrated
trailing_sharpe_252,Trailing 12m Sharpe,baseline,annualised trailing statistic,0.15,-0.9787234190091587,252,5000,0.15,5000,5000,0.0,0.0,0.0007677019450571243,0.0,0.0,0.0007677019450571243,0.0284,0.024145272686653944,0.03337882378792394,0.1702,0.16003742338586915,0.18086895281709056,0.1476,0.13803890413732042,0.1577021721935559,0.5448,0.5309675686635187,0.558563645242204,0.4552,0.44143635475779597,0.4690324313364812,403.4644,1.5371281466149214,1.6010492063492063,0.006099714867519529,462,,479.5242,0.9342008505229609,student_t,recalibrated
known_vol_rolling_252,Rolling / fixed sigma_0,diagnostic control,annualised trailing statistic,0.15,-0.9758408205562376,252,5000,0.15,5000,5000,0.0,0.0,0.0007677019450571243,0.0,0.0,0.0007677019450571243,0.0294,0.02506688068481259,0.03445568038587518,0.1708,0.16062241248388962,0.18148304247673605,0.1484,0.1388163426515406,0.1585235053562236,0.5412,0.52736172884745,0.5549750125122773,0.4588,0.4450249874877227,0.4726382711525501,404.0836,1.5374794212613578,1.6035063492063493,0.006101108814529198,466,,479.6066,0.9310249667896973,student_t,recalibrated
