scenario,sharpe_valid,method,true_state,day,n_paths,median_q,q10,q90,mean_q
gaussian_ctrl,0.6,ewma_gaussian,invalid,63,10000,0.5117845176419455,0.4113128905579126,0.6142298340320522,0.5123647800354832
gaussian_ctrl,0.6,ewma_gaussian,invalid,126,10000,0.5241098619172919,0.38020933788809,0.667098520588677,0.5244396844364047
gaussian_ctrl,0.6,ewma_gaussian,invalid,252,10000,0.5502992202730994,0.3466692545104073,0.7357638288663101,0.5449458981831656
gaussian_ctrl,0.6,ewma_gaussian,invalid,504,10000,0.5965829501151605,0.3103200909924372,0.8279257632838285,0.5818160803584864
gaussian_ctrl,0.6,ewma_student_t,valid,63,10000,0.486282622998948,0.3698709902198428,0.6032886641695993,0.4868932686563342
gaussian_ctrl,0.6,ewma_student_t,valid,126,10000,0.4707115810225987,0.31117724174095746,0.6407205465636815,0.47418945344902474
gaussian_ctrl,0.6,ewma_student_t,valid,252,10000,0.4429464797039383,0.23309755410251665,0.6802732408635356,0.45127047648001434
gaussian_ctrl,0.6,ewma_student_t,valid,504,10000,0.3979049157109913,0.1413302649107996,0.7185575212908829,0.4139756104064789
gaussian_ctrl,0.6,ewma_student_t,invalid,63,10000,0.514002570836299,0.39610731915403957,0.6313076026809127,0.5135885968210008
gaussian_ctrl,0.6,ewma_student_t,invalid,126,10000,0.5276244512494791,0.3632857449684038,0.6874178567873718,0.5264173290657198
gaussian_ctrl,0.6,ewma_student_t,invalid,252,10000,0.5540599823785675,0.322204314041978,0.7627932931120469,0.5479871806648553
gaussian_ctrl,0.6,ewma_student_t,invalid,504,10000,0.6049907720701495,0.28487435691599455,0.8581107459010944,0.5867012232908204
gaussian_ctrl,0.6,ewma_trunc_gaussian,valid,63,10000,0.4874593651579924,0.3850168808490442,0.590989391476338,0.48810451100630153
gaussian_ctrl,0.6,ewma_trunc_gaussian,valid,126,10000,0.47521997409592054,0.3340785064994948,0.6234040992139893,0.47640250020978564
gaussian_ctrl,0.6,ewma_trunc_gaussian,valid,252,10000,0.44900809448476997,0.26191797215963275,0.6539787520281068,0.4546372112588906
gaussian_ctrl,0.6,ewma_trunc_gaussian,valid,504,10000,0.40395472335160953,0.16899643724123262,0.689205606750817,0.41788447929924877
gaussian_ctrl,0.6,ewma_trunc_gaussian,invalid,63,10000,0.5117845176419455,0.4113128905579126,0.6143629801079566,0.5123675258346502
gaussian_ctrl,0.6,ewma_trunc_gaussian,invalid,126,10000,0.5240555079595036,0.380136475486246,0.6671851652525769,0.5244537466766944
gaussian_ctrl,0.6,ewma_trunc_gaussian,invalid,252,10000,0.5503818980718571,0.3466692545104073,0.7358255376749372,0.5449660592585417
gaussian_ctrl,0.6,ewma_trunc_gaussian,invalid,504,10000,0.5965768505245999,0.3103200909924372,0.8279680296598695,0.5818573733108191
gaussian_ctrl,0.6,ewma_trunc_student_t,valid,63,10000,0.486282622998948,0.3698709902198428,0.6032737688507741,0.48688878956095805
