scenario,sharpe_valid,method,far_target,arm,cutoff_H,threshold_calibrated_over,threshold,working_prob_threshold,detect,detect_lo,detect_hi,far,far_lo,far_hi,expected_min_tau_H,expected_min_tau_H_se,undetected_at_H,median_first_alarm,median_note,truncation_cap_days,n_test_valid,n_test_invalid
sv_jump,1.0,binary_student_t,0.05,A,504,504,-2.0410332450234274,0.885038437715469,0.447,0.4372775927846153,0.4567631110426763,0.0384,0.0348075417687003,0.04234696552710831,418.5918,1.1877697407206909,0.5529999999999999,,not reached within 504d,504,10000,10000
sv_jump,1.0,ewma_student_t,0.05,A,504,504,-2.8340231025072673,0.9444869164828849,0.5661,0.5563626422439336,0.575786593171463,0.0391,0.035474538349595804,0.04307943134849388,378.5753,1.4109928004987504,0.43389999999999995,441,,504,10000,10000
sv_jump,1.0,ewma_trunc_student_t,0.05,A,504,504,-2.932056461309882,0.9494085422778724,0.5819,0.5722028963689806,0.5915342046979025,0.039,0.035379232816902695,0.04297481368086112,374.0929,1.417744133051405,0.4181,425,,504,10000,10000
sv_jump,1.0,binary_gaussian,0.05,B,63,63,-0.9431677733559306,0.7197390885358049,0.0731,0.06816047751850315,0.07836738029038051,0.0401,0.036427958323164145,0.04412524337818417,61.4564,0.06675549066221712,0.9269000000000001,,not reached within 63d,63,10000,10000
sv_jump,1.0,binary_student_t,0.05,B,63,63,-0.932840791194989,0.7176512648653064,0.1084,0.10245645550232378,0.11464429202159011,0.0381,0.03452178876493106,0.04203294892989998,61.0481,0.06869199733629679,0.8916,,not reached within 63d,63,10000,10000
sv_jump,1.0,ewma_student_t,0.05,B,63,63,-1.1806699811750025,0.7650682467776886,0.161,0.1539269080251769,0.16833344287014185,0.0421,0.03833671543427698,0.04621495027358863,60.5618,0.06819327758885645,0.839,,not reached within 63d,63,10000,10000
sv_jump,1.0,ewma_trunc_student_t,0.05,B,63,63,-1.1963026661610874,0.7678663954492669,0.1669,0.15971975139269945,0.17433606832184528,0.0418,0.03805024400211621,0.0459016521047718,60.528,0.06771159491555785,0.8331,,not reached within 63d,63,10000,10000
sv_jump,1.0,binary_gaussian,0.05,B,126,126,-1.2613939395685876,0.7792659733804489,0.1098,0.1038215433954816,0.11607812893299439,0.0445,0.04063039538203104,0.048719427133655326,121.6828,0.15340512289090255,0.8902,,not reached within 126d,126,10000,10000
sv_jump,1.0,binary_student_t,0.05,B,126,126,-1.2384820584841925,0.775299684061558,0.1634,0.1562829132034274,0.17077559449971202,0.0425,0.03871876165407628,0.04663259685509281,119.8058,0.17208431054861945,0.8366,,not reached within 126d,126,10000,10000
sv_jump,1.0,ewma_student_t,0.05,B,126,126,-1.675334347981078,0.8422857330094404,0.2354,0.22718746277332913,0.24381574916443288,0.0437,0.03986546628744224,0.04788497062563722,116.4675,0.20644703052512348,0.7646,,not reached within 126d,126,10000,10000
sv_jump,1.0,ewma_trunc_student_t,0.05,B,126,126,-1.734035963997568,0.849927936596781,0.2374,0.2291623903059433,0.24583928563833604,0.0422,0.03843221799684181,0.046319370911349675,116.4945,0.2039540063315008,0.7626,,not reached within 126d,126,10000,10000
sv_jump,1.0,binary_gaussian,0.05,B,252,252,-1.6764316890392208,0.8424314495726383,0.1672,0.16001439175345022,0.17464119756207208,0.0421,0.03833671543427698,0.04621495027358863,238.1208,0.3855331429545735,0.8328,,not reached within 252d,252,10000,10000
sv_jump,1.0,binary_student_t,0.05,B,252,252,-1.6449195426431955,0.8382032293452352,0.2631,0.25456210710668414,0.27181983132134235,0.0374,0.033855276482213766,0.04129999881033621,230.9747,0.43784848648900465,0.7369,,not reached within 252d,252,10000,10000
sv_jump,1.0,ewma_student_t,0.05,B,252,252,-2.258364916085747,0.9053696373089248,0.3588,0.3494549339978697,0.3682535071420093,0.0391,0.035474538349595804,0.04307943134849388,217.5886,0.5625042187429444,0.6412,,not reached within 252d,252,10000,10000
sv_jump,1.0,ewma_trunc_student_t,0.05,B,252,252,-2.315809090522683,0.9101779051580825,0.3748,0.3653621547004867,0.3843339984915306,0.0412,0.03747746616189304,0.045274890743039795,215.988,0.5707158989056871,0.6252,,not reached within 252d,252,10000,10000
sv_jump,1.0,binary_gaussian,0.05,B,504,504,-2.1570252450450162,0.8963234370362363,0.2892,0.2803959849711735,0.2981659087419037,0.0392,0.0355698505848916,0.04318404231352394,454.0461,0.9874438525886936,0.7108,,not reached within 504d,504,10000,10000
sv_jump,1.0,binary_student_t,0.05,B,504,504,-2.0410332450234274,0.885038437715469,0.447,0.4372775927846153,0.4567631110426763,0.0384,0.0348075417687003,0.04234696552710831,418.5918,1.1877697407206909,0.5529999999999999,,not reached within 504d,504,10000,10000
sv_jump,1.0,ewma_student_t,0.05,B,504,504,-2.8340231025072673,0.9444869164828849,0.5661,0.5563626422439336,0.575786593171463,0.0391,0.035474538349595804,0.04307943134849388,378.5753,1.4109928004987504,0.43389999999999995,441,,504,10000,10000
sv_jump,1.0,ewma_trunc_student_t,0.05,B,504,504,-2.932056461309882,0.9494085422778724,0.5819,0.5722028963689806,0.5915342046979025,0.039,0.035379232816902695,0.04297481368086112,374.0929,1.417744133051405,0.4181,425,,504,10000,10000
sv_jump,1.0,binary_gaussian,0.15,A,63,504,-1.363592455717506,0.7963429455664578,0.018,0.015573227249600538,0.020796947179731698,0.0115,0.009589873754053874,0.01378529265409716,62.6778,0.029901640871575617,0.982,,not reached within 63d,63,10000,10000
sv_jump,1.0,binary_student_t,0.15,A,63,504,-1.298149394017567,0.7855233643387737,0.0245,0.02164766048220529,0.02771752196830815,0.0088,0.0071487758942133965,0.010828464105139289,62.6793,0.024992551165524825,0.9755,,not reached within 63d,63,10000,10000
sv_jump,1.0,ewma_student_t,0.15,A,63,504,-1.8018278469036968,0.8583712920712525,0.0383,0.034712283854238454,0.0422423002412443,0.0059,0.004577046502138715,0.007602420687763897,62.6338,0.023225066121964795,0.9617,,not reached within 63d,63,10000,10000
sv_jump,1.0,ewma_trunc_student_t,0.15,A,63,504,-1.8551247691236656,0.8647276875336869,0.0358,0.03233315015352837,0.039623353933807774,0.0052,0.003967852921628256,0.006812151865993303,62.6868,0.0211290136902306,0.9642,,not reached within 63d,63,10000,10000
sv_jump,1.0,binary_gaussian,0.15,A,126,504,-1.363592455717506,0.7963429455664578,0.0845,0.07920689375256253,0.09011220889346973,0.0348,0.03138280279392551,0.038574469290151986,122.7704,0.13363245918344369,0.9155,,not reached within 126d,126,10000,10000
sv_jump,1.0,binary_student_t,0.15,A,126,504,-1.298149394017567,0.7855233643387737,0.1435,0.13676556977562515,0.1505082210626672,0.0346,0.031192827397953683,0.03836459828547208,120.7992,0.15674822147792827,0.8565,,not reached within 126d,126,10000,10000
sv_jump,1.0,ewma_student_t,0.15,A,126,504,-1.8018278469036968,0.8583712920712525,0.2021,0.19434451575807277,0.21008427047117634,0.0328,0.029484520412646858,0.03647428766491334,118.2032,0.1865036442993372,0.7979,,not reached within 126d,126,10000,10000
sv_jump,1.0,ewma_trunc_student_t,0.15,A,126,504,-1.8551247691236656,0.8647276875336869,0.2084,0.20055204086416037,0.21647190698561822,0.033,0.02967419810234849,0.03668445637586344,118.0584,0.1855220762822549,0.7916,,not reached within 126d,126,10000,10000
sv_jump,1.0,binary_gaussian,0.15,A,252,504,-1.363592455717506,0.7963429455664578,0.2725,0.2638619422352064,0.28131277702345137,0.0764,0.07135473014135223,0.08177059327828497,226.559,0.5140287875785227,0.7275,,not reached within 252d,252,10000,10000
sv_jump,1.0,binary_student_t,0.15,A,252,504,-1.298149394017567,0.7855233643387737,0.4075,0.3979066430575874,0.4171643966409876,0.0822,0.07697566063788176,0.0877452084006556,211.4536,0.6067870497599431,0.5925,,not reached within 252d,252,10000,10000
sv_jump,1.0,ewma_student_t,0.15,A,252,504,-1.8018278469036968,0.8583712920712525,0.4762,0.4664223028922161,0.485995975430228,0.0824,0.07716963202033106,0.08795108341885804,200.3491,0.6707302071772837,0.5238,,not reached within 252d,252,10000,10000
sv_jump,1.0,ewma_trunc_student_t,0.15,A,252,504,-1.8551247691236656,0.8647276875336869,0.489,0.4792086562747762,0.49879979168937855,0.0832,0.07794561133220078,0.08877448970959521,198.9541,0.6728137834183511,0.511,,not reached within 252d,252,10000,10000
sv_jump,1.0,binary_gaussian,0.15,A,504,504,-1.363592455717506,0.7963429455664578,0.5599,0.5501495974189788,0.569604399576214,0.1377,0.13108524770141053,0.1445929975179817,370.6486,1.5001933441430078,0.44010000000000005,440,,504,10000,10000
sv_jump,1.0,binary_student_t,0.15,A,504,504,-1.298149394017567,0.7855233643387737,0.6948,0.6857011411219766,0.7037492531128077,0.1336,0.12707226342302283,0.14040913058300894,319.691,1.5825024117796247,0.3052,312,,504,10000,10000
sv_jump,1.0,ewma_student_t,0.15,A,504,504,-1.8018278469036968,0.8583712920712525,0.7573,0.7487995664748273,0.7656028279636224,0.1321,0.12560461617507385,0.13887792982607,291.555,1.600869062626787,0.24270000000000003,268,,504,10000,10000
sv_jump,1.0,ewma_trunc_student_t,0.15,A,504,504,-1.8551247691236656,0.8647276875336869,0.7653,0.7568925490778982,0.7735037013866208,0.1344,0.12785512320476278,0.1412256564038759,287.24,1.5946045203615962,0.23470000000000002,259,,504,10000,10000
sv_jump,1.0,binary_gaussian,0.15,B,63,63,-0.5785334301671526,0.6407298788665933,0.2335,0.2253115191430566,0.241893151988514,0.1361,0.12951896158898943,0.142960512425189,56.8238,0.13577598781775366,0.7665,,not reached within 63d,63,10000,10000
sv_jump,1.0,binary_student_t,0.15,B,63,63,-0.6243090583435575,0.6511979411428692,0.2862,0.2774246952587414,0.29513950244455983,0.1359,0.12932319758077757,0.1427564300327491,55.8766,0.13635364489315116,0.7138,,not reached within 63d,63,10000,10000
sv_jump,1.0,ewma_student_t,0.15,B,63,63,-0.7958998033844114,0.6890967268320585,0.3306,0.3214463472136437,0.3398837514343415,0.1336,0.12707226342302283,0.14040913058300894,55.5519,0.12779281567981018,0.6694,,not reached within 63d,63,10000,10000
sv_jump,1.0,ewma_trunc_student_t,0.15,B,63,63,-0.8113225986205199,0.6923912704174309,0.3379,0.3286932996680645,0.3472311926037087,0.1353,0.12873593477957124,0.14214415363200028,55.5683,0.12616649836438734,0.6621,,not reached within 63d,63,10000,10000
sv_jump,1.0,binary_gaussian,0.15,B,126,126,-0.7946271549963504,0.6888240059570719,0.3037,0.2947638085137645,0.31278694924656314,0.1374,0.13079154559496972,0.14428693002344492,109.769,0.29896160573587105,0.6962999999999999,,not reached within 126d,126,10000,10000
sv_jump,1.0,binary_student_t,0.15,B,126,126,-0.8183638239034476,0.6938889150002595,0.3931,0.38356957649300133,0.40271252235864924,0.141,0.1343166749619956,0.14795903586815015,105.132,0.31915676979248053,0.6069,,not reached within 126d,126,10000,10000
sv_jump,1.0,ewma_student_t,0.15,B,126,126,-1.1122987805238473,0.7525574267515296,0.4291,0.41942825404177353,0.4388261969271883,0.135,0.12844231987342905,0.1418379989371649,103.1736,0.31832894878719964,0.5709,,not reached within 126d,126,10000,10000
sv_jump,1.0,ewma_trunc_student_t,0.15,B,126,126,-1.1483776896684814,0.7592144706005277,0.4349,0.425210430436896,0.444639566150966,0.1364,0.1298126167025602,0.1432666269125958,103.1041,0.31523509264573246,0.5650999999999999,,not reached within 126d,126,10000,10000
sv_jump,1.0,binary_gaussian,0.15,B,252,252,-1.0685597711236916,0.7443229276473311,0.4026,0.39302708973179307,0.4122477131508147,0.1324,0.12589812306353074,0.13918419253859068,207.8843,0.6643284764207074,0.5973999999999999,,not reached within 252d,252,10000,10000
sv_jump,1.0,binary_student_t,0.15,B,252,252,-1.0448882315906678,0.7397920918551785,0.5289,0.5191073383315865,0.5386704665625885,0.1408,0.13412079451422496,0.14775506991526913,190.2767,0.7276905984494421,0.47109999999999996,236,,252,10000,10000
sv_jump,1.0,ewma_student_t,0.15,B,252,252,-1.467443756790305,0.8126685386949007,0.5716,0.5618755083505884,0.5812695030827306,0.1359,0.12932319758077757,0.1427564300327491,182.6067,0.7508315765314026,0.4284,212,,252,10000,10000
sv_jump,1.0,ewma_trunc_student_t,0.15,B,252,252,-1.5121247549132382,0.8193758819667653,0.5802,0.5704980788756839,0.5898403277856596,0.1363,0.12971473045270238,0.14316458996212778,181.3133,0.7492647690105335,0.41979999999999995,206,,252,10000,10000
sv_jump,1.0,binary_gaussian,0.15,B,504,504,-1.363592455717506,0.7963429455664578,0.5599,0.5501495974189788,0.569604399576214,0.1377,0.13108524770141053,0.1445929975179817,370.6486,1.5001933441430078,0.44010000000000005,440,,504,10000,10000
sv_jump,1.0,binary_student_t,0.15,B,504,504,-1.298149394017567,0.7855233643387737,0.6948,0.6857011411219766,0.7037492531128077,0.1336,0.12707226342302283,0.14040913058300894,319.691,1.5825024117796247,0.3052,312,,504,10000,10000
sv_jump,1.0,ewma_student_t,0.15,B,504,504,-1.8018278469036968,0.8583712920712525,0.7573,0.7487995664748273,0.7656028279636224,0.1321,0.12560461617507385,0.13887792982607,291.555,1.600869062626787,0.24270000000000003,268,,504,10000,10000
sv_jump,1.0,ewma_trunc_student_t,0.15,B,504,504,-1.8551247691236656,0.8647276875336869,0.7653,0.7568925490778982,0.7735037013866208,0.1344,0.12785512320476278,0.1412256564038759,287.24,1.5946045203615962,0.23470000000000002,259,,504,10000,10000
