eval_year,rule,branch,method,statistic,real,sim_median,sim_p2.5,sim_p97.5
2021,rolling3y,sv_jump,fixed_baseline,leadlag_ret_vs_future_sq_lag5,-0.037278430539992094,0.001662951821725827,-0.14438695348648603,0.15668207630591066
2021,rolling3y,sv_jump,fixed_baseline,concentration_max_exceed_63d,2.0,2.0,1.0,5.0
2021,expanding,sv_only,recalibrated,skewness,-0.3375554467009126,-0.03006908298950678,-1.7479891930459068,1.5207453850456634
2021,expanding,sv_only,recalibrated,excess_kurtosis,0.6622367077581108,3.941360558330769,0.8037074109009514,18.15186531160251
2021,expanding,sv_only,recalibrated,tail_below_m2_count,9.0,7.0,3.0,12.0
2021,expanding,sv_only,recalibrated,tail_above_p2_count,4.0,7.0,3.0,11.0
2021,expanding,sv_only,recalibrated,tail_below_m3_count,2.0,2.0,0.0,5.0
2021,expanding,sv_only,recalibrated,tail_above_p3_count,0.0,2.0,0.0,5.0
2021,expanding,sv_only,recalibrated,acf_ret_lag1,-0.07785742670381525,-0.002849116163555229,-0.1997228439273014,0.19211952125751391
2021,expanding,sv_only,recalibrated,acf_ret_lag5,-0.07639339781561054,-0.009415955788479551,-0.1883167993328413,0.1727597168698853
2021,expanding,sv_only,recalibrated,acf_sqret_lag1,0.13697266546708733,0.20393492560755844,0.01755842303834355,0.49936389754526334
2021,expanding,sv_only,recalibrated,acf_sqret_lag5,0.019901996780146283,0.14706382304556628,-0.006486128206548968,0.4262311438875535
2021,expanding,sv_only,recalibrated,leadlag_ret_vs_future_sq_lag1,-0.11754269500768565,0.0018519699166534942,-0.23380224706119987,0.23447677079369872
2021,expanding,sv_only,recalibrated,leadlag_ret_vs_future_sq_lag5,-0.037278430539992094,0.00016789776873547759,-0.1935435082255075,0.20749622969229709
2021,expanding,sv_only,recalibrated,concentration_max_exceed_63d,2.0,4.0,1.0,8.0
2021,expanding,sv_only,fixed_baseline,skewness,-0.3375554467009126,-0.001194023676317196,-0.8066642706409121,0.8038577581027022
2021,expanding,sv_only,fixed_baseline,excess_kurtosis,0.6622367077581108,1.4743783600241138,0.09890824574876787,6.50996097081963
2021,expanding,sv_only,fixed_baseline,tail_below_m2_count,9.0,7.0,3.0,11.0
2021,expanding,sv_only,fixed_baseline,tail_above_p2_count,4.0,7.0,3.0,11.0
2021,expanding,sv_only,fixed_baseline,tail_below_m3_count,2.0,1.0,0.0,4.0
2021,expanding,sv_only,fixed_baseline,tail_above_p3_count,0.0,1.0,0.0,4.0
2021,expanding,sv_only,fixed_baseline,acf_ret_lag1,-0.07785742670381525,-0.004311632882799408,-0.15949483547071483,0.1546357122358333
2021,expanding,sv_only,fixed_baseline,acf_ret_lag5,-0.07639339781561054,-0.00325883976510375,-0.15523538269174392,0.15936044384172432
2021,expanding,sv_only,fixed_baseline,acf_sqret_lag1,0.13697266546708733,0.13830585189454278,-0.01762399935887787,0.40322156552914135
2021,expanding,sv_only,fixed_baseline,acf_sqret_lag5,0.019901996780146283,0.10960040240691296,-0.03371876062154065,0.3446841837141794
2021,expanding,sv_only,fixed_baseline,leadlag_ret_vs_future_sq_lag1,-0.11754269500768565,-0.0010636713695374965,-0.18800934267432787,0.1788291946421282
2021,expanding,sv_only,fixed_baseline,leadlag_ret_vs_future_sq_lag5,-0.037278430539992094,0.0005366392197025222,-0.1682257914009445,0.17170593714431182
2021,expanding,sv_only,fixed_baseline,concentration_max_exceed_63d,2.0,2.0,0.0,6.0
2021,expanding,sv_jump,recalibrated,skewness,-0.3375554467009126,0.01919720009195911,-6.557891846071863,6.472393407213661
2021,expanding,sv_jump,recalibrated,excess_kurtosis,0.6622367077581108,8.397572596698314,1.379015292594219,101.44155839689667
2021,expanding,sv_jump,recalibrated,tail_below_m2_count,9.0,6.0,1.0,11.0
2021,expanding,sv_jump,recalibrated,tail_above_p2_count,4.0,6.0,1.0,11.0
2021,expanding,sv_jump,recalibrated,tail_below_m3_count,2.0,2.0,0.0,5.0
2021,expanding,sv_jump,recalibrated,tail_above_p3_count,0.0,2.0,0.0,5.0
2021,expanding,sv_jump,recalibrated,acf_ret_lag1,-0.07785742670381525,-0.002271995554523277,-0.1970216342915867,0.17649827212833946
2021,expanding,sv_jump,recalibrated,acf_ret_lag5,-0.07639339781561054,-0.007656108098728347,-0.1827006398970063,0.16080871281898204
2021,expanding,sv_jump,recalibrated,acf_sqret_lag1,0.13697266546708733,0.09233744901563046,-0.015066976245863466,0.44320928824644307
2021,expanding,sv_jump,recalibrated,acf_sqret_lag5,0.019901996780146283,0.06157290140265774,-0.020655139786684786,0.3787247168117996
2021,expanding,sv_jump,recalibrated,leadlag_ret_vs_future_sq_lag1,-0.11754269500768565,0.0012882796293702478,-0.22531893088105504,0.18887166761621524
2021,expanding,sv_jump,recalibrated,leadlag_ret_vs_future_sq_lag5,-0.037278430539992094,-0.0017478416641024696,-0.18590011530806724,0.16076800500330538
2021,expanding,sv_jump,recalibrated,concentration_max_exceed_63d,2.0,3.0,1.0,7.0
2021,expanding,sv_jump,fixed_baseline,skewness,-0.3375554467009126,0.02315521446710786,-3.526036652260991,3.7921667031761523
2021,expanding,sv_jump,fixed_baseline,excess_kurtosis,0.6622367077581108,3.8434252955410404,0.2822727681014001,51.95572055825828
2021,expanding,sv_jump,fixed_baseline,tail_below_m2_count,9.0,6.0,1.0,10.0
