eval_year,rule,branch,A,rho,loss,rv21_component,acf_abs_component
2020,rolling3y,sv_jump,1.4,0.94,0.6548519363848045,1.1037416986239608,0.20596217414564824
2020,rolling3y,sv_jump,1.4,0.96,0.8023201685002859,1.4734518232859581,0.1311885137146135
2020,rolling3y,sv_jump,1.4,0.98,1.1784588533219047,1.9295623094119463,0.427355397231863
2020,rolling3y,sv_jump,1.4,0.99,1.5580542116065197,2.1641483501222276,0.951960073090812
2020,rolling3y,sv_jump,1.6,0.9,1.1067280948681386,1.5978649676093415,0.6155912221269357
2020,rolling3y,sv_jump,1.6,0.94,1.4049019192863639,2.641902712406688,0.16790112616603975
2020,rolling3y,sv_jump,1.6,0.96,1.752044998548346,3.3645784083853787,0.13951158871131297
2020,rolling3y,sv_jump,1.6,0.98,2.3585984901607207,4.224115055045167,0.4930819252762742
2020,rolling3y,sv_jump,1.6,0.99,2.834361097227478,4.711344467139658,0.9573777273152981
2020,rolling3y,sv_jump,1.8,0.9,2.0368896723792163,3.4424221928238765,0.6313571519345562
2020,rolling3y,sv_jump,1.8,0.94,2.697408538449246,5.197859227214886,0.19695784968360586
2020,rolling3y,sv_jump,1.8,0.96,3.265418302564746,6.311840656318044,0.21899594881144896
2020,rolling3y,sv_jump,1.8,0.98,4.217202398619552,7.825364513286018,0.6090402839530865
2020,rolling3y,sv_jump,1.8,0.99,4.879703583389363,8.7469471998739,1.0124599669048266
2020,rolling3y,sv_jump,2.0,0.9,3.4639858925772673,6.260282498102885,0.6676892870516494
2020,rolling3y,sv_jump,2.0,0.94,4.637338363810675,9.006584060142302,0.26809266747904653
2020,rolling3y,sv_jump,2.0,0.96,5.584681408008472,10.856905569299862,0.3124572467170831
2020,rolling3y,sv_jump,2.0,0.98,6.804919752461023,12.926375160521014,0.6834643444010322
2020,rolling3y,sv_jump,2.0,0.99,7.819438464583608,14.659613549640229,0.9792633795269866
2020,expanding,sv_only,0.6,0.9,2.4641850207615024,2.4653019274332135,2.4630681140897916
2020,expanding,sv_only,0.6,0.94,2.0979188784135383,2.209485427957031,1.9863523288700455
2020,expanding,sv_only,0.6,0.96,1.9200528507628758,2.070348124091661,1.7697575774340908
2020,expanding,sv_only,0.6,0.98,1.8968855261475688,1.9708219603506727,1.8229490919444646
2020,expanding,sv_only,0.6,0.99,2.110105497570095,2.038259791954015,2.1819512031861747
2020,expanding,sv_only,0.8,0.9,1.4196962755552347,1.5074788799650471,1.3319136711454225
2020,expanding,sv_only,0.8,0.94,1.0303143120038687,1.2412484190922284,0.819380204915509
2020,expanding,sv_only,0.8,0.96,0.8797581203635589,1.1079668799965534,0.6515493607305645
2020,expanding,sv_only,0.8,0.98,0.8982664412713353,1.0313594215181665,0.7651734610245041
2020,expanding,sv_only,0.8,0.99,1.1909587477483936,1.1106074318091395,1.271310063687648
2020,expanding,sv_only,1.0,0.9,0.738927873063238,0.7776646673708977,0.7001910787555783
2020,expanding,sv_only,1.0,0.94,0.3879971906058284,0.5505306229889628,0.22546375822269393
2020,expanding,sv_only,1.0,0.96,0.3345305289270973,0.4897892660225926,0.17927179183160197
2020,expanding,sv_only,1.0,0.98,0.4863393959347571,0.48175319404020356,0.49092559782931067
2020,expanding,sv_only,1.0,0.99,0.7888046441006983,0.5895290588065272,0.9880802293948694
2020,expanding,sv_only,1.2,0.9,0.40360722284051975,0.38534893405389886,0.4218655116271406
2020,expanding,sv_only,1.2,0.94,0.2351396387326074,0.34910263952933046,0.12117663793588437
2020,expanding,sv_only,1.2,0.96,0.3415881897377574,0.4529419571871814,0.23023442228833338
2020,expanding,sv_only,1.2,0.98,0.6789432379436313,0.5695992505734253,0.7882872253138373
2020,expanding,sv_only,1.2,0.99,1.0424866012811451,0.7281206956166629,1.3568525069456272
2020,expanding,sv_only,1.4,0.9,0.4514778557834287,0.48652925588736967,0.4164264556794877
2020,expanding,sv_only,1.4,0.94,0.5720822463065678,0.8222168284205007,0.321947664192635
2020,expanding,sv_only,1.4,0.96,0.9000321025669107,1.1622779086950665,0.6377862964387548
2020,expanding,sv_only,1.4,0.98,1.4880312365154746,1.5224854785187603,1.453576994512189
2020,expanding,sv_only,1.4,0.99,1.917408740626707,1.695264908380831,2.139552572872583
2020,expanding,sv_only,1.6,0.9,0.9261305301233195,1.2815381559739718,0.5707229042726671
2020,expanding,sv_only,1.6,0.94,1.4413236498708513,2.217009213414157,0.6656380863275456
2020,expanding,sv_only,1.6,0.96,2.0800599767555426,3.0205828323566926,1.139537121154392
2020,expanding,sv_only,1.6,0.98,2.9629387769652267,3.6742505732483246,2.2516269806821283
2020,expanding,sv_only,1.6,0.99,3.531061085701661,3.964913332125328,3.097208839277994
2020,expanding,sv_only,1.8,0.9,1.8897866048170915,2.9909606656632253,0.7886125439709579
2020,expanding,sv_only,1.8,0.94,2.9071524568612217,4.787301280237977,1.0270036334844668
2020,expanding,sv_only,1.8,0.96,3.9075827458793992,6.202837682844592,1.6123278089142066
2020,expanding,sv_only,1.8,0.98,5.260258473937122,7.386933771863575,3.1335831760106694
2020,expanding,sv_only,1.8,0.99,5.927481477431463,7.80782137987692,4.047141574986005
2020,expanding,sv_only,2.0,0.9,3.436432627321632,5.85482954071837,1.0180357139248934
2020,expanding,sv_only,2.0,0.94,5.1101425167723615,8.874617049557392,1.3456679839873311
2020,expanding,sv_only,2.0,0.96,6.577751995587244,11.054612505559184,2.1008914856153043
2020,expanding,sv_only,2.0,0.98,8.464859556669747,13.072183754128199,3.8575353592112953
2020,expanding,sv_only,2.0,0.99,9.451444660172742,13.897658628701144,5.005230691644338
2020,expanding,sv_jump,0.6,0.9,2.500466158508464,1.8107379888273651,3.190194328189563
2020,expanding,sv_jump,0.6,0.94,2.1963928997241853,1.5969838512456012,2.7958019482027696
2020,expanding,sv_jump,0.6,0.96,2.052553687126453,1.4711796209800496,2.633927753272857
2020,expanding,sv_jump,0.6,0.98,2.008279367717808,1.402328876689298,2.6142298587463184
2020,expanding,sv_jump,0.6,0.99,2.1753487679716494,1.389326680737616,2.9613708552056828
2020,expanding,sv_jump,0.8,0.9,1.618751670647139,1.062868932946592,2.174634408347686
2020,expanding,sv_jump,0.8,0.94,1.262992867515993,0.8421527962606672,1.6838329387713187
2020,expanding,sv_jump,0.8,0.96,1.11819544110539,0.7738703255414622,1.4625205566693178
2020,expanding,sv_jump,0.8,0.98,1.1303106064425446,0.6459273129634674,1.6146938999216218
2020,expanding,sv_jump,0.8,0.99,1.3553606242994378,0.7051686870099895,2.0055525615888863
2020,expanding,sv_jump,1.0,0.9,0.9872659540848636,0.560337402100951,1.4141945060687764
2020,expanding,sv_jump,1.0,0.94,0.6537658289517077,0.44172763677030363,0.8658040211331116
2020,expanding,sv_jump,1.0,0.96,0.558612830475776,0.4251494822422361,0.6920761787093159
2020,expanding,sv_jump,1.0,0.98,0.6641767601602091,0.42942192220154335,0.8989315981188748
2020,expanding,sv_jump,1.0,0.99,0.9124396660154364,0.4998178226437015,1.3250615093871712
2020,expanding,sv_jump,1.2,0.9,0.6699873989522127,0.3900109397421428,0.9499638581622827
2020,expanding,sv_jump,1.2,0.94,0.46665685961225745,0.5096492124393063,0.42366450678520867
2020,expanding,sv_jump,1.2,0.96,0.4688543334035211,0.6478906536795527,0.28981801312748956
2020,expanding,sv_jump,1.2,0.98,0.7081819531246449,0.85797554031143,0.55838836593786
2020,expanding,sv_jump,1.2,0.99,1.0422697291736254,1.0191439850122894,1.0653954733349613
2020,expanding,sv_jump,1.4,0.9,0.7009733640570239,0.6970306502498617,0.7049160778641861
2020,expanding,sv_jump,1.4,0.94,0.7062171669337509,1.1880150440939883,0.2244192897735136
2020,expanding,sv_jump,1.4,0.96,0.8824074683524677,1.5914008490185252,0.17341408768641037
2020,expanding,sv_jump,1.4,0.98,1.3763214302527311,2.242762062876786,0.5098807976286764
2020,expanding,sv_jump,1.4,0.99,1.7389732080629732,2.4579049645858553,1.0200414515400908
2020,expanding,sv_jump,1.6,0.9,1.1269546751877975,1.6293851304020404,0.6245242199735547
2020,expanding,sv_jump,1.6,0.94,1.4322930607720792,2.675507239864111,0.18907888168004736
2020,expanding,sv_jump,1.6,0.96,1.8242195886291348,3.4768681153873917,0.17157106187087798
2020,expanding,sv_jump,1.6,0.98,2.6377501165369894,4.669888819980172,0.6056114130938066
2020,expanding,sv_jump,1.6,0.99,3.1318499817956518,5.187942483374226,1.0757574802170775
2020,expanding,sv_jump,1.8,0.9,2.033437021190519,3.4310644243743713,0.6358096180066666
2020,expanding,sv_jump,1.8,0.94,2.7147277180346383,5.2086686062783185,0.22078682979095837
2020,expanding,sv_jump,1.8,0.96,3.384029618106386,6.519967108336211,0.24809212787656104
2020,expanding,sv_jump,1.8,0.98,4.6344981982085,8.528631279848115,0.7403651165688846
2020,expanding,sv_jump,1.8,0.99,5.29156904130026,9.434876594888076,1.1482614877124444
2020,expanding,sv_jump,2.0,0.9,3.38896091410634,6.070494294476608,0.7074275337360724
2020,expanding,sv_jump,2.0,0.94,4.665281135456492,9.041433500141078,0.28912877077190424
2020,expanding,sv_jump,2.0,0.96,5.753866907046021,11.197906122321065,0.3098276917709775
2020,expanding,sv_jump,2.0,0.98,7.468506092483777,14.151897693534508,0.7851144914330458
2020,expanding,sv_jump,2.0,0.99,8.248575427291618,15.335604011569862,1.1615468430133735
2021,rolling3y,sv_only,0.6,0.9,9.277350221438457,5.767670369844699,12.787030073032215
2021,rolling3y,sv_only,0.6,0.94,8.549385606939905,5.379211530689791,11.719559683190019
2021,rolling3y,sv_only,0.6,0.96,8.204853615855239,5.180796551897056,11.22891067981342
2021,rolling3y,sv_only,0.6,0.98,8.061817989462229,4.9512240177704845,11.172411961153973
2021,rolling3y,sv_only,0.6,0.99,8.469919932052797,5.01506806651813,11.924771797587463
2021,rolling3y,sv_only,0.8,0.9,7.157046168062245,4.319562815677363,9.994529520447127
2021,rolling3y,sv_only,0.8,0.94,6.1621167449772,3.804187003204666,8.520046486749735
2021,rolling3y,sv_only,0.8,0.96,5.705520684241218,3.512100870178715,7.8989404983037215
2021,rolling3y,sv_only,0.8,0.98,5.49975477401777,3.237672795275342,7.761836752760198
2021,rolling3y,sv_only,0.8,0.99,5.9749395220315735,3.2886987298882757,8.66118031417487
2021,rolling3y,sv_only,1.0,0.9,5.317907320439453,2.858989929913377,7.776824710965528
2021,rolling3y,sv_only,1.0,0.94,4.1824297151757595,2.3313130486130884,6.03354638173843
2021,rolling3y,sv_only,1.0,0.96,3.6664885704516896,2.0390254641751464,5.293951676728232
2021,rolling3y,sv_only,1.0,0.98,3.4109432895069607,1.784246443103263,5.037640135910658
2021,rolling3y,sv_only,1.0,0.99,3.806138123600283,1.7106520427346492,5.901624204465917
2021,rolling3y,sv_only,1.2,0.9,3.9335331584491335,1.6290524476151935,6.2380138692830736
2021,rolling3y,sv_only,1.2,0.94,2.7586678905833937,1.1811583926072406,4.3361773885595465
2021,rolling3y,sv_only,1.2,0.96,2.148003030015467,0.9090557684146363,3.386950291616298
2021,rolling3y,sv_only,1.2,0.98,1.926724932656817,0.6851970611731257,3.1682528041405082
2021,rolling3y,sv_only,1.2,0.99,2.294301142924839,0.5649159632708187,4.023686322578859
2021,rolling3y,sv_only,1.4,0.9,2.942143317697354,0.7412540612618087,5.143032574132899
2021,rolling3y,sv_only,1.4,0.94,1.8168642808984543,0.4742942681798324,3.159434293617076
2021,rolling3y,sv_only,1.4,0.96,1.2901531117592822,0.37133118034735896,2.2089750431712054
2021,rolling3y,sv_only,1.4,0.98,1.1072366776674145,0.26732536825236836,1.9471479870824608
2021,rolling3y,sv_only,1.4,0.99,1.486286686916594,0.14993828631680003,2.822635087516388
2021,rolling3y,sv_only,1.6,0.9,2.4626339307796896,0.3481635264879202,4.577104335071459
2021,rolling3y,sv_only,1.6,0.94,1.4394801278129994,0.458649744569839,2.42031051105616
2021,rolling3y,sv_only,1.6,0.96,1.061373875466784,0.657693402951625,1.465054347981943
2021,rolling3y,sv_only,1.6,0.98,1.0384280987792434,0.8240459625082036,1.252810235050283
2021,rolling3y,sv_only,1.6,0.99,1.4026562467361696,0.7296886690134965,2.0756238244588427
2021,rolling3y,sv_only,1.8,0.9,2.466354351822059,0.6813410382889137,4.251367665355204
2021,rolling3y,sv_only,1.8,0.94,1.7056715838762684,1.4428512635080375,1.9684919042444993
2021,rolling3y,sv_only,1.8,0.96,1.5106163933804362,2.0064043710563415,1.0148284157045309
2021,rolling3y,sv_only,1.8,0.98,1.7676457727096953,2.703610571569587,0.8316809738498037
2021,rolling3y,sv_only,1.8,0.99,2.1781857106517215,2.6756730432610962,1.6806983780423472
2021,rolling3y,sv_only,2.0,0.9,3.022561918318564,1.9179688288862382,4.12715500775089
2021,rolling3y,sv_only,2.0,0.94,2.68118889633417,3.572161028146791,1.7902167645215497
2021,rolling3y,sv_only,2.0,0.96,2.7836068868112767,4.795570979046539,0.7716427945760148
2021,rolling3y,sv_only,2.0,0.98,3.3502405082243096,6.111836006407196,0.588645010041423
2021,rolling3y,sv_only,2.0,0.99,3.956961089117932,6.457356893933883,1.4565652843019803
2021,rolling3y,sv_jump,0.6,0.9,10.302662744694981,4.670788181616007,15.934537307773954
2021,rolling3y,sv_jump,0.6,0.94,9.646938479434123,4.314457901225874,14.979419057642371
2021,rolling3y,sv_jump,0.6,0.96,9.379009296028357,4.131148879895861,14.626869712160854
2021,rolling3y,sv_jump,0.6,0.98,9.248061294418688,4.033273576094362,14.462849012743016
2021,rolling3y,sv_jump,0.6,0.99,9.518613895776467,4.043831117877443,14.993396673675491
2021,rolling3y,sv_jump,0.8,0.9,8.506086109623368,3.504319776575505,13.507852442671231
2021,rolling3y,sv_jump,0.8,0.94,7.6276415912987945,3.1050187261643214,12.150264456433268
2021,rolling3y,sv_jump,0.8,0.96,7.155747855292718,2.823263589907299,11.488232120678138
2021,rolling3y,sv_jump,0.8,0.98,7.030641094298622,2.6432481926516274,11.418033995945617
2021,rolling3y,sv_jump,0.8,0.99,7.435546887838238,2.605067825765468,12.266025949911008
2021,rolling3y,sv_jump,1.0,0.9,6.861536028016263,2.3584224712347095,11.364649584797817
2021,rolling3y,sv_jump,1.0,0.94,5.755685479730552,1.954146071091217,9.557224888369886
2021,rolling3y,sv_jump,1.0,0.96,5.240776073286746,1.7198684596600442,8.761683686913447
2021,rolling3y,sv_jump,1.0,0.98,5.1277578085319515,1.4432884733752218,8.81222714368868
2021,rolling3y,sv_jump,1.0,0.99,5.506187423910364,1.3142940414302668,9.698080806390461
2021,rolling3y,sv_jump,1.2,0.9,5.487995202362501,1.419948547164245,9.556041857560757
2021,rolling3y,sv_jump,1.2,0.94,4.3580163650572,1.0890682003881789,7.626964529726221
2021,rolling3y,sv_jump,1.2,0.96,3.8266697014847666,0.8643497692893192,6.788989633680214
2021,rolling3y,sv_jump,1.2,0.98,3.6283793701417357,0.638899382176647,6.617859358106824
2021,rolling3y,sv_jump,1.2,0.99,4.076736779262226,0.453811309011225,7.699662249513226
2021,rolling3y,sv_jump,1.4,0.9,4.5113820127858775,0.7395815034433091,8.283182522128445
2021,rolling3y,sv_jump,1.4,0.94,3.38170372044984,0.6036127796415678,6.159794661258113
2021,rolling3y,sv_jump,1.4,0.96,2.8752770641121956,0.5292817436603406,5.221272384564051
2021,rolling3y,sv_jump,1.4,0.98,2.7941171319729308,0.4699031992461434,5.118331064699718
2021,rolling3y,sv_jump,1.4,0.99,3.2167099038107314,0.21627765941647925,6.217142148204983
2021,rolling3y,sv_jump,1.6,0.9,3.9870823278600307,0.5057044811375291,7.468460174582532
2021,rolling3y,sv_jump,1.6,0.94,2.982043957685077,0.6873998730776,5.276688042292554
2021,rolling3y,sv_jump,1.6,0.96,2.5722866162404587,0.8932777113500788,4.251295521130839
2021,rolling3y,sv_jump,1.6,0.98,2.5685078882703793,1.1108745018617117,4.026141274679047
2021,rolling3y,sv_jump,1.6,0.99,3.0549634753793615,0.924943456270658,5.1849834944880655
2021,rolling3y,sv_jump,1.8,0.9,3.990249538962261,0.8939343352388072,7.086564742685715
2021,rolling3y,sv_jump,1.8,0.94,3.1828880850099237,1.6124373298619092,4.753338840157938
2021,rolling3y,sv_jump,1.8,0.96,2.8799413868477854,2.1902176451596493,3.5696651285359215
2021,rolling3y,sv_jump,1.8,0.98,3.040330871663329,2.8675056263318663,3.213156116994792
2021,rolling3y,sv_jump,1.8,0.99,3.5871666664949275,2.8057961633180537,4.368537169671801
2021,rolling3y,sv_jump,2.0,0.9,4.543522631097679,2.128036870263967,6.959008391931391
2021,rolling3y,sv_jump,2.0,0.94,4.059407282426453,3.602099384026459,4.516715180826447
2021,rolling3y,sv_jump,2.0,0.96,3.9554845731610833,4.632994616849964,3.2779745294722025
2021,rolling3y,sv_jump,2.0,0.98,4.450798740703969,6.057078329627174,2.8445191517807635
2021,rolling3y,sv_jump,2.0,0.99,5.130599135463475,6.341869263296055,3.919329007630895
2021,expanding,sv_only,0.6,0.9,15.173362888148851,10.057595257766879,20.289130518530822
2021,expanding,sv_only,0.6,0.94,14.106668116675358,9.49636046549327,18.71697576785745
2021,expanding,sv_only,0.6,0.96,13.448519868034111,9.075190872359789,17.821848863708432
2021,expanding,sv_only,0.6,0.98,12.932419480301592,8.69876101084429,17.166077949758893
2021,expanding,sv_only,0.6,0.99,13.203368016882042,8.74129803424586,17.665437999518225
2021,expanding,sv_only,0.8,0.9,12.075720553364995,7.852099279069422,16.29934182766057
2021,expanding,sv_only,0.8,0.94,10.564976978312425,7.125607458631907,14.004346497992941
2021,expanding,sv_only,0.8,0.96,9.647679741536995,6.63983563926823,12.655523843805762
2021,expanding,sv_only,0.8,0.98,8.982507834855884,6.127374171731899,11.837641497979869
2021,expanding,sv_only,0.8,0.99,9.28500116793747,6.084723634155441,12.485278701719496
2021,expanding,sv_only,1.0,0.9,9.322423325645756,5.640369868260584,13.00447678303093
2021,expanding,sv_only,1.0,0.94,7.534471931886589,4.844185761604184,10.224758102168995
2021,expanding,sv_only,1.0,0.96,6.501331584223445,4.292146060587647,8.710517107859244
2021,expanding,sv_only,1.0,0.98,5.692386372774896,3.7453392381054313,7.639433507444361
2021,expanding,sv_only,1.0,0.99,5.9966990698168186,3.5206149952819388,8.472783144351698
2021,expanding,sv_only,1.2,0.9,7.164974357121653,3.6672869883820103,10.662661725861296
2021,expanding,sv_only,1.2,0.94,5.1822943949825335,2.8684860908057295,7.496102699159337
2021,expanding,sv_only,1.2,0.96,4.071120038061993,2.3068944863424288,5.835345589781558
2021,expanding,sv_only,1.2,0.98,3.2527187903103214,1.8040164912682084,4.701421089352435
2021,expanding,sv_only,1.2,0.99,3.55835949498035,1.5320305204647935,5.584688469495906
2021,expanding,sv_only,1.4,0.9,5.488010654999458,2.0047402821391778,8.971281027859739
2021,expanding,sv_only,1.4,0.94,3.5304483720440647,1.3961102370335645,5.664786507054565
2021,expanding,sv_only,1.4,0.96,2.4754893391233104,1.032687075353824,3.918291602892797
2021,expanding,sv_only,1.4,0.98,1.7894435359075362,0.7335892894581418,2.8452977823569308
2021,expanding,sv_only,1.4,0.99,2.033860030193226,0.523088550215854,3.5446315101705976
2021,expanding,sv_only,1.6,0.9,4.520964288519944,0.9759653593697403,8.065963217670149
2021,expanding,sv_only,1.6,0.94,2.68304346007418,0.7947990747326599,4.5712878454157
2021,expanding,sv_only,1.6,0.96,1.758140196480345,0.7751915228874547,2.741088870073235
2021,expanding,sv_only,1.6,0.98,1.2997210349604902,0.9458406293497165,1.6536014405712638
2021,expanding,sv_only,1.6,0.99,1.6380412358726488,0.8797484962744831,2.3963339754708146
2021,expanding,sv_only,1.8,0.9,4.110517750865531,0.7452884467826394,7.475747054948423
2021,expanding,sv_only,1.8,0.94,2.638989292049778,1.3574624225527787,3.920516161546778
2021,expanding,sv_only,1.8,0.96,2.0209814599047395,1.9252987372063055,2.1166641826031736
2021,expanding,sv_only,1.8,0.98,1.948282224848891,2.8848333676343128,1.011731082063469
2021,expanding,sv_only,1.8,0.99,2.45624638898365,3.1423193956749578,1.7701733822923416
2021,expanding,sv_only,2.0,0.9,4.519383558790182,1.7187148253914526,7.32005229218891
2021,expanding,sv_only,2.0,0.94,3.5265988926409912,3.431036933544491,3.6221608517374917
2021,expanding,sv_only,2.0,0.96,3.3130275483901737,4.885271425594678,1.7407836711856692
2021,expanding,sv_only,2.0,0.98,3.8015666014177674,6.960030886592364,0.6431023162431709
2021,expanding,sv_only,2.0,0.99,4.6193321667879985,7.790427499167261,1.448236834408736
2021,expanding,sv_jump,0.6,0.9,15.25978375176117,8.824669054279395,21.69489844924294
2021,expanding,sv_jump,0.6,0.94,14.372775819330904,8.311457099969548,20.43409453869226
2021,expanding,sv_jump,0.6,0.96,13.845169602358617,8.03339418129295,19.656945023424285
2021,expanding,sv_jump,0.6,0.98,13.381851677629111,7.740217592010765,19.023485763247457
2021,expanding,sv_jump,0.6,0.99,13.556137824438833,7.711432194634795,19.40084345424287
2021,expanding,sv_jump,0.8,0.9,12.7983015219499,6.939175434965892,18.657427608933908
2021,expanding,sv_jump,0.8,0.94,11.493801745626719,6.317510643204059,16.67009284804938
2021,expanding,sv_jump,0.8,0.96,10.745786819494548,5.885720403546562,15.605853235442533
2021,expanding,sv_jump,0.8,0.98,10.19787513343836,5.49718099266352,14.898569274213202
2021,expanding,sv_jump,0.8,0.99,10.319175002318016,5.335945067929839,15.302404936706193
2021,expanding,sv_jump,1.0,0.9,10.46328447174515,5.073746129407829,15.852822814082469
2021,expanding,sv_jump,1.0,0.94,8.831063663552076,4.2989468902087795,13.363180436895373
2021,expanding,sv_jump,1.0,0.96,7.996264290552155,3.960196068310925,12.032332512793385
2021,expanding,sv_jump,1.0,0.98,7.416209902538646,3.5186815851436433,11.313738219933649
2021,expanding,sv_jump,1.0,0.99,7.580986255906713,3.2384291617776615,11.923543350035764
