object,model,period,statistic,real,sim_median,sim_p2.5,sim_p97.5,real_inside_sim_range,n_days,sigma_annual,category,comparison
ff_momentum,sv_jump,contrast,w1_vs_market_standardised,,0.13177584198425635,0.06713309353093397,0.26104404470201303,,501,0.18857887055227532,return,scale-free
ff_momentum,sv_jump,contrast,w1_sim_vs_sim_reference,,0.10149602965982753,0.05133493058799963,0.2221424642461062,,501,0.18857887055227532,return,scale-free
ff_momentum,sv_jump,contrast,tail_below_m2_count,16.0,12.0,5.0,18.0,True,501,0.18857887055227532,return,scale-free
ff_momentum,sv_jump,contrast,tail_below_m3_count,5.0,3.0,1.0,7.0,True,501,0.18857887055227532,return,scale-free
ff_momentum,sv_jump,contrast,tail_below_m5_count,1.0,1.0,0.0,2.0,True,501,0.18857887055227532,return,scale-free
ff_momentum,sv_jump,contrast,tail_above_p2_count,5.0,12.0,5.0,18.0,True,501,0.18857887055227532,return,scale-free
ff_momentum,sv_jump,contrast,tail_above_p3_count,0.0,3.0,1.0,7.0,False,501,0.18857887055227532,return,scale-free
ff_momentum,sv_jump,contrast,tail_above_p5_count,0.0,1.0,0.0,3.0,True,501,0.18857887055227532,return,scale-free
ff_momentum,sv_jump,contrast,acf_absret_lag1,0.1997537697950924,0.1605232719463504,0.02636478259483655,0.36397000711921595,True,501,0.18857887055227532,return,scale-free
ff_momentum,sv_jump,contrast,acf_absret_lag5,0.14070058754756407,0.14072448524660103,0.008877309663423594,0.33363623435513146,True,501,0.18857887055227532,return,scale-free
ff_momentum,sv_jump,contrast,acf_absret_lag10,0.07982754104426194,0.11728093620470018,-0.003698629581848484,0.2995501051250355,True,501,0.18857887055227532,return,scale-free
ff_momentum,sv_jump,contrast,acf_absret_lag21,0.09688219596930059,0.08078366752474278,-0.025658326872492226,0.24667931184856978,True,501,0.18857887055227532,return,scale-free
ff_momentum,sv_jump,contrast,acf_absret_lag63,-0.012604929394060395,0.010019377906947183,-0.09279730755558788,0.1571450412505476,True,501,0.18857887055227532,return,scale-free
ff_momentum,sv_jump,contrast,acf_ret_lag1,0.0516482889843772,-0.0029740489401862136,-0.1136157716173432,0.10939182719404314,True,501,0.18857887055227532,return,scale-free
ff_momentum,sv_jump,contrast,acf_ret_lag5,-0.02522431992934759,-0.006882260355064273,-0.11738540464663526,0.10485263723117465,True,501,0.18857887055227532,return,scale-free
ff_momentum,sv_jump,contrast,acf_ret_lag21,-0.022262365837967434,-0.0008078996969458095,-0.10043610440352287,0.09826468974681574,True,501,0.18857887055227532,return,scale-free
ff_momentum,sv_jump,contrast,concentration_max_exceed_63d,3.0,3.0,1.0,9.0,True,501,0.18857887055227532,return,scale-free
ff_momentum,sv_jump,contrast,leadlag_ret_vs_future_sq_lag1,-0.052412424804304754,-0.0006364841227152988,-0.12132842484113072,0.12027265864681608,True,501,0.18857887055227532,return,scale-free
ff_momentum,sv_jump,contrast,leadlag_ret_vs_future_sq_lag5,-0.029079317345864532,-0.0001670106943587893,-0.1160968057327709,0.11978056709477275,True,501,0.18857887055227532,return,scale-free
