branch,A,rho,n_paths,loss,rv21_component,acf_abs_component,term_rv21_q10,term_rv21_q50,term_rv21_q90,term_acf_absret_lag1,term_acf_absret_lag5,term_acf_absret_lag10,term_acf_absret_lag21,term_acf_absret_lag63
sv_only,1.4,0.96,400,2.0412632341356227,0.7026707606674211,3.3798557076038245,0.38111146385708916,0.8471809188161077,0.8797198993290666,5.096037722895629,4.362727914205873,6.013219636573496,0.5805222828665728,0.8467709814775496
sv_only,1.4,0.98,400,1.466522288197877,0.700118339058864,2.23292623733689,1.0563171283100226,0.3807785398963366,0.663259348970233,5.2624186466588165,3.0514444074726597,2.530358021214401,0.3119166497636917,0.008493461574882923
sv_only,1.4,0.99,400,1.8878821353363953,0.5963157121224424,3.179448558550348,1.4376729355241569,0.12416590416856499,0.2271082966746053,6.930044368849854,2.9657814413479584,1.8654318603882167,2.028496359964953,2.107488762200758
sv_only,1.6,0.9,400,4.2770264001525655,0.6773582873033711,7.876694513001761,0.4654161842279022,0.6644357415807574,0.9022229361014537,3.8294411325541513,10.678742084567382,17.44699053930398,6.138267525758551,1.290031282824733
sv_only,1.6,0.94,400,2.5793299417635605,1.0314301052244785,4.127229778302643,2.157756947877352,0.1289233885939155,0.8076099792021678,2.820585518066886,4.823055631895782,9.140041187660145,2.526189441983155,1.3262771119072405
sv_only,1.6,0.96,400,1.8992130085877508,1.4969878766133542,2.3014381405621473,3.725442872685287,0.0036523735859528756,0.7618683835688229,2.784771283048664,2.6766331747077188,4.70823773115425,0.41501051445467707,0.9225379994454285
sv_only,1.6,0.98,400,1.6853522060326944,2.171001898218423,1.1997025138469655,5.9421223104393395,0.11563778232245926,0.4552456018934698,2.6870498553494264,1.287186921412791,1.2745475409690472,0.7324885185433836,0.017239732960178864
sv_only,1.6,0.99,400,2.3941171532837613,2.4686724527007304,2.319561853866792,6.881473951254734,0.44633299144829564,0.07821041539916083,3.8092523400434515,1.051833271763617,0.7160534366390193,3.375743705998025,2.6449265148898484
sv_only,1.8,0.9,400,4.411491652942539,1.4316224603557888,7.39136084552929,3.602976466569201,0.0005455145401742222,0.691345399957991,2.2926732623885413,9.771472122689946,17.17731621218353,6.395831679672478,1.3195109507119605
sv_only,1.8,0.94,400,3.215907491469525,2.9222822797275385,3.5095327032115113,7.944934469075394,0.2676435514929696,0.5542688186142531,1.4805698332373403,3.8649196783859594,8.36473844100003,2.537991244873163,1.2994443185610638
sv_only,1.8,0.96,400,2.9278546929320584,4.179764386369576,1.6759449994945406,11.24267953962192,0.830935843612299,0.4656777758745109,1.2801968698423387,1.7357597338268125,4.037778680406342,0.3567068440378413,0.969282869359368
sv_only,1.8,0.98,400,3.297503744169491,5.905058779859757,0.689948708479226,15.598025160480521,1.947389862133022,0.1697613169657245,1.2393802831915162,0.5191671813470494,0.6403689146979125,1.0364220585077295,0.014405104651921933
sv_only,1.8,0.99,400,4.448334218846743,6.8972823748184195,1.9993860628750668,17.61541418296179,3.068533041636532,0.007899899856938388,1.9660181937998793,0.250348079576982,0.15293792095375602,4.809045922794689,2.818580197250027
sv_only,2.0,0.9,400,5.5683625747705126,3.845460422834216,7.291264726706809,10.325792650692987,0.7970052906628615,0.4135833271467994,1.4052133354957972,9.469355206387169,17.5266488338557,6.656475595613224,1.3986306621821576
sv_only,2.0,0.94,400,5.160539941136869,7.0392231381625905,3.281856744111147,18.594802184194002,2.3309718768667467,0.19189535342702282,0.6918558540361843,3.3531902692753137,8.305278742229211,2.679581030853339,1.3793778241616859
sv_only,2.0,0.96,400,5.381725280690298,9.396686287596712,1.3667642737838843,24.008859428499903,4.038915427552047,0.14228400673818364,0.47352720048058355,1.218424895046387,3.751131499593644,0.36175470316583197,1.0289830706329763
sv_only,2.0,0.98,400,6.548147905507722,12.657022239626913,0.43927357138853046,31.257898738592022,6.71292089226119,0.00024708802752945356,0.4706162884006755,0.12744219049576952,0.33965503307463046,1.2585256376404972,0.0001287073310795038
sv_only,2.0,0.99,400,8.195132431648393,14.480587361438168,1.9096775018586176,34.06059169290411,9.040833345456601,0.340337045953789,0.8719729877452717,0.006006815723463382,0.0003411580573793303,5.940094062814322,2.729972484952651
