scenario,scale,statistic,sim_median,sim_p2.5,sim_p97.5,sim_median_mc_se,n_paths,real,real_inside_sim_range
student_t,matched,tail_below_m2_freq,0.0246422893481717,0.017488076311605722,0.03179650238473768,0.00010198648940251651,2000,0.029411764705882353,True
student_t,matched,tail_above_p2_freq,0.0246422893481717,0.017488076311605722,0.03179650238473768,9.942711282143792e-05,2000,0.014308426073131956,False
student_t,matched,tail_below_m3_count,7.0,3.0,12.0,0.0662901910177361,2000,11.0,True
student_t,matched,tail_above_p3_count,7.0,3.0,12.0,0.0660311518165783,2000,9.0,True
student_t,matched,tail_below_m3_freq,0.005564387917329093,0.0023847376788553257,0.009538950715421303,5.269490541950405e-05,2000,0.008744038155802861,True
student_t,matched,tail_above_p3_freq,0.005564387917329093,0.0023847376788553257,0.009538950715421303,5.248899190507019e-05,2000,0.007154213036565978,True
student_t,matched,tail_below_m5_count,1.0,0.0,3.0,0.024484321386372226,2000,3.0,True
student_t,matched,tail_above_p5_count,1.0,0.0,3.0,0.02436361523078373,2000,4.0,False
student_t,matched,tail_below_m5_freq,0.000794912559618442,0.0,0.0023847376788553257,1.9462894583761707e-05,2000,0.0023847376788553257,True
student_t,matched,tail_above_p5_freq,0.000794912559618442,0.0,0.0023847376788553257,1.9366943744661155e-05,2000,0.003179650238473768,False
student_t,matched,acf_ret_lag1,0.0004228098153201674,-0.054036113201659214,0.054461249075374925,0.0007801489452839424,2000,-0.24396953335811908,False
student_t,matched,acf_ret_lag5,-0.00020134505024628632,-0.05216113721784271,0.053984620625743836,0.0007742415934984193,2000,0.07865234975544919,False
student_t,matched,acf_ret_lag10,-0.00019374169995088316,-0.05601100930436255,0.0541470916960483,0.00078656303819359,2000,-0.07868045072246492,False
student_t,matched,acf_ret_lag21,0.001175483873702916,-0.05863059245715617,0.054061355339594656,0.0008106414496650305,2000,0.06479069799423903,False
student_t,matched,acf_ret_lag63,0.0002627438393138793,-0.056255470741295874,0.05353290108939355,0.0008083214035863945,2000,0.06187167625917269,False
student_t,matched,acf_absret_lag1,-0.0010365851370357857,-0.054365385706522065,0.056831138985489804,0.0008069796892323817,2000,0.5007227427362637,False
student_t,matched,acf_absret_lag5,-0.0018093522625400506,-0.05413858505300748,0.05563687313611808,0.0007955372897603354,2000,0.4146461452146091,False
student_t,matched,acf_absret_lag10,-0.0004763192056106796,-0.05329814094902394,0.05406365732191328,0.0007660097374571581,2000,0.3659590462564185,False
student_t,matched,acf_absret_lag21,-0.0013988815534955556,-0.05485828009292972,0.0581557725475448,0.0008193848363668504,2000,0.15840447240997177,False
student_t,matched,acf_absret_lag63,-0.0011655932440332844,-0.054263234746968377,0.05759606409700589,0.000807789889512036,2000,0.039974696337049836,True
student_t,matched,acf_sqret_lag1,-0.004435426430734017,-0.04179906789427627,0.06747147201442232,0.0007949942897355847,2000,0.5332894519731963,False
student_t,matched,acf_sqret_lag5,-0.004551639501154308,-0.04099903816606872,0.06432001968047786,0.0007638384232625836,2000,0.33648374197445374,False
student_t,matched,acf_sqret_lag10,-0.005280858849971232,-0.04167548221819896,0.0623893117694469,0.0007262544444610028,2000,0.25860000769071245,False
student_t,matched,acf_sqret_lag21,-0.005119839223824108,-0.042439714180809905,0.061203085370034854,0.0007530120116387703,2000,0.04858286728322976,True
student_t,matched,acf_sqret_lag63,-0.005449778218342943,-0.04137947508512695,0.060030474233680346,0.0007353605397908654,2000,0.037394822586824354,True
student_t,matched,leadlag_ret_vs_future_sq_lag1,-0.0007985234483893816,-0.05619107408868384,0.05561098339180744,0.0007857394393314685,2000,-0.09471016076162476,False
student_t,matched,leadlag_ret_vs_future_sq_lag5,0.00045047235261382095,-0.0528364225651963,0.05518972354403117,0.0007877595567361465,2000,-0.06824443785000317,False
student_t,matched,leadlag_ret_vs_future_sq_lag21,0.00016452816273480604,-0.05773354746037056,0.05419539977388676,0.0007987134100672011,2000,-0.05072095039065012,True
student_t,matched,agg1d_sd,0.012072209956711495,0.011331137307217933,0.013063743892126948,1.3013940560548224e-05,2000,0.012118087297484344,True
student_t,matched,agg1d_skewness,0.0024437298841396057,-0.948744885253864,0.8842112502004452,0.01713194509556303,2000,-0.7389961323250143,True
student_t,matched,agg1d_excess_kurtosis,3.063704533760905,1.324491613815184,18.004287458313193,0.2715360700106648,2000,20.367350270538573,False
student_t,matched,agg1d_n_blocks,1258.0,1258.0,1258.0,0.0,2000,1258.0,True
student_t,matched,agg5d_sd,0.02696455786216327,0.024391075060304867,0.030351614458860574,4.16212932622425e-05,2000,0.020960471928423846,False
student_t,matched,agg5d_skewness,0.04921159928430561,-0.543783790701727,0.666312744321886,0.0095129417922825,2000,-1.0487041835443138,False
student_t,matched,agg5d_excess_kurtosis,0.5405689972321119,-0.24447314822579855,4.272028841904472,0.05473378861685296,2000,5.931460248671447,False
student_t,matched,agg5d_n_blocks,251.0,251.0,251.0,0.0,2000,251.0,True
student_t,matched,agg21d_sd,0.05538873650010094,0.04499134589003242,0.06672624941115762,0.00015525374431439763,2000,0.04209813495638222,False
student_t,matched,agg21d_skewness,0.13631712451739758,-0.5597995992458471,0.8596835785534256,0.010079018559079672,2000,-0.59184386699657,False
student_t,matched,agg21d_excess_kurtosis,-0.07698464044636322,-0.8441971325824865,1.9679381944783192,0.023055905164952907,2000,1.5622695674048126,True
student_t,matched,agg21d_n_blocks,59.0,59.0,59.0,0.0,2000,59.0,True
student_t,matched,w1_vs_market_standardised,0.207100261261618,0.16665631479836465,0.24075712697304746,0.0005349813984054099,2000,,
student_t,matched,w1_sim_vs_sim_reference,0.045198464816011794,0.028003988143896066,0.08520313600059938,0.0006552234897482485,1000,,
stoch_vol,native,sd_daily,0.00615519161886293,0.004596145055182778,0.008343110959428666,2.716191312770963e-05,2000,0.012118087297484344,False
stoch_vol,native,skewness,0.008055680032028334,-0.5445544869733016,0.5807352324586126,0.007963515430286904,2000,-0.7389961323250143,False
stoch_vol,native,excess_kurtosis,2.9989046502301413,1.2228315204838007,9.35918351410798,0.07013071315633834,2000,20.367350270538573,False
stoch_vol,native,rv21_q10,0.04263772438168836,0.030372782242006187,0.05939147515295628,0.00021037026757079165,2000,0.06272305159358481,False
stoch_vol,native,rv21_q50,0.07855558615983828,0.05938008765721013,0.10638306785781064,0.000328489639612242,2000,0.11036933306935255,False
stoch_vol,native,rv21_q90,0.14525272774890158,0.10281162510176133,0.20606516380511664,0.0007380275082596232,2000,0.24178335481744329,False
stoch_vol,native,concentration_max_exceed_63d,7.0,3.0,16.0,0.09482198890339887,2000,16.0,True
stoch_vol,native,tail_below_m2_count,35.0,26.0,44.0,0.1302393841431132,2000,37.0,True
stoch_vol,native,tail_above_p2_count,35.0,26.0,44.0,0.1324856495309651,2000,18.0,False
stoch_vol,native,tail_below_m2_freq,0.02782193958664547,0.02066772655007949,0.034976152623211444,0.00010352892221233165,2000,0.029411764705882353,True
stoch_vol,native,tail_above_p2_freq,0.02782193958664547,0.02066772655007949,0.034976152623211444,0.00010531450678137129,2000,0.014308426073131956,False
stoch_vol,native,tail_below_m3_count,9.0,4.0,15.0,0.07899515448714253,2000,11.0,True
stoch_vol,native,tail_above_p3_count,9.0,4.0,15.0,0.07977021083202916,2000,9.0,True
stoch_vol,native,tail_below_m3_freq,0.007154213036565978,0.003179650238473768,0.01192368839427663,6.279424045082872e-05,2000,0.008744038155802861,True
stoch_vol,native,tail_above_p3_freq,0.007154213036565978,0.003179650238473768,0.01192368839427663,6.341034247379106e-05,2000,0.007154213036565978,True
stoch_vol,native,tail_below_m5_count,0.0,0.0,3.0,0.027408574392559556,2000,3.0,True
stoch_vol,native,tail_above_p5_count,1.0,0.0,3.0,0.026648409660046765,2000,4.0,False
stoch_vol,native,tail_below_m5_freq,0.0,0.0,0.0023847376788553257,2.1787420025882e-05,2000,0.0023847376788553257,True
stoch_vol,native,tail_above_p5_freq,0.000794912559618442,0.0,0.0023847376788553257,2.1183155532628586e-05,2000,0.003179650238473768,False
stoch_vol,native,acf_ret_lag1,0.00031181764961928066,-0.08029492032790739,0.0785730754158034,0.0011514649947668499,2000,-0.24396953335811908,False
stoch_vol,native,acf_ret_lag5,-0.001361698557055719,-0.08175330241492812,0.0802668906646203,0.00114837590089515,2000,0.07865234975544919,True
stoch_vol,native,acf_ret_lag10,-0.0029159756050510274,-0.07634902335877655,0.07621455015119927,0.0010935532812614908,2000,-0.07868045072246492,False
stoch_vol,native,acf_ret_lag21,0.0015593178095803161,-0.07030558991146772,0.07105946979542196,0.0009907278516793382,2000,0.06479069799423903,True
stoch_vol,native,acf_ret_lag63,0.0005647287190057616,-0.05939411917322426,0.06191087049486456,0.0008671095674228431,2000,0.06187167625917269,True
stoch_vol,native,acf_absret_lag1,0.24029505267349732,0.13113006492946036,0.3732273191741732,0.0017271130508426608,2000,0.5007227427362637,False
stoch_vol,native,acf_absret_lag5,0.21324796186950828,0.10426271835382517,0.3507867858582109,0.0017080673258357253,2000,0.4146461452146091,False
stoch_vol,native,acf_absret_lag10,0.18840210389150003,0.08570550386568009,0.31942921693140125,0.001717601916646289,2000,0.3659590462564185,False
stoch_vol,native,acf_absret_lag21,0.1400012893145287,0.03852681166536861,0.27596846469764547,0.001659236051763351,2000,0.15840447240997177,True
stoch_vol,native,acf_absret_lag63,0.04128596833793974,-0.05041179873018132,0.1612718854006473,0.0015245643942250287,2000,0.039974696337049836,True
stoch_vol,native,acf_sqret_lag1,0.19091653840559947,0.08425258840037728,0.35309066123214483,0.0019524690869010901,2000,0.5332894519731963,False
stoch_vol,native,acf_sqret_lag5,0.1630431008603654,0.06706853440457773,0.31714612519351437,0.001829767763064469,2000,0.33648374197445374,False
stoch_vol,native,acf_sqret_lag10,0.1385818520417243,0.04875269902032768,0.2847952691321887,0.0017714293607111423,2000,0.25860000769071245,True
stoch_vol,native,acf_sqret_lag21,0.09437079696064042,0.013844826109260126,0.2365248372193864,0.0015601244253705853,2000,0.04858286728322976,True
stoch_vol,native,acf_sqret_lag63,0.018763424562209356,-0.04281964718186932,0.12914238337543912,0.0012122170845031404,2000,0.037394822586824354,True
stoch_vol,native,leadlag_ret_vs_future_sq_lag1,0.0030948934361117305,-0.10175889926228633,0.1079213733960686,0.0014500858902742118,2000,-0.09471016076162476,True
stoch_vol,native,leadlag_ret_vs_future_sq_lag5,0.00105469795128235,-0.09222801545135123,0.09077406650352589,0.001332670511662216,2000,-0.06824443785000317,True
stoch_vol,native,leadlag_ret_vs_future_sq_lag21,0.0005426978143561044,-0.08147150891589425,0.08466677769469046,0.001145657488054823,2000,-0.05072095039065012,True
stoch_vol,native,agg1d_sd,0.00615519161886293,0.004596145055182778,0.008343110959428666,2.716191312770963e-05,2000,0.012118087297484344,False
stoch_vol,native,agg1d_skewness,0.008055680032028334,-0.5445544869733016,0.5807352324586126,0.007963515430286904,2000,-0.7389961323250143,False
stoch_vol,native,agg1d_excess_kurtosis,2.9989046502301413,1.2228315204838007,9.35918351410798,0.07013071315633834,2000,20.367350270538573,False
stoch_vol,native,agg1d_n_blocks,1258.0,1258.0,1258.0,0.0,2000,1258.0,True
stoch_vol,native,agg5d_sd,0.01372012036521834,0.010066403672961962,0.019185236257919593,6.556988030404888e-05,2000,0.020960471928423846,False
stoch_vol,native,agg5d_skewness,0.04656979642723823,-1.000828778014037,1.245565422783578,0.016044922212060338,2000,-1.0487041835443138,False
stoch_vol,native,agg5d_excess_kurtosis,2.4057420030657886,0.4803386190335443,10.336881846876604,0.09582961652466114,2000,5.931460248671447,True
stoch_vol,native,agg5d_n_blocks,251.0,251.0,251.0,0.0,2000,251.0,True
stoch_vol,native,agg21d_sd,0.02762925022816612,0.018904604145744342,0.04152687975416331,0.00016345472211142214,2000,0.04209813495638222,False
stoch_vol,native,agg21d_skewness,0.06377956560217712,-1.3213211567898386,1.8332646264203893,0.021704388688386003,2000,-0.59184386699657,True
stoch_vol,native,agg21d_excess_kurtosis,1.2365987378106444,-0.44816142926888597,8.52003130369258,0.07100491524052992,2000,1.5622695674048126,True
stoch_vol,native,agg21d_n_blocks,59.0,59.0,59.0,0.0,2000,59.0,True
stoch_vol,native,w1_vs_market_standardised,0.18235315825387327,0.10928589178132736,0.23346468468879242,0.0009138622248659141,2000,,
stoch_vol,native,w1_sim_vs_sim_reference,0.05394042064895317,0.02924435315297296,0.13104509524372965,0.0010699533556340914,1000,,
stoch_vol,matched,sd_daily,0.011864784092272814,0.008889173926726576,0.016278832785659544,5.398102444314354e-05,2000,0.012118087297484344,True
stoch_vol,matched,skewness,-0.009180908758378719,-0.6313780645717371,0.5467262825502534,0.008590827935149125,2000,-0.7389961323250143,False
stoch_vol,matched,excess_kurtosis,3.1271265023280996,1.2292931253330306,10.399447755733624,0.07132847154077222,2000,20.367350270538573,False
stoch_vol,matched,rv21_q10,0.08192174177008424,0.05740686241935002,0.11350082434056019,0.0004018949628193289,2000,0.06272305159358481,True
stoch_vol,matched,rv21_q50,0.15101786747166748,0.11194325266743897,0.20155567351952014,0.0006409516617286488,2000,0.11036933306935255,False
stoch_vol,matched,rv21_q90,0.27697681326278895,0.20001929642711647,0.40283152741046313,0.0014748424142993976,2000,0.24178335481744329,True
stoch_vol,matched,concentration_max_exceed_63d,8.0,3.0,17.0,0.09686226507802904,2000,16.0,True
stoch_vol,matched,tail_below_m2_count,35.0,26.0,44.0,0.12982548686572487,2000,37.0,True
stoch_vol,matched,tail_above_p2_count,35.0,26.0,44.0,0.13313372103876014,2000,18.0,False
stoch_vol,matched,tail_below_m2_freq,0.02782193958664547,0.02066772655007949,0.034976152623211444,0.00010319991006814375,2000,0.029411764705882353,True
stoch_vol,matched,tail_above_p2_freq,0.02782193958664547,0.02066772655007949,0.034976152623211444,0.00010582966696244845,2000,0.014308426073131956,False
stoch_vol,matched,tail_below_m3_count,9.0,4.0,15.0,0.08269797702922943,2000,11.0,True
stoch_vol,matched,tail_above_p3_count,9.0,4.0,15.0,0.08031470831589985,2000,9.0,True
stoch_vol,matched,tail_below_m3_freq,0.007154213036565978,0.003179650238473768,0.01192368839427663,6.57376605955719e-05,2000,0.008744038155802861,True
stoch_vol,matched,tail_above_p3_freq,0.007154213036565978,0.003179650238473768,0.01192368839427663,6.384317036240052e-05,2000,0.007154213036565978,True
stoch_vol,matched,tail_below_m5_count,1.0,0.0,3.0,0.028371629210389132,2000,3.0,True
stoch_vol,matched,tail_above_p5_count,1.0,0.0,3.0,0.02715941299576737,2000,4.0,False
stoch_vol,matched,tail_below_m5_freq,0.000794912559618442,0.0,0.0023847376788553257,2.2552964396175782e-05,2000,0.0023847376788553257,True
stoch_vol,matched,tail_above_p5_freq,0.000794912559618442,0.0,0.0023847376788553257,2.1589358502199816e-05,2000,0.003179650238473768,False
stoch_vol,matched,acf_ret_lag1,-0.004417432461480896,-0.08264177676528445,0.0782465702382658,0.0011553914617688753,2000,-0.24396953335811908,False
stoch_vol,matched,acf_ret_lag5,-0.0018213468713758124,-0.07763093660656861,0.07649219127965431,0.0010987133289157476,2000,0.07865234975544919,False
stoch_vol,matched,acf_ret_lag10,0.00032757154043013773,-0.07334290118640667,0.0762327407806743,0.0010825964649750159,2000,-0.07868045072246492,False
stoch_vol,matched,acf_ret_lag21,1.8728120884994012e-05,-0.0752882835798849,0.06970135598565257,0.0010205611111931412,2000,0.06479069799423903,True
stoch_vol,matched,acf_ret_lag63,0.0002668202061703021,-0.06664623112447182,0.06235476233135824,0.0009075330764560357,2000,0.06187167625917269,True
stoch_vol,matched,acf_absret_lag1,0.24356117485588663,0.13504147814550935,0.3802661763754898,0.0017473374081643418,2000,0.5007227427362637,False
stoch_vol,matched,acf_absret_lag5,0.21972626565143666,0.11557044135652833,0.35809425390252164,0.0017415209567992588,2000,0.4146461452146091,False
stoch_vol,matched,acf_absret_lag10,0.1913597604174183,0.08405646090961784,0.3275921185690226,0.0017477499700788621,2000,0.3659590462564185,False
stoch_vol,matched,acf_absret_lag21,0.14437472563578915,0.040650309396977176,0.2747025497083685,0.001679621787155937,2000,0.15840447240997177,True
stoch_vol,matched,acf_absret_lag63,0.04323335120286513,-0.0447476566418424,0.16243818598064977,0.0014890417684435048,2000,0.039974696337049836,True
stoch_vol,matched,acf_sqret_lag1,0.1935020866637014,0.0880581940863209,0.36546818227024597,0.0020197749580789567,2000,0.5332894519731963,False
stoch_vol,matched,acf_sqret_lag5,0.16981967648471058,0.06892384258885613,0.3366853775007847,0.0018698961010033186,2000,0.33648374197445374,True
stoch_vol,matched,acf_sqret_lag10,0.13911589435646052,0.04707209081479074,0.29468815512723145,0.001751023785986202,2000,0.25860000769071245,True
stoch_vol,matched,acf_sqret_lag21,0.09748788865947625,0.01388953986652632,0.2328560170375943,0.0015737112502373907,2000,0.04858286728322976,True
stoch_vol,matched,acf_sqret_lag63,0.019573140675983806,-0.038652525182263676,0.1275340538932451,0.0012156419451677546,2000,0.037394822586824354,True
stoch_vol,matched,leadlag_ret_vs_future_sq_lag1,-0.0012164332010261522,-0.10839241759357628,0.10325045209947356,0.0015325473140905892,2000,-0.09471016076162476,True
stoch_vol,matched,leadlag_ret_vs_future_sq_lag5,-0.0022419990307663397,-0.10725599990286337,0.09986813323096976,0.0014470512527320208,2000,-0.06824443785000317,True
stoch_vol,matched,leadlag_ret_vs_future_sq_lag21,-0.0006896855096434628,-0.07950586432710553,0.0784782415812821,0.0011489597451014078,2000,-0.05072095039065012,True
stoch_vol,matched,agg1d_sd,0.011864784092272814,0.008889173926726576,0.016278832785659544,5.398102444314354e-05,2000,0.012118087297484344,True
stoch_vol,matched,agg1d_skewness,-0.009180908758378719,-0.6313780645717371,0.5467262825502534,0.008590827935149125,2000,-0.7389961323250143,False
stoch_vol,matched,agg1d_excess_kurtosis,3.1271265023280996,1.2292931253330306,10.399447755733624,0.07132847154077222,2000,20.367350270538573,False
stoch_vol,matched,agg1d_n_blocks,1258.0,1258.0,1258.0,0.0,2000,1258.0,True
stoch_vol,matched,agg5d_sd,0.02633095022422885,0.019291694861716176,0.037186222599013934,0.00012866072116325423,2000,0.020960471928423846,True
stoch_vol,matched,agg5d_skewness,0.06340346300562619,-0.9629435214363918,1.2223407729312474,0.016102316740258433,2000,-1.0487041835443138,False
stoch_vol,matched,agg5d_excess_kurtosis,2.4500466464005193,0.5237375373842291,10.329934787264882,0.08612009477868386,2000,5.931460248671447,True
stoch_vol,matched,agg5d_n_blocks,251.0,251.0,251.0,0.0,2000,251.0,True
stoch_vol,matched,agg21d_sd,0.05323292786754337,0.03623453141508364,0.08090833189721125,0.00032318556477384605,2000,0.04209813495638222,True
stoch_vol,matched,agg21d_skewness,0.15169717545006292,-1.2767165596018868,2.090420942551492,0.023307442265269884,2000,-0.59184386699657,True
stoch_vol,matched,agg21d_excess_kurtosis,1.2940343784328783,-0.34408126738093175,9.256106999443857,0.08126223384160121,2000,1.5622695674048126,True
stoch_vol,matched,agg21d_n_blocks,59.0,59.0,59.0,0.0,2000,59.0,True
stoch_vol,matched,w1_vs_market_standardised,0.17990979639254012,0.10301408315492769,0.234442114105933,0.0009561816502097127,2000,,
stoch_vol,matched,w1_sim_vs_sim_reference,0.056197512141354766,0.0288491050186117,0.12591364976329147,0.0010264555110578214,1000,,
jump,native,sd_daily,0.006255744299395475,0.005786455142323154,0.006982054773033279,8.458123104839471e-06,2000,0.012118087297484344,False
jump,native,skewness,-0.01115602918174528,-1.7010810218623167,1.6259066984848785,0.02268082002081337,2000,-0.7389961323250143,True
jump,native,excess_kurtosis,6.736967595270967,0.3192612514706922,28.806276244729478,0.21806311173150825,2000,20.367350270538573,True
jump,native,rv21_q10,0.07307469430674818,0.06868137107258912,0.07766671354723476,6.389035691250578e-05,2000,0.06272305159358481,False
jump,native,rv21_q50,0.09188993779076579,0.08755968487338937,0.09618709639458971,6.297603044813882e-05,2000,0.11036933306935255,False
jump,native,rv21_q90,0.11776085859610132,0.10859725093872453,0.14751590757847677,0.0002748750553312471,2000,0.24178335481744329,False
jump,native,concentration_max_exceed_63d,2.0,1.0,3.0,0.018936281282827944,2000,16.0,False
jump,native,tail_below_m2_count,22.0,12.0,32.0,0.13941083050292727,2000,37.0,False
jump,native,tail_above_p2_count,22.0,12.0,32.0,0.14379470792344165,2000,18.0,True
jump,native,tail_below_m2_freq,0.017488076311605722,0.009538950715421303,0.025437201907790145,0.00011081942011361466,2000,0.029411764705882353,False
jump,native,tail_above_p2_freq,0.017488076311605722,0.009538950715421303,0.025437201907790145,0.00011430421933500926,2000,0.014308426073131956,True
jump,native,tail_below_m3_count,3.0,0.0,7.0,0.04432579301419421,2000,11.0,False
jump,native,tail_above_p3_count,3.0,1.0,7.0,0.04591892095079569,2000,9.0,False
jump,native,tail_below_m3_freq,0.0023847376788553257,0.0,0.005564387917329093,3.523512958203037e-05,2000,0.008744038155802861,False
jump,native,tail_above_p3_freq,0.0023847376788553257,0.000794912559618442,0.005564387917329093,3.65015269879139e-05,2000,0.007154213036565978,False
jump,native,tail_below_m5_count,1.0,0.0,4.0,0.030915439365228056,2000,3.0,True
jump,native,tail_above_p5_count,1.0,0.0,4.0,0.030825099766158024,2000,4.0,True
