A,latent_instantaneous_median_vol,median_of_rv21_median,ratio
0.6,0.17581172852835358,0.17299131123123745,0.9839577409270436
1.0,0.1498168724928502,0.14846799925092607,0.9909965198213005
1.4,0.11785012596073131,0.1236912837732019,1.0495642899390445
1.8,0.08557675548539821,0.0893386239870054,1.0439589989158804
2.0,0.0707684796018878,0.07923734724750417,1.1196700521652927
