generator,reference_pairs,reference_construction,reference_p05,reference_p50,reference_p95,reference_min,reference_max,vs_market_p05,vs_market_p50,vs_market_p95,share_of_vs_market_below_reference_p95
stoch_vol,1000,"W1 between two DISJOINT halves of the path set, path i against path i+1000, standardised daily returns, 1258 days each",0.031789941177975824,0.0561975121413547,0.11327022906973118,0.0211970669950091,0.1822408256337178,0.11326713019859189,0.1799097963925401,0.22750231625280692,0.05
sv_jump,1000,"W1 between two DISJOINT halves of the path set, path i against path i+1000, standardised daily returns, 1258 days each",0.0390135559944079,0.0688369218579178,0.13180762932039408,0.0299184489079767,0.2317844626925759,0.0857427206347869,0.1350914249953156,0.19059953164858043,0.461
