object,model,period,statistic,real,sim_median,sim_p2.5,sim_p97.5,real_inside_sim_range,n_days,sigma_annual,comparison
sp500,gaussian,describe,tail_below_m3_freq,0.008744038155802861,0.001589825119236884,0.0,0.003179650238473768,False,1258,0.19236867212948663,scale-free
sp500,gaussian,describe,tail_below_m5_freq,0.0023847376788553257,0.0,0.0,0.0,False,1258,0.19236867212948663,scale-free
sp500,gaussian,describe,tail_above_p2_freq,0.014308426073131956,0.022257551669316374,0.016673290937996823,0.028616852146263912,False,1258,0.19236867212948663,scale-free
sp500,gaussian,describe,tail_above_p3_freq,0.007154213036565978,0.000794912559618442,0.0,0.003179650238473768,False,1258,0.19236867212948663,scale-free
sp500,gaussian,describe,tail_above_p5_freq,0.003179650238473768,0.0,0.0,0.0,False,1258,0.19236867212948663,scale-free
sp500,gaussian,describe,acf_absret_lag1,0.5007227427362634,-3.2789138899035645e-05,-0.053259894629304964,0.05484797082568419,False,1258,0.19236867212948663,scale-free
sp500,gaussian,describe,acf_absret_lag5,0.4146461452146088,-0.00030536441003929665,-0.05646885983305176,0.05842264038220261,False,1258,0.19236867212948663,scale-free
sp500,gaussian,describe,acf_absret_lag10,0.3659590462564184,-0.002077584032547674,-0.05650074515026387,0.05400996011078532,False,1258,0.19236867212948663,scale-free
sp500,gaussian,describe,acf_absret_lag21,0.1584044724099716,-0.0017280875000721021,-0.05711530312827803,0.05455037664576219,False,1258,0.19236867212948663,scale-free
sp500,gaussian,describe,acf_absret_lag63,0.039974696337050114,-0.0015742234379864865,-0.0588026410620867,0.05754172766471248,True,1258,0.19236867212948663,scale-free
sp500,gaussian,describe,concentration_max_exceed_63d,16.0,1.0,0.0,3.0,False,1258,0.19236867212948663,scale-free
sp500,gaussian,describe,leadlag_ret_vs_future_sq_lag1,-0.09471016076162492,0.0017376201211822821,-0.052386937798668064,0.05346450070078972,False,1258,0.19236867212948663,scale-free
sp500,gaussian,describe,leadlag_ret_vs_future_sq_lag5,-0.06824443785000303,-0.0007373924212911093,-0.05295196042654445,0.05249820569334591,False,1258,0.19236867212948663,scale-free
sp500,gaussian,describe,leadlag_ret_vs_future_sq_lag21,-0.05072095039065012,5.555536291442336e-06,-0.0545213986956755,0.05705236911532657,True,1258,0.19236867212948663,scale-free
sp500,gaussian,describe,sd_daily,0.012118087297484372,0.012109768880556352,0.011625991584924975,0.012612471286420667,True,1258,0.19236867212948663,scale-free
sp500,stoch_vol,describe,rv21_q10,0.0627230515935854,0.08162160251569739,0.05743509908579899,0.11716884769159566,True,1258,0.19236867212948663,level (both sides at the frozen sigma_annual)
sp500,stoch_vol,describe,rv21_q50,0.11036933306935298,0.1506763211723572,0.11342947646173822,0.2040937635825963,False,1258,0.19236867212948663,level (both sides at the frozen sigma_annual)
sp500,stoch_vol,describe,rv21_q90,0.2417833548174438,0.27607949222104633,0.2000480103461229,0.4029347631653288,True,1258,0.19236867212948663,level (both sides at the frozen sigma_annual)
sp500,stoch_vol,describe,rv21_q10_over_own_sd,0.32605647738403815,0.43921232736031257,0.30293962060655366,0.5615708340006329,True,1258,0.19236867212948663,"shape (each series divided by its own annualised sd, inside the path)"
sp500,stoch_vol,describe,rv21_q50_over_own_sd,0.5737386022764741,0.8134771722946994,0.635279704631458,0.9208138728179036,False,1258,0.19236867212948663,"shape (each series divided by its own annualised sd, inside the path)"
sp500,stoch_vol,describe,rv21_q90_over_own_sd,1.2568748962133258,1.4746033817988766,1.3124914300370027,1.683004474680264,False,1258,0.19236867212948663,"shape (each series divided by its own annualised sd, inside the path)"
sp500,stoch_vol,describe,w1_vs_market_standardised,,0.18276723350629137,0.10544157013205548,0.23551976729484783,,1258,0.19236867212948663,scale-free
